user_id,sum,sec,sessions_completed,gender,experience_level,estimate_birth_day,focus,start_date
5990,440000,440,880,f,"{""mindfulness"":""high""}",1971-07-18 02:05:35.29+00,mindfulness,
5991,3830000,3830,5362,f,"{""yoga"":""medium""}",1960-07-18 02:12:32.123+00,yoga,
5993,285000,285,57,f,"{""mindfulness"":""medium""}",1965-07-18 02:15:28.916+00,mindfulness,
5994,5000,5,1,f,"{""mindfulness"":""low""}",1955-07-18 02:20:26.505+00,mindfulness,
5997,45000,45,9,m,"{""mindfulness"":""medium""}",1974-07-18 02:42:20.347+00,mindfulness,
5999,4665000,4665,9330,f,"{""mindfulness"":""none""}",1979-07-18 02:56:05.971+00,mindfulness,
6000,110000,110,22,f,"{""mindfulness"":""medium""}",1979-07-18 02:58:40.047+00,mindfulness,
6002,215000,215,43,f,"{""mindfulness"":""medium""}",1971-07-18 03:03:28.88+00,mindfulness,
6003,160000,160,32,m,"{""mindfulness"":""medium""}",1972-07-18 03:14:54.663+00,mindfulness,
6009,75000,75,15,f,"{""mindfulness"":""low""}",1972-07-18 03:53:42.937+00,mindfulness,
6010,85000,85,17,f,"{""mindfulness"":""high""}",1971-07-18 03:54:53.94+00,mindfulness,
6013,615000,615,984,f,"{""mindfulness"":""none""}",1946-07-18 04:28:34.105+00,mindfulness,
6014,130000,130,26,f,"{""mindfulness"":""none""}",1985-07-18 04:29:00.407+00,mindfulness,
6015,90000,90,18,m,"{""mindfulness"":""medium""}",1980-07-18 04:46:35.315+00,mindfulness,
6016,385000,385,154,f,"{""mindfulness"":""none""}",1979-07-18 04:47:32.142+00,mindfulness,
6017,140000,140,28,f,"{""mindfulness"":""low""}",1971-07-18 05:04:26.907+00,mindfulness,
6018,795000,795,318,f,"{""mindfulness"":""none""}",1985-07-18 05:20:23.036+00,mindfulness,
6019,800000,800,480,m,"{""mindfulness"":""none""}",1995-07-18 05:52:27.785+00,mindfulness,
6023,100000,100,40,m,"{""mindfulness"":""medium""}",1979-07-18 09:41:50.817+00,mindfulness,
6027,305000,305,305,f,"{""mindfulness"":""none""}",1961-07-18 10:34:58.616+00,mindfulness,
6031,170000,170,34,f,"{""mindfulness"":""none""}",1964-07-18 12:41:11.276+00,mindfulness,
6032,175000,175,35,f,"{""mindfulness"":""medium""}",1958-07-18 12:43:29.602+00,mindfulness,
6033,145000,145,87,f,"{""mindfulness"":""none""}",1973-07-18 12:48:32.341+00,mindfulness,
6037,3405000,3405,6129,f,"{""mindfulness"":""medium""}",1981-07-18 14:16:41.42+00,mindfulness,
6045,300000,300,120,f,"{""mindfulness"":""none""}",1985-07-22 02:11:23.189+00,mindfulness,
6046,5000,5,1,f,"{""mindfulness"":""low""}",1976-07-18 15:35:00.581+00,mindfulness,
6047,1245000,1245,747,f,"{""mindfulness"":""medium""}",1978-07-18 15:55:21.972+00,mindfulness,
6048,10000,10,2,m,"{""mindfulness"":""none""}",1957-07-18 16:24:44.111+00,mindfulness,
6050,3795000,3795,7024,m,"{""mindfulness"":""none""}",1951-07-18 16:28:41.561+00,mindfulness,
6052,15000,15,3,f,"{""mindfulness"":""none""}",1985-07-18 16:46:20.96+00,mindfulness,
6053,4790000,4790,6706,f,"{""mindfulness"":""low""}",1973-07-18 17:41:58.836+00,mindfulness,
6055,10000,10,2,f,"{""mindfulness"":""none""}",1960-07-18 17:02:04.05+00,mindfulness,
6058,2655000,2655,15025,m,"{""mindfulness"":""none""}",1977-07-18 17:12:55.871+00,mindfulness,
6061,385000,385,308,m,"{""mindfulness"":""none""}",1985-07-18 17:21:42.646+00,mindfulness,
6062,300000,300,180,f,"{""mindfulness"":""none""}",1959-07-18 17:27:57.142+00,mindfulness,
6063,695000,695,278,m,"{""mindfulness"":""medium""}",1966-07-18 17:52:24.874+00,mindfulness,
6066,450000,450,90,m,"{""mindfulness"":""medium""}",1975-07-18 18:30:49.55+00,mindfulness,
6067,8430000,8430,25290,m,"{""mindfulness"":""none""}",1983-07-18 18:54:18.357+00,mindfulness,
6069,40000,40,8,f,"{""mindfulness"":""medium""}",1983-07-18 19:23:03.247+00,mindfulness,
6070,125000,125,25,f,"{""mindfulness"":""none""}",1970-07-18 19:30:28.981+00,mindfulness,
6072,535000,535,107,f,"{""mindfulness"":""none""}",1966-07-18 19:34:04.678+00,mindfulness,
6077,1435000,1435,4542,f,"{""yoga"":""medium""}",1975-04-13 02:16:30.376+00,yoga,
6079,1255000,1255,753,m,"{""mindfulness"":""low""}",1985-07-18 20:16:49.631+00,mindfulness,
6080,5000,5,1,f,"{""mindfulness"":""medium""}",1976-07-18 20:24:33.887+00,mindfulness,
6081,35000,35,7,f,"{""mindfulness"":""none""}",1955-07-18 20:37:50.556+00,mindfulness,
6087,55000,55,11,f,"{""mindfulness"":""none""}",1990-07-18 22:09:06.602+00,mindfulness,
6091,465000,465,186,f,"{""mindfulness"":""none""}",1979-07-18 23:26:30.024+00,mindfulness,
6092,10000,10,2,f,"{""mindfulness"":""none""}",1985-07-18 23:37:41.48+00,mindfulness,
6095,695000,695,278,m,"{""mindfulness"":""medium""}",1977-07-18 23:55:15.689+00,mindfulness,
6096,875000,875,875,m,"{""mindfulness"":""none""}",1983-07-18 23:56:04.011+00,mindfulness,
6098,85000,85,17,f,"{""mindfulness"":""medium""}",1943-07-19 00:09:39.042+00,mindfulness,
6100,20000,20,8,f,"{""mindfulness"":""low""}",1926-07-19 01:01:26.501+00,mindfulness,
6101,780000,780,1092,f,"{""mindfulness"":""low""}",1963-07-19 01:05:06.961+00,mindfulness,
6103,200000,200,40,f,"{""yoga"":""none""}",1985-07-19 01:01:20.213+00,yoga,
6105,15000,15,3,f,"{""mindfulness"":""none""}",1985-07-19 01:09:15.737+00,mindfulness,
6108,975000,975,390,f,"{""mindfulness"":""none""}",1985-07-19 01:19:46.605+00,mindfulness,
6112,60000,60,12,f,"{""mindfulness"":""none""}",1975-07-19 01:39:10.345+00,mindfulness,
6113,170000,170,34,f,"{""mindfulness"":""none""}",1975-07-19 01:40:10.709+00,mindfulness,
6115,185000,185,74,f,"{""mindfulness"":""medium""}",1967-07-19 02:15:08.929+00,mindfulness,
6117,5000,5,1,f,"{""mindfulness"":""low""}",1971-07-19 02:22:09.945+00,mindfulness,
6119,9385000,9385,39417,m,"{""mindfulness"":""medium""}",1985-07-19 02:24:27.761+00,mindfulness,
6122,2145000,2145,2574,f,"{""yoga"":""none""}",1971-07-19 02:38:48.325+00,yoga,
6125,175000,175,70,m,"{""mindfulness"":""none""}",1963-07-27 17:02:02.936+00,mindfulness,
6126,565000,565,226,f,"{""mindfulness"":""none""}",1985-07-19 02:52:36.16+00,mindfulness,
6127,115000,115,46,f,"{""mindfulness"":""medium""}",1983-07-19 02:55:42.525+00,mindfulness,
6129,165000,165,33,f,"{""mindfulness"":""high""}",1977-07-19 03:03:26.629+00,mindfulness,
6131,5640000,5640,68822,f,"{""mindfulness"":""low""}",1959-07-26 07:17:36.297+00,mindfulness,2015-07-26 03:07:40.932+00
6132,1355000,1355,1084,m,"{""mindfulness"":""none""}",1958-07-19 03:25:07.383+00,mindfulness,
6133,2175000,2175,3480,f,"{""mindfulness"":""medium""}",1964-07-19 03:28:41.957+00,mindfulness,
6136,150000,150,30,m,"{""mindfulness"":""low""}",1972-07-19 03:41:06.807+00,mindfulness,
6137,60000,60,12,f,"{""mindfulness"":""low""}",1956-07-19 03:45:42.243+00,mindfulness,
6138,335000,335,134,f,"{""mindfulness"":""medium""}",1996-07-19 03:53:27.13+00,mindfulness,
6140,9815000,9815,355014,f,"{""yoga"":""medium""}",1998-07-14 15:03:44.085+00,yoga,
6142,465000,465,465,f,"{""yoga"":""none""}",1960-07-19 06:08:45.88+00,yoga,
6144,1570000,1570,1256,f,"{""yoga"":""none""}",1963-07-19 06:24:00.114+00,yoga,
6145,650000,650,260,f,"{""mindfulness"":""medium""}",1970-07-19 06:37:34.088+00,mindfulness,
6146,590000,590,236,f,"{""mindfulness"":""medium""}",1951-07-19 07:48:57.975+00,mindfulness,
6147,8695000,8695,27015,f,"{""yoga"":""medium""}",2001-10-05 04:56:01.429+00,yoga,
6150,1275000,1275,765,f,"{""mindfulness"":""low""}",1962-07-19 09:13:49.853+00,mindfulness,
6155,350000,350,140,f,"{""mindfulness"":""none""}",1967-07-19 10:54:15.26+00,mindfulness,
6158,5000,5,1,f,"{""mindfulness"":""high""}",1966-07-19 11:28:13.146+00,mindfulness,
6159,720000,720,576,f,"{""mindfulness"":""medium""}",1956-07-19 11:29:42.932+00,mindfulness,
6160,115000,115,23,m,"{""mindfulness"":""medium""}",1969-07-19 12:12:23.749+00,mindfulness,
6161,2160000,2160,1728,f,"{""mindfulness"":""none""}",1950-07-19 12:15:09.174+00,mindfulness,
6162,5000,5,1,f,"{""mindfulness"":""medium""}",1963-07-19 12:16:41.705+00,mindfulness,
6164,15000,15,3,f,"{""mindfulness"":""none""}",1967-07-19 12:20:33.526+00,mindfulness,
6167,85000,85,34,m,"{""mindfulness"":""low""}",1984-07-19 13:15:31.897+00,mindfulness,
6168,85000,85,17,f,"{""mindfulness"":""none""}",1956-07-19 13:18:32.316+00,mindfulness,
6169,20000,20,4,f,"{""mindfulness"":""low""}",1954-07-19 13:26:37.283+00,mindfulness,
6170,5000,5,1,f,"{""mindfulness"":""medium""}",1959-07-19 13:28:44.437+00,mindfulness,
6173,7415000,7415,27488,m,"{""mindfulness"":""medium""}",1969-07-19 13:51:54.294+00,mindfulness,
6179,170000,170,68,f,"{""mindfulness"":""low""}",1978-07-19 14:56:19.018+00,mindfulness,
6180,165000,165,66,f,"{""mindfulness"":""medium""}",1968-07-19 14:57:17.079+00,mindfulness,
6184,2875000,2875,4025,f,"{""mindfulness"":""medium""}",1979-07-19 16:27:06.364+00,mindfulness,
6186,3445000,3445,11869,f,"{""mindfulness"":""medium""}",1997-09-21 04:23:45.561+00,mindfulness,
6188,695000,695,278,f,"{""mindfulness"":""none""}",1985-07-19 16:50:13.516+00,mindfulness,
6189,695000,695,278,f,"{""mindfulness"":""none""}",1960-07-19 16:57:17.736+00,mindfulness,
6191,15000,15,3,f,"{""mindfulness"":""low""}",1956-07-19 17:12:42.969+00,mindfulness,
6194,695000,695,278,f,"{""mindfulness"":""none""}",1965-07-19 17:27:00.939+00,mindfulness,
6195,45000,45,18,f,"{""mindfulness"":""medium""}",1978-07-19 17:28:15.883+00,mindfulness,
6196,135000,135,27,f,"{""mindfulness"":""none""}",1985-07-19 17:39:35.313+00,mindfulness,
6199,145000,145,29,f,"{""mindfulness"":""low""}",1966-07-19 17:59:58.478+00,mindfulness,
6201,190000,190,76,f,"{""mindfulness"":""none""}",1977-07-19 18:29:38.415+00,mindfulness,
6202,670000,670,268,f,"{""mindfulness"":""medium""}",1963-07-19 18:52:16.804+00,mindfulness,
6203,1630000,1630,1304,f,"{""mindfulness"":""low""}",1957-07-19 19:05:12.597+00,mindfulness,
6204,860000,860,516,f,"{""mindfulness"":""medium""}",1974-07-19 19:10:02.736+00,mindfulness,
6206,680000,680,272,f,"{""mindfulness"":""none""}",1985-07-19 19:16:11.92+00,mindfulness,
6208,5000,5,1,m,"{""mindfulness"":""low""}",1961-07-19 19:28:34.4+00,mindfulness,
6214,655000,655,262,f,"{""mindfulness"":""none""}",1959-07-19 20:02:00.948+00,mindfulness,
6215,665000,665,266,m,"{""mindfulness"":""low""}",1955-07-19 20:05:10.831+00,mindfulness,
6216,25000,25,5,f,"{""mindfulness"":""low""}",1968-07-19 20:12:54.179+00,mindfulness,
6218,1825000,1825,730,f,"{""yoga"":""none""}",1995-07-19 20:18:37.238+00,yoga,
6219,970000,970,388,f,"{""mindfulness"":""none""}",1976-07-19 20:21:43.657+00,mindfulness,
6220,230000,230,92,f,"{""mindfulness"":""low""}",1971-07-19 20:43:54.102+00,mindfulness,
6224,2440000,2440,1952,f,"{""mindfulness"":""low""}",1985-07-19 21:16:19.98+00,mindfulness,
6226,120000,120,48,f,"{""mindfulness"":""low""}",1979-07-19 21:21:24.383+00,mindfulness,
6227,395000,395,237,m,"{""mindfulness"":""none""}",1985-07-19 21:48:04.794+00,mindfulness,
6230,2305000,2305,1844,f,"{""mindfulness"":""low""}",1974-07-19 23:50:03.332+00,mindfulness,
6233,195000,195,39,f,"{""mindfulness"":""none""}",1959-07-19 22:51:22.102+00,mindfulness,
6234,45000,45,9,f,"{""yoga"":""medium""}",1984-07-19 22:56:34.968+00,yoga,
6235,120000,120,24,f,"{""mindfulness"":""low""}",1972-07-19 23:06:55.677+00,mindfulness,
6237,690000,690,276,f,"{""mindfulness"":""low""}",1980-07-19 23:21:48.434+00,mindfulness,
6238,630000,630,252,m,"{""mindfulness"":""none""}",1958-07-19 23:26:36.564+00,mindfulness,
6239,25000,25,5,f,"{""mindfulness"":""none""}",1985-07-19 23:24:14.066+00,mindfulness,
6249,5000,5,1,f,"{""mindfulness"":""none""}",1975-07-20 01:20:16.745+00,mindfulness,
6251,160000,160,32,m,"{""mindfulness"":""high""}",1962-07-20 01:42:09.285+00,mindfulness,
6254,430000,430,86,f,"{""mindfulness"":""medium""}",1988-07-20 01:51:17.94+00,mindfulness,
6256,1255000,1255,1004,f,"{""mindfulness"":""low""}",1959-07-20 01:59:08.62+00,mindfulness,
6259,905000,905,362,f,"{""mindfulness"":""low""}",1974-07-20 02:12:10.65+00,mindfulness,
6260,1570000,1570,1570,f,"{""mindfulness"":""low""}",1958-07-20 02:19:30.701+00,mindfulness,
6261,815000,815,1152,m,"{""mindfulness"":""low""}",1976-07-20 02:29:21.497+00,mindfulness,
6262,135000,135,27,f,"{""mindfulness"":""medium""}",1983-07-20 02:32:08.506+00,mindfulness,
6264,1225000,1225,735,f,"{""mindfulness"":""medium""}",1973-07-20 02:41:33.256+00,mindfulness,
6266,1165000,1165,466,f,"{""mindfulness"":""low""}",1965-07-20 03:06:05.583+00,mindfulness,
6271,135000,135,54,f,"{""mindfulness"":""medium""}",1952-07-20 03:22:52.548+00,mindfulness,
6276,930000,930,558,f,"{""mindfulness"":""low""}",1966-07-20 05:21:20.496+00,mindfulness,
6277,165000,165,66,f,"{""mindfulness"":""medium""}",1981-07-20 05:35:55.529+00,mindfulness,
6281,265000,265,53,f,"{""mindfulness"":""high""}",1975-07-20 08:02:07.876+00,mindfulness,
6282,895000,895,358,f,"{""mindfulness"":""high""}",1981-07-20 08:16:09.074+00,mindfulness,
6286,75000,75,15,f,"{""mindfulness"":""medium""}",1970-07-20 09:27:42.513+00,mindfulness,
6287,335000,335,201,f,"{""mindfulness"":""none""}",1985-07-20 09:56:09.246+00,mindfulness,
6289,485000,485,194,f,"{""yoga"":""none""}",1971-07-20 10:57:14.265+00,yoga,
6290,220000,220,44,f,"{""mindfulness"":""none""}",1985-07-20 11:13:44.45+00,mindfulness,
6292,590000,590,236,f,"{""mindfulness"":""none""}",1961-07-20 11:33:03.066+00,mindfulness,
6297,120000,120,48,f,"{""mindfulness"":""low""}",1972-07-20 12:32:37.839+00,mindfulness,
6301,700000,700,280,f,"{""yoga"":""none""}",1969-07-20 13:06:49.859+00,yoga,
6305,765000,765,459,m,"{""mindfulness"":""medium""}",1965-07-20 13:43:49.512+00,mindfulness,
6307,710000,710,284,f,"{""mindfulness"":""none""}",1983-07-20 14:14:21.586+00,mindfulness,
6311,165000,165,33,m,"{""mindfulness"":""high""}",1964-07-20 17:11:34.632+00,mindfulness,
6314,390000,390,78,f,"{""mindfulness"":""medium""}",1975-07-20 15:05:30.851+00,mindfulness,
6316,335000,335,67,f,"{""mindfulness"":""none""}",1972-07-20 15:14:31.95+00,mindfulness,
6317,690000,690,276,f,"{""mindfulness"":""low""}",1963-07-20 15:19:10.302+00,mindfulness,
6320,245000,245,98,f,"{""mindfulness"":""medium""}",1972-07-20 15:30:49.257+00,mindfulness,
6323,340000,340,136,m,"{""mindfulness"":""none""}",1985-07-20 16:03:06.973+00,mindfulness,
6324,275000,275,55,f,"{""mindfulness"":""medium""}",1985-07-20 15:56:55.154+00,mindfulness,
6327,30000,30,6,m,"{""mindfulness"":""none""}",1985-07-20 16:46:46.936+00,mindfulness,
6328,195000,195,78,f,"{""mindfulness"":""low""}",1969-07-20 16:47:47.606+00,mindfulness,
6330,205000,205,82,f,"{""mindfulness"":""none""}",1970-07-20 16:57:30.98+00,mindfulness,
6331,6800000,6800,41624,f,"{""mindfulness"":""low""}",1972-07-20 17:01:02.227+00,mindfulness,
6332,1180000,1180,708,f,"{""mindfulness"":""medium""}",1974-07-20 17:17:39.416+00,mindfulness,
6340,145000,145,29,f,"{""mindfulness"":""low""}",1968-07-20 18:26:19.293+00,mindfulness,
6342,665000,665,266,f,"{""mindfulness"":""low""}",1986-07-20 18:49:37.829+00,mindfulness,
6345,40000,40,8,f,"{""mindfulness"":""none""}",1963-07-20 19:18:45.332+00,mindfulness,
6347,270000,270,54,f,"{""mindfulness"":""low""}",1969-07-20 19:38:59.133+00,mindfulness,
6348,280000,280,168,f,"{""mindfulness"":""medium""}",1969-07-20 19:43:55.482+00,mindfulness,
6351,10000,10,2,f,"{""mindfulness"":""low""}",1978-07-20 20:05:18.533+00,mindfulness,
6354,300000,300,60,m,"{""mindfulness"":""medium""}",1970-07-20 20:38:57.532+00,mindfulness,
6356,235000,235,47,f,"{""mindfulness"":""medium""}",1974-07-20 20:43:28.665+00,mindfulness,
6358,4290000,4290,6864,f,"{""mindfulness"":""none""}",1985-07-20 20:53:27.831+00,mindfulness,
6361,145000,145,29,f,"{""mindfulness"":""medium""}",1981-07-20 20:56:34.995+00,mindfulness,
6362,130000,130,52,f,"{""mindfulness"":""low""}",1971-07-20 20:57:43.574+00,mindfulness,
6366,700000,700,280,m,"{""mindfulness"":""low""}",1976-07-20 21:33:13.595+00,mindfulness,
6368,3220000,3220,5778,f,"{""mindfulness"":""low""}",1958-07-20 21:47:33.912+00,mindfulness,2015-07-27 21:46:31.355+00
6369,220000,220,88,m,"{""mindfulness"":""low""}",1985-07-20 21:55:17.613+00,mindfulness,
6370,100000,100,20,f,"{""mindfulness"":""low""}",1975-07-20 22:07:08.006+00,mindfulness,
6374,115000,115,46,f,"{""mindfulness"":""medium""}",1965-07-20 22:50:02.908+00,mindfulness,
6375,765000,765,306,f,"{""mindfulness"":""low""}",1970-07-20 22:57:29.124+00,mindfulness,
6376,5000,5,1,m,"{""mindfulness"":""low""}",1974-07-20 22:59:30.518+00,mindfulness,
6379,120000,120,48,f,"{""mindfulness"":""none""}",1962-07-20 23:18:06.127+00,mindfulness,
6381,210000,210,42,f,"{""mindfulness"":""none""}",1978-07-20 23:35:49.809+00,mindfulness,
6386,995000,995,796,f,"{""mindfulness"":""medium""}",1982-07-21 00:09:24.111+00,mindfulness,
6388,3020000,3020,4832,m,"{""mindfulness"":""none""}",1991-07-21 00:14:00.177+00,mindfulness,
6392,685000,685,274,f,"{""mindfulness"":""none""}",1932-07-21 00:59:17.121+00,mindfulness,
6393,290000,290,116,m,"{""mindfulness"":""medium""}",1975-07-21 01:00:38.378+00,mindfulness,
6394,980000,980,392,f,"{""mindfulness"":""none""}",1979-07-21 01:08:51.333+00,mindfulness,
6395,125000,125,50,f,"{""mindfulness"":""none""}",1969-07-21 01:09:51.981+00,mindfulness,
6402,685000,685,274,f,"{""mindfulness"":""none""}",1971-07-21 01:47:31.068+00,mindfulness,
6403,1185000,1185,711,f,"{""mindfulness"":""medium""}",1977-07-21 02:02:54.959+00,mindfulness,
6404,615000,615,798,f,"{""mindfulness"":""low""}",1969-07-21 02:08:53.231+00,mindfulness,
6407,1950000,1950,1950,f,"{""mindfulness"":""low""}",1985-07-21 02:19:33.452+00,mindfulness,
6408,95000,95,38,f,"{""mindfulness"":""low""}",1978-07-21 02:20:44.668+00,mindfulness,
6409,985000,985,394,f,"{""mindfulness"":""medium""}",1953-07-21 02:23:10.634+00,mindfulness,
6413,100000,100,20,m,"{""mindfulness"":""none""}",1970-07-21 02:30:27.964+00,mindfulness,
6416,660000,660,264,m,"{""mindfulness"":""low""}",1965-07-21 02:45:58.975+00,mindfulness,
6418,655000,655,262,m,"{""mindfulness"":""none""}",1983-07-21 02:46:57.07+00,mindfulness,
6422,865000,865,173,f,"{""mindfulness"":""medium""}",1976-07-21 03:07:56.027+00,mindfulness,
6429,1495000,1495,2660,f,"{""mindfulness"":""medium""}",1969-07-21 03:28:28.766+00,mindfulness,
6433,4945000,4945,14835,f,"{""mindfulness"":""medium""}",1978-07-21 03:57:40.309+00,mindfulness,
6440,525000,525,210,f,"{""mindfulness"":""none""}",1985-07-21 04:20:04.867+00,mindfulness,
6445,350000,350,350,f,"{""mindfulness"":""none""}",1959-07-21 04:38:00.75+00,mindfulness,
6447,120000,120,48,f,"{""mindfulness"":""none""}",1972-07-21 05:04:59.093+00,mindfulness,
6450,145000,145,29,f,"{""yoga"":""none""}",1985-07-21 06:37:34.647+00,yoga,
6455,595000,595,238,m,"{""mindfulness"":""high""}",1972-07-21 08:33:32.396+00,mindfulness,
6457,130000,130,26,f,"{""mindfulness"":""low""}",1976-07-21 09:10:49.52+00,mindfulness,
6458,1865000,1865,1865,f,"{""mindfulness"":""none""}",1985-07-21 09:26:33.653+00,mindfulness,
6459,225000,225,450,f,"{""mindfulness"":""low""}",1959-07-21 09:34:30.763+00,mindfulness,
6463,230000,230,46,m,"{""mindfulness"":""medium""}",1976-07-21 10:47:48.763+00,mindfulness,
6468,1560000,1560,312,f,"{""yoga"":""none""}",1953-07-21 11:47:43.196+00,yoga,
6469,190000,190,76,f,"{""mindfulness"":""none""}",1971-07-21 12:05:47.157+00,mindfulness,
6470,475000,475,285,f,"{""mindfulness"":""medium""}",1980-07-21 15:38:10.369+00,mindfulness,
6471,6750000,6750,16200,f,"{""mindfulness"":""none""}",1972-07-21 12:17:25.315+00,mindfulness,
6473,335000,335,268,f,"{""mindfulness"":""none""}",1968-07-21 12:32:07.632+00,mindfulness,
6476,1385000,1385,1108,f,"{""mindfulness"":""low""}",1969-07-21 12:54:23.103+00,mindfulness,
6478,1430000,1430,1144,f,"{""mindfulness"":""medium""}",1968-07-21 13:15:29.186+00,mindfulness,
6481,520000,520,208,f,"{""mindfulness"":""low""}",1977-07-21 13:44:45.327+00,mindfulness,
6483,40000,40,8,f,"{""mindfulness"":""none""}",1955-07-21 14:03:33.712+00,mindfulness,
6487,565000,565,226,f,"{""mindfulness"":""high""}",1985-07-21 14:57:13.843+00,mindfulness,
6488,145000,145,29,m,"{""mindfulness"":""none""}",1989-07-21 15:04:16.106+00,mindfulness,
6492,4160000,4160,41624,f,"{""mindfulness"":""none""}",1988-07-21 15:31:42.986+00,mindfulness,
6496,1900000,1900,1520,f,"{""mindfulness"":""medium""}",1945-07-21 15:51:23.394+00,mindfulness,
6500,1235000,1235,494,f,"{""mindfulness"":""high""}",1952-07-21 16:11:12.183+00,mindfulness,
6501,15000,15,3,f,"{""mindfulness"":""low""}",1974-07-21 16:18:18.906+00,mindfulness,
6504,355000,355,142,f,"{""mindfulness"":""none""}",1953-07-21 17:24:36.6+00,mindfulness,
6506,255000,255,102,f,"{""mindfulness"":""none""}",1959-07-21 16:37:04.585+00,mindfulness,
6507,330000,330,396,f,"{""mindfulness"":""medium""}",1956-07-21 17:04:22.535+00,mindfulness,
6508,2885000,2885,2304,f,"{""mindfulness"":""medium""}",1968-07-21 17:06:04.677+00,mindfulness,
6511,5265000,5265,22113,f,"{""mindfulness"":""none""}",1957-07-21 17:52:00.809+00,mindfulness,
6515,100000,100,20,m,"{""mindfulness"":""high""}",1971-07-21 18:09:09.829+00,mindfulness,
6516,215000,215,172,f,"{""mindfulness"":""low""}",1977-07-21 18:26:56.391+00,mindfulness,
6517,205000,205,41,f,"{""mindfulness"":""none""}",1958-07-21 18:31:08.108+00,mindfulness,
6519,3415000,3415,6560,f,"{""mindfulness"":""medium""}",1970-07-21 18:40:20.656+00,mindfulness,
6522,830000,830,1596,f,"{""mindfulness"":""medium""}",1979-07-21 19:13:28.765+00,mindfulness,
6524,5000,5,1,f,"{""mindfulness"":""medium""}",1959-07-21 19:40:04.831+00,mindfulness,
6527,490000,490,294,m,"{""mindfulness"":""low""}",1979-07-21 20:26:49.405+00,mindfulness,
6528,660000,660,264,m,"{""mindfulness"":""low""}",1965-07-21 20:32:11.958+00,mindfulness,
6529,2085000,2085,1251,f,"{""mindfulness"":""none""}",1966-07-21 20:58:08.79+00,mindfulness,
6530,105000,105,42,f,"{""mindfulness"":""low""}",1985-07-21 21:20:13.93+00,mindfulness,
6531,1155000,1155,3906,m,"{""mindfulness"":""medium""}",1974-07-21 21:30:37.44+00,mindfulness,
6532,985000,985,394,f,"{""mindfulness"":""low""}",1959-07-26 22:50:03.681+00,mindfulness,
6540,2930000,2930,10548,m,"{""mindfulness"":""medium""}",1970-07-21 23:18:17.615+00,mindfulness,
6546,1065000,1065,852,f,"{""mindfulness"":""none""}",1985-07-21 23:30:47.357+00,mindfulness,
6548,350000,350,140,m,"{""mindfulness"":""medium""}",1987-07-21 23:44:45.088+00,mindfulness,
6554,10000,10,2,f,"{""mindfulness"":""low""}",1956-07-22 00:29:47.345+00,mindfulness,
6555,625000,625,250,f,"{""mindfulness"":""low""}",1978-07-22 00:33:41.292+00,mindfulness,
6556,120000,120,48,f,"{""mindfulness"":""medium""}",1966-07-22 00:40:23.342+00,mindfulness,
6558,15000,15,3,f,"{""mindfulness"":""low""}",1985-07-22 00:48:24.704+00,mindfulness,
6563,670000,670,268,f,"{""mindfulness"":""none""}",1968-07-22 01:39:12.317+00,mindfulness,
6567,505000,505,101,f,"{""mindfulness"":""high""}",1974-07-22 01:52:51.054+00,mindfulness,
6568,2050000,2050,2460,f,"{""mindfulness"":""medium""}",1987-07-22 01:54:17.281+00,mindfulness,
6571,15000,15,3,f,"{""yoga"":""low""}",1987-07-22 02:08:58.245+00,yoga,
6573,375000,375,150,f,"{""mindfulness"":""medium""}",1966-07-22 02:23:42.52+00,mindfulness,
6574,250000,250,50,f,"{""mindfulness"":""low""}",1968-07-22 02:26:29.672+00,mindfulness,
6576,5000,5,88,f,"{""mindfulness"":""none""}",1970-07-26 00:52:09.889+00,mindfulness,
6578,75000,75,15,m,"{""mindfulness"":""medium""}",1991-07-22 02:31:52.591+00,mindfulness,
6580,5000,5,1,f,"{""mindfulness"":""medium""}",1947-07-22 02:47:32.699+00,mindfulness,
6581,2175000,2175,1305,f,"{""mindfulness"":""medium""}",1958-07-22 02:52:48.397+00,mindfulness,
6582,180000,180,72,f,"{""yoga"":""medium""}",1974-07-22 03:00:00.969+00,yoga,
6587,1310000,1310,786,f,"{""mindfulness"":""none""}",1963-07-22 03:23:59.25+00,mindfulness,
6591,675000,675,270,f,"{""mindfulness"":""none""}",1963-07-22 03:41:22.593+00,mindfulness,
6593,385000,385,154,f,"{""mindfulness"":""medium""}",1966-07-22 03:52:53.538+00,mindfulness,
6596,950000,950,570,f,"{""mindfulness"":""low""}",1963-07-22 04:12:00.781+00,mindfulness,
6598,605000,605,242,f,"{""yoga"":""medium""}",1985-07-22 04:21:59.76+00,yoga,
6599,185000,185,74,f,"{""mindfulness"":""high""}",1979-07-22 04:24:25.17+00,mindfulness,
6600,465000,465,1509,f,"{""mindfulness"":""medium""}",1961-07-22 04:26:28.126+00,mindfulness,
6601,655000,655,262,m,"{""mindfulness"":""low""}",1983-07-22 04:29:59.662+00,mindfulness,
6602,1325000,1325,795,f,"{""mindfulness"":""medium""}",1985-07-22 04:31:45.213+00,mindfulness,
6604,315000,315,63,f,"{""mindfulness"":""medium""}",1959-07-22 04:44:12.654+00,mindfulness,
6606,210000,210,210,f,"{""mindfulness"":""medium""}",1975-07-22 04:50:23.534+00,mindfulness,
6607,15000,15,3,m,"{""mindfulness"":""medium""}",1981-07-22 04:50:49.496+00,mindfulness,
