user_id,sum,sec,sessions_completed,gender,experience_level,estimate_birth_day,focus,start_date
14676,225000,225,57,f,"{""yoga"":""medium""}",1995-11-09 20:11:40.145+00,yoga,
14681,60000,60,12,o,"{""mindfulness"":""medium""}",1962-11-09 20:32:18.385+00,mindfulness,
14685,170000,170,34,m,"{""mindfulness"":""medium""}",1994-11-17 20:58:34.605+00,mindfulness,
14687,120000,120,286,o,"{""mindfulness"":""medium""}",1997-11-09 21:23:26.775+00,mindfulness,
14692,80000,80,50,f,"{""mindfulness"":""high""}",1969-01-02 02:27:52.904+00,mindfulness,
14695,175000,175,70,m,"{""mindfulness"":""none""}",1995-11-09 22:33:49.79+00,mindfulness,
14697,580000,580,464,f,"{""mindfulness"":""medium""}",1965-11-09 22:10:35.191+00,mindfulness,
14699,305000,305,244,f,"{""yoga"":""low""}",1929-11-09 22:22:15.554+00,yoga,
14705,520000,520,416,f,"{""mindfulness"":""medium""}",1987-11-09 22:36:21.302+00,mindfulness,
14710,2130000,2130,4686,f,"{""mindfulness"":""low""}",1976-11-10 00:31:42.026+00,mindfulness,
14711,175000,175,105,f,"{""mindfulness"":""none""}",1989-11-10 00:51:06.65+00,mindfulness,
14712,280000,280,172,m,"{""mindfulness"":""medium""}",1966-11-10 01:30:31.087+00,mindfulness,
14715,425000,425,255,o,"{""mindfulness"":""none""}",1995-11-10 02:18:16.05+00,mindfulness,
14716,420000,420,336,m,"{""mindfulness"":""none""}",1995-11-10 02:53:15.403+00,mindfulness,
14717,125000,125,320,f,"{""mindfulness"":""low""}",1989-11-21 03:57:44.258+00,mindfulness,
14718,350000,350,630,m,"{""mindfulness"":""none""}",1993-11-10 03:17:06.057+00,mindfulness,
14719,5540000,5540,188295,f,"{""mindfulness"":""medium""}",1985-01-06 04:53:07.697+00,mindfulness,
14720,125000,125,50,o,"{""mindfulness"":""low""}",1995-11-10 04:01:44.477+00,mindfulness,
14721,945000,945,1134,m,"{""mindfulness"":""none""}",1973-11-10 04:01:40.517+00,mindfulness,
14723,3110000,3110,577314,f,"{""mindfulness"":""high""}",1961-06-07 09:50:05.254+00,mindfulness,
14730,1725000,1725,8160,m,"{""mindfulness"":""medium""}",1988-11-10 05:09:54.192+00,mindfulness,
14732,780000,780,1716,f,"{""mindfulness"":""medium""}",1989-11-10 05:48:57.62+00,mindfulness,
14733,9280000,9280,66816,f,"{""mindfulness"":""medium""}",1969-11-10 06:03:44.497+00,mindfulness,
14734,120000,120,690,o,"{""mindfulness"":""low""}",1984-11-10 10:50:03.373+00,mindfulness,
14736,370000,370,189,o,"{""mindfulness"":""medium""}",1987-11-10 06:41:14.118+00,mindfulness,
14737,2020000,2020,3636,o,"{""yoga"":""medium""}",1986-11-10 06:59:36.261+00,yoga,
14739,65000,65,13,o,"{""mindfulness"":""medium""}",1984-11-10 10:14:16.643+00,mindfulness,
14742,60000,60,12,o,"{""mindfulness"":""medium""}",1977-11-10 10:43:28.071+00,mindfulness,
14743,1780000,1780,3928,o,"{""mindfulness"":""none""}",1973-11-10 11:22:58.057+00,mindfulness,
14766,120000,120,48,m,"{""mindfulness"":""medium""}",1964-11-10 17:42:40.729+00,mindfulness,
14767,300000,300,120,f,"{""mindfulness"":""medium""}",1954-11-10 18:06:28.657+00,mindfulness,
14781,2020000,2020,33033,f,"{""mindfulness"":""medium""}",1969-01-04 13:06:36.465+00,mindfulness,
14782,235000,235,188,f,"{""mindfulness"":""medium""}",1957-11-10 21:31:00.426+00,mindfulness,
14785,90000,90,18,f,"{""mindfulness"":""low""}",1978-11-10 22:12:28.377+00,mindfulness,
14786,830000,830,498,f,"{""mindfulness"":""medium""}",1970-11-10 22:24:10.075+00,mindfulness,
14788,750000,750,1464,o,"{""mindfulness"":""medium""}",1961-11-10 22:34:33.041+00,mindfulness,
14790,205000,205,82,f,"{""mindfulness"":""none""}",1981-11-10 22:54:07.739+00,mindfulness,
14793,685000,685,822,f,"{""mindfulness"":""medium""}",1945-11-10 23:26:26.622+00,mindfulness,
14794,90000,90,18,o,"{""mindfulness"":""medium""}",1969-11-11 00:05:23.886+00,mindfulness,
14795,720000,720,612,o,"{""mindfulness"":""medium""}",1968-11-11 00:15:12.883+00,mindfulness,
14796,265000,265,159,m,"{""mindfulness"":""medium""}",1994-11-11 00:49:52.372+00,mindfulness,
14797,60000,60,12,f,"{""mindfulness"":""none""}",1955-11-11 00:54:13.931+00,mindfulness,
14798,70000,70,28,f,"{""yoga"":""medium""}",1985-11-11 00:58:45.575+00,yoga,
14800,90000,90,18,o,"{""mindfulness"":""medium""}",1985-11-11 02:58:56.951+00,mindfulness,
14801,75000,75,15,o,"{""yoga"":""medium""}",1994-11-11 02:59:07.793+00,yoga,
14803,4055000,4055,18216,f,"{""yoga"":""medium""}",1965-11-11 03:40:41.723+00,yoga,
14805,610000,610,610,f,"{""mindfulness"":""low""}",1985-11-11 04:02:43.216+00,mindfulness,
14806,690000,690,276,f,"{""mindfulness"":""medium""}",1961-11-11 04:05:15.957+00,mindfulness,
14807,110000,110,22,m,"{""mindfulness"":""none""}",1989-11-11 04:15:06.703+00,mindfulness,
14808,130000,130,78,m,"{""mindfulness"":""low""}",1995-11-11 05:00:45.674+00,mindfulness,
14810,185000,185,74,f,"{""mindfulness"":""low""}",1968-11-11 05:09:11.533+00,mindfulness,
14811,90000,90,36,m,"{""mindfulness"":""medium""}",1985-11-11 05:18:08.545+00,mindfulness,
14812,765000,765,1989,f,"{""mindfulness"":""high""}",1976-11-11 07:07:01.723+00,mindfulness,
14814,475000,475,858,o,"{""mindfulness"":""low""}",1975-11-11 07:51:14.929+00,mindfulness,
14815,890000,890,890,f,"{""mindfulness"":""low""}",1971-11-11 08:29:44.894+00,mindfulness,
14817,65000,65,418,o,"{""yoga"":""medium""}",1993-07-06 13:49:49.372+00,yoga,
14820,6620000,6620,35748,f,"{""mindfulness"":""medium""}",1985-11-11 12:28:42.2+00,mindfulness,
14821,825000,825,660,f,"{""mindfulness"":""medium""}",1961-11-11 13:12:55.072+00,mindfulness,
14822,150000,150,90,f,"{""mindfulness"":""medium""}",1957-11-11 14:00:07.657+00,mindfulness,
14824,100000,100,20,f,"{""mindfulness"":""high""}",1988-11-11 14:14:26.959+00,mindfulness,
14843,60000,60,12,m,"{""mindfulness"":""low""}",1973-11-11 15:05:48.395+00,mindfulness,
14845,180000,180,72,f,"{""mindfulness"":""none""}",1970-11-11 15:29:04.148+00,mindfulness,
14847,3405000,3405,80839,f,"{""mindfulness"":""high""}",1988-11-11 15:50:48.808+00,mindfulness,
14849,435000,435,5160,m,"{""mindfulness"":""medium""}",1985-11-11 16:03:32.357+00,mindfulness,
14863,1485000,1485,891,o,"{""mindfulness"":""medium""}",1969-11-11 21:46:18.808+00,mindfulness,
14864,125000,125,184,f,"{""mindfulness"":""medium""}",1962-11-11 22:10:47.97+00,mindfulness,
14866,5000,5,1,f,"{""yoga"":""medium""}",1980-11-11 22:23:31.723+00,yoga,
14870,180000,180,72,f,"{""mindfulness"":""medium""}",1991-11-11 23:01:45.637+00,mindfulness,
14871,180000,180,72,f,"{""mindfulness"":""low""}",1961-11-11 23:01:09.147+00,mindfulness,
14873,10000,10,2,o,"{""mindfulness"":""none""}",1994-11-11 23:38:42.083+00,mindfulness,
14874,120000,120,81,f,"{""mindfulness"":""medium""}",1966-11-12 00:04:49.003+00,mindfulness,
14876,1775000,1775,3128,f,"{""mindfulness"":""low""}",1972-11-12 01:00:44.4+00,mindfulness,
14877,1160000,1160,928,f,"{""mindfulness"":""high""}",1955-11-12 01:06:10.989+00,mindfulness,
14880,1390000,1390,1390,o,"{""mindfulness"":""low""}",1994-11-12 01:43:20.829+00,mindfulness,
14884,1150000,1150,690,f,"{""mindfulness"":""none""}",1972-11-12 03:14:05.288+00,mindfulness,
14887,8040000,8040,32160,m,"{""mindfulness"":""none""}",1987-11-12 04:19:22.599+00,mindfulness,
14889,445000,445,178,o,"{""mindfulness"":""none""}",1994-11-12 04:51:07.042+00,mindfulness,
14890,370000,370,74,o,"{""mindfulness"":""low""}",1984-11-12 05:25:21.504+00,mindfulness,
14891,4310000,4310,11206,f,"{""mindfulness"":""low""}",1974-11-12 05:31:40.812+00,mindfulness,
14892,3185000,3185,8918,m,"{""mindfulness"":""medium""}",1989-11-12 06:55:49.914+00,mindfulness,
14894,1525000,1525,7780,m,"{""mindfulness"":""medium""}",1977-11-12 08:06:03.949+00,mindfulness,
14895,960000,960,1304,f,"{""mindfulness"":""low""}",1983-11-12 11:33:55.726+00,mindfulness,
14896,805000,805,805,o,"{""mindfulness"":""none""}",1977-11-12 11:51:22.196+00,mindfulness,
14897,925000,925,1295,o,"{""mindfulness"":""low""}",2000-11-12 12:36:19.683+00,mindfulness,
14899,1850000,1850,4016,f,"{""yoga"":""medium""}",1987-11-12 13:33:51.623+00,yoga,
14907,580000,580,928,f,"{""mindfulness"":""none""}",1952-11-12 16:33:51.529+00,mindfulness,
14908,115000,115,46,f,"{""yoga"":""high""}",1983-11-12 17:01:13.245+00,yoga,
14911,480000,480,384,o,"{""mindfulness"":""medium""}",1978-11-12 17:14:01.913+00,mindfulness,
14912,85000,85,17,o,"{""yoga"":""medium""}",1988-11-12 17:24:18.124+00,yoga,
14913,120000,120,3246,m,"{""mindfulness"":""medium""}",1957-06-21 02:59:19.802+00,mindfulness,
14915,11480000,11480,50512,f,"{""mindfulness"":""medium""}",1991-11-12 18:00:32.651+00,mindfulness,
14918,1300000,1300,1950,o,"{""mindfulness"":""low""}",1973-11-12 18:29:25.785+00,mindfulness,
14924,1005000,1005,1206,f,"{""yoga"":""low""}",1949-11-12 19:53:33.478+00,yoga,
14927,2000000,2000,19371,o,"{""mindfulness"":""medium""}",1996-11-12 20:54:26.783+00,mindfulness,
14932,570000,570,228,o,"{""mindfulness"":""high""}",1991-11-12 21:46:02.706+00,mindfulness,
14933,265000,265,318,f,"{""yoga"":""high""}",1980-11-12 21:54:48.834+00,yoga,
14938,225000,225,225,o,"{""mindfulness"":""medium""}",1990-11-12 23:31:07.465+00,mindfulness,
14939,4680000,4680,35805,m,"{""yoga"":""none""}",1967-11-12 23:47:22.94+00,yoga,
14940,200000,200,80,f,"{""mindfulness"":""medium""}",1968-11-12 23:57:45.506+00,mindfulness,
14941,1130000,1130,1130,f,"{""mindfulness"":""medium""}",1955-11-13 00:08:27.023+00,mindfulness,
14944,4170000,4170,75423,f,"{""mindfulness"":""none""}",1973-11-13 01:20:25.976+00,mindfulness,
14945,140000,140,56,f,"{""mindfulness"":""none""}",1992-11-13 01:22:03.225+00,mindfulness,
14946,560000,560,448,o,"{""mindfulness"":""low""}",1988-11-13 01:34:41.987+00,mindfulness,
14947,800000,800,640,f,"{""mindfulness"":""low""}",1971-11-13 02:12:22.233+00,mindfulness,
14951,1130000,1130,1356,f,"{""mindfulness"":""medium""}",1985-11-13 03:29:34.912+00,mindfulness,
14952,590000,590,472,o,"{""mindfulness"":""low""}",1995-11-13 03:34:21.09+00,mindfulness,
14953,165000,165,314,o,"{""mindfulness"":""medium""}",1968-11-13 04:31:11.297+00,mindfulness,
14954,3685000,3685,54087,o,"{""mindfulness"":""low""}",1992-11-13 06:04:02.916+00,mindfulness,
14955,570000,570,456,o,"{""mindfulness"":""none""}",1994-11-13 06:07:58.285+00,mindfulness,
14958,1415000,1415,4256,o,"{""mindfulness"":""low""}",1984-11-13 14:35:36.689+00,mindfulness,
14960,1435000,1435,5978,f,"{""mindfulness"":""medium""}",1988-11-13 15:34:01.73+00,mindfulness,
14961,135000,135,54,m,"{""mindfulness"":""medium""}",1973-11-13 16:00:13.575+00,mindfulness,
14964,650000,650,260,f,"{""mindfulness"":""high""}",1949-11-13 16:37:51.083+00,mindfulness,
14966,260000,260,156,m,"{""mindfulness"":""none""}",1985-11-13 18:01:21.775+00,mindfulness,
14968,1620000,1620,2268,f,"{""mindfulness"":""low""}",1973-11-17 00:00:49.55+00,mindfulness,
14969,130000,130,66,f,"{""yoga"":""none""}",1984-11-13 20:10:52.357+00,yoga,
14972,2475000,2475,5940,f,"{""mindfulness"":""low""}",1991-11-13 21:05:23.795+00,mindfulness,
14973,745000,745,600,o,"{""mindfulness"":""low""}",1966-11-13 21:52:29.024+00,mindfulness,
14975,110000,110,22,m,"{""mindfulness"":""low""}",1955-11-13 22:07:53.776+00,mindfulness,
14976,135000,135,27,o,"{""mindfulness"":""medium""}",1984-11-13 22:33:19.404+00,mindfulness,
14978,2805000,2805,29850,o,"{""mindfulness"":""medium""}",1975-11-13 22:45:49.142+00,mindfulness,
14980,1455000,1455,2037,o,"{""mindfulness"":""none""}",1988-11-13 23:29:02.147+00,mindfulness,
14981,1395000,1395,1116,o,"{""mindfulness"":""medium""}",1992-11-13 23:30:02.657+00,mindfulness,
14982,175000,175,70,o,"{""mindfulness"":""none""}",1971-11-14 00:22:21.725+00,mindfulness,
14984,60000,60,12,f,"{""mindfulness"":""none""}",1983-11-14 02:07:54.336+00,mindfulness,
14985,405000,405,162,m,"{""mindfulness"":""medium""}",1957-11-14 02:56:54.79+00,mindfulness,
14987,395000,395,1728,o,"{""mindfulness"":""none""}",1992-11-14 03:47:27.526+00,mindfulness,
14988,7665000,7665,51025,o,"{""mindfulness"":""medium""}",1971-11-14 03:50:05.721+00,mindfulness,
14989,3100000,3100,4340,o,"{""mindfulness"":""low""}",1981-11-14 04:30:02.301+00,mindfulness,
14990,90000,90,18,m,"{""mindfulness"":""medium""}",1964-11-14 04:33:37.175+00,mindfulness,
14993,2345000,2345,8515,o,"{""mindfulness"":""medium""}",1972-02-07 04:52:30.628+00,mindfulness,
14994,4455000,4455,9801,f,"{""mindfulness"":""none""}",1960-11-14 06:38:49.763+00,mindfulness,
14995,1530000,1530,2142,f,"{""mindfulness"":""none""}",1970-11-14 07:03:53.13+00,mindfulness,
14996,3405000,3405,4767,f,"{""mindfulness"":""medium""}",1985-11-14 11:48:08.066+00,mindfulness,
14998,1065000,1065,1065,o,"{""mindfulness"":""medium""}",1966-11-14 12:57:44.758+00,mindfulness,
14999,1040000,1040,1800,o,"{""mindfulness"":""medium""}",1973-11-14 15:23:45.303+00,mindfulness,
15001,1155000,1155,693,f,"{""mindfulness"":""low""}",1974-11-14 19:08:27.147+00,mindfulness,
15003,125000,125,50,f,"{""mindfulness"":""high""}",1959-11-14 21:44:26.895+00,mindfulness,
15004,2490000,2490,2490,o,"{""mindfulness"":""high""}",1959-11-14 21:51:15.57+00,mindfulness,
15006,20000,20,595,f,"{""mindfulness"":""none""}",1983-11-15 01:56:51.141+00,mindfulness,
15007,135000,135,54,f,"{""mindfulness"":""medium""}",1976-11-15 02:08:13.338+00,mindfulness,
15008,4805000,4805,7688,f,"{""mindfulness"":""medium""}",1978-11-15 02:06:28.822+00,mindfulness,
15009,1790000,1790,1176,o,"{""mindfulness"":""low""}",1974-11-15 02:31:52.147+00,mindfulness,
15010,130000,130,298,o,"{""mindfulness"":""medium""}",1970-11-15 07:10:49.554+00,mindfulness,
15011,2395000,2395,2395,o,"{""mindfulness"":""medium""}",1984-11-15 07:32:16.136+00,mindfulness,
15012,95000,95,38,f,"{""mindfulness"":""high""}",1980-11-15 11:46:45.776+00,mindfulness,
15014,1985000,1985,4020,o,"{""mindfulness"":""medium""}",1962-11-15 12:32:15.269+00,mindfulness,
15019,60000,60,12,o,"{""mindfulness"":""low""}",1993-11-15 20:31:28.113+00,mindfulness,
15023,355000,355,142,f,"{""yoga"":""medium""}",1986-11-16 00:12:21.095+00,yoga,
15026,3920000,3920,10192,m,"{""mindfulness"":""medium""}",1968-11-16 01:13:48.309+00,mindfulness,
15028,745000,745,447,o,"{""mindfulness"":""low""}",1980-11-16 02:27:07.452+00,mindfulness,
15031,3890000,3890,178830,f,"{""yoga"":""high""}",1984-11-16 03:10:22.004+00,yoga,
15033,1245000,1245,996,o,"{""mindfulness"":""low""}",1995-11-16 03:35:07.574+00,mindfulness,
15034,845000,845,845,f,"{""mindfulness"":""low""}",1968-11-16 07:21:39.79+00,mindfulness,
15037,1040000,1040,2820,o,"{""mindfulness"":""medium""}",1978-11-16 16:34:32.363+00,mindfulness,
15039,100000,100,40,m,"{""mindfulness"":""medium""}",1980-11-16 15:43:13.82+00,mindfulness,
15041,30000,30,24,f,"{""mindfulness"":""high""}",1976-12-22 11:26:14.228+00,mindfulness,2015-11-23 15:51:56.51+00
15042,1870000,1870,27508,f,"{""mindfulness"":""high""}",1956-06-20 01:19:23.128+00,mindfulness,
15043,7970000,7970,33474,f,"{""mindfulness"":""medium""}",1941-11-17 12:19:23.012+00,mindfulness,
15045,785000,785,12848,f,"{""mindfulness"":""low""}",1965-11-16 17:00:10.178+00,mindfulness,
15047,150000,150,90,f,"{""mindfulness"":""none""}",1978-11-16 17:25:06.665+00,mindfulness,
15048,810000,810,972,f,"{""mindfulness"":""none""}",1966-11-16 17:41:30.54+00,mindfulness,
15052,11345000,11345,13614,f,"{""yoga"":""high""}",1956-11-16 19:39:16.673+00,yoga,
15053,645000,645,832,o,"{""mindfulness"":""high""}",1975-11-16 19:39:44.52+00,mindfulness,
15059,95000,95,385,f,"{""mindfulness"":""medium""}",1968-11-16 21:27:39.297+00,mindfulness,
15061,95000,95,57,o,"{""yoga"":""none""}",1971-11-19 10:19:31.602+00,yoga,
15065,3045000,3045,3045,m,"{""mindfulness"":""none""}",1980-11-17 02:49:33.406+00,mindfulness,
15066,70000,70,14,o,"{""mindfulness"":""low""}",1993-11-16 23:25:28.49+00,mindfulness,
15069,325000,325,130,f,"{""mindfulness"":""none""}",1955-11-17 06:08:13.333+00,mindfulness,
15070,140000,140,56,f,"{""mindfulness"":""medium""}",1969-11-17 00:25:10.577+00,mindfulness,
15071,2445000,2445,3423,f,"{""mindfulness"":""high""}",1975-11-17 01:26:02.669+00,mindfulness,
15073,100000,100,20,o,"{""yoga"":""high""}",1978-11-17 03:10:36.894+00,yoga,
15076,850000,850,528,o,"{""mindfulness"":""low""}",1966-11-17 07:23:27.463+00,mindfulness,
15077,22815000,22815,104500,f,"{""yoga"":""high""}",1985-11-17 08:29:37.674+00,yoga,
15078,1690000,1690,9815,o,"{""mindfulness"":""none""}",1985-11-17 08:55:59.226+00,mindfulness,
15080,375000,375,1364,o,"{""mindfulness"":""medium""}",1979-11-17 13:45:41.879+00,mindfulness,
15084,14875000,14875,935046,o,"{""mindfulness"":""medium""}",1966-06-22 10:03:11.169+00,mindfulness,
15087,520000,520,416,m,"{""mindfulness"":""none""}",1969-11-17 17:39:02.399+00,mindfulness,
15089,755000,755,1208,f,"{""mindfulness"":""none""}",1978-11-17 18:37:03.351+00,mindfulness,
15093,910000,910,910,o,"{""mindfulness"":""low""}",1973-11-17 20:28:50.68+00,mindfulness,
15095,2465000,2465,4354,o,"{""mindfulness"":""low""}",1967-11-17 21:31:50.863+00,mindfulness,
15101,8345000,8345,118692,f,"{""mindfulness"":""medium""}",1982-11-18 01:01:16.232+00,mindfulness,
15104,375000,375,225,o,"{""mindfulness"":""low""}",1979-11-18 01:22:02.986+00,mindfulness,
15105,85000,85,34,f,"{""mindfulness"":""none""}",1982-11-18 01:30:10.398+00,mindfulness,
15106,125000,125,50,f,"{""mindfulness"":""medium""}",1981-11-18 01:32:02.212+00,mindfulness,
15108,1355000,1355,2439,f,"{""mindfulness"":""none""}",1978-11-18 02:56:46.233+00,mindfulness,
15111,130000,130,52,f,"{""mindfulness"":""none""}",1962-11-18 04:13:09.277+00,mindfulness,
15115,5115000,5115,11058,f,"{""mindfulness"":""none""}",1985-11-18 06:23:45.214+00,mindfulness,
15117,885000,885,885,m,"{""mindfulness"":""low""}",1954-11-18 08:58:41.636+00,mindfulness,
15119,5135000,5135,6162,f,"{""mindfulness"":""high""}",1985-11-18 13:46:49.551+00,mindfulness,
15120,1585000,1585,1268,o,"{""mindfulness"":""medium""}",1985-11-18 13:53:20.71+00,mindfulness,
15124,385000,385,154,o,"{""mindfulness"":""low""}",1959-11-18 15:27:52.185+00,mindfulness,
15125,115000,115,23,m,"{""yoga"":""medium""}",1984-11-18 16:31:20.24+00,yoga,
15126,4540000,4540,16071,o,"{""mindfulness"":""none""}",1980-11-18 16:36:50.552+00,mindfulness,
15127,810000,810,972,f,"{""mindfulness"":""low""}",1985-11-18 18:16:31.831+00,mindfulness,
15128,95000,95,19,f,"{""yoga"":""high""}",1977-11-18 18:25:16.748+00,yoga,
15129,120000,120,48,f,"{""mindfulness"":""medium""}",1957-11-18 18:50:16.837+00,mindfulness,
15130,125000,125,1074,f,"{""mindfulness"":""low""}",1980-11-18 18:58:34.513+00,mindfulness,
15132,180000,180,72,f,"{""mindfulness"":""medium""}",1967-11-18 21:16:25.334+00,mindfulness,
15133,500000,500,400,f,"{""mindfulness"":""medium""}",1957-11-18 21:52:56.043+00,mindfulness,
15134,120000,120,48,o,"{""mindfulness"":""low""}",1988-11-18 21:52:50.773+00,mindfulness,
15137,115000,115,78,f,"{""mindfulness"":""medium""}",1982-11-19 22:29:51.208+00,mindfulness,
15139,3350000,3350,6030,f,"{""mindfulness"":""medium""}",1985-11-18 23:09:43.949+00,mindfulness,
15144,60000,60,12,o,"{""mindfulness"":""none""}",1979-11-19 03:04:22.531+00,mindfulness,
15145,140000,140,2346,o,"{""mindfulness"":""low""}",1974-06-10 11:08:47.496+00,mindfulness,
15146,165000,165,66,o,"{""mindfulness"":""none""}",1973-11-19 05:15:43.491+00,mindfulness,
15147,10105000,10105,182084,m,"{""yoga"":""high""}",1971-10-15 07:21:29.727+00,yoga,
15151,5000,5,1,f,"{""mindfulness"":""low""}",1988-11-19 14:06:24.235+00,mindfulness,
15155,7755000,7755,21619,o,"{""mindfulness"":""low""}",1983-11-19 16:12:20.073+00,mindfulness,
15156,310000,310,186,f,"{""mindfulness"":""medium""}",1952-11-19 16:22:39.391+00,mindfulness,
15159,1365000,1365,2184,f,"{""mindfulness"":""medium""}",1990-11-19 16:53:20.916+00,mindfulness,
15160,10000,10,2,f,"{""mindfulness"":""medium""}",1955-11-19 17:04:21.296+00,mindfulness,
15162,2875000,2875,21528,o,"{""mindfulness"":""low""}",1968-11-19 17:44:40.538+00,mindfulness,
15164,130000,130,1820,o,"{""mindfulness"":""low""}",1984-11-19 18:59:47.262+00,mindfulness,
15165,1810000,1810,55540,f,"{""mindfulness"":""medium""}",1979-11-19 19:41:12.863+00,mindfulness,
15168,1210000,1210,3836,o,"{""mindfulness"":""none""}",1985-11-19 20:50:13.974+00,mindfulness,
15169,175000,175,201,f,"{""mindfulness"":""none""}",1988-11-20 03:38:41.768+00,mindfulness,
15170,820000,820,820,f,"{""mindfulness"":""medium""}",1985-11-19 21:52:48.235+00,mindfulness,
15171,545000,545,545,o,"{""mindfulness"":""low""}",1971-11-19 21:52:40.509+00,mindfulness,
15173,120000,120,48,f,"{""yoga"":""high""}",1974-11-19 23:09:00.923+00,yoga,
15178,3140000,3140,8164,o,"{""mindfulness"":""none""}",1985-11-20 01:41:43.346+00,mindfulness,
15179,2030000,2030,3654,m,"{""mindfulness"":""none""}",1967-11-20 02:09:58.631+00,mindfulness,
15183,130000,130,52,o,"{""yoga"":""medium""}",1982-11-20 03:50:58.281+00,yoga,
15184,17375000,17375,246610,m,"{""mindfulness"":""none""}",1982-11-20 04:51:43.983+00,mindfulness,
15185,75000,75,38,m,"{""mindfulness"":""high""}",1987-11-20 05:30:40.915+00,mindfulness,
15187,530000,530,424,m,"{""mindfulness"":""medium""}",1973-11-20 06:14:19.161+00,mindfulness,
15188,3230000,3230,4522,o,"{""mindfulness"":""none""}",1950-11-20 13:11:11.703+00,mindfulness,
15189,120000,120,164,o,"{""mindfulness"":""low""}",1981-11-20 13:55:25.952+00,mindfulness,
15191,3815000,3815,167310,o,"{""mindfulness"":""medium""}",1973-06-08 13:36:18.979+00,mindfulness,
15194,1220000,1220,1464,m,"{""mindfulness"":""low""}",1991-11-20 18:58:15.915+00,mindfulness,
15195,165000,165,66,f,"{""mindfulness"":""medium""}",1951-11-20 19:22:59.072+00,mindfulness,
15196,60000,60,12,o,"{""mindfulness"":""low""}",1974-11-20 19:53:57.388+00,mindfulness,
15203,430000,430,172,o,"{""mindfulness"":""low""}",1967-11-20 22:40:51.047+00,mindfulness,
15206,1165000,1165,8155,f,"{""mindfulness"":""medium""}",1983-11-20 23:41:43.426+00,mindfulness,
15209,2300000,2300,3220,f,"{""mindfulness"":""medium""}",1986-11-21 05:17:04.276+00,mindfulness,
15211,400000,400,160,f,"{""mindfulness"":""medium""}",1959-11-21 13:39:47.396+00,mindfulness,
15214,3820000,3820,8404,o,"{""yoga"":""medium""}",1966-11-21 18:53:42.815+00,yoga,
15216,1755000,1755,1755,o,"{""mindfulness"":""none""}",1954-11-21 19:45:12.63+00,mindfulness,
15219,90000,90,18,f,"{""mindfulness"":""low""}",1985-11-21 21:19:05.871+00,mindfulness,
15222,65000,65,15,f,"{""mindfulness"":""medium""}",1968-05-10 23:44:19.559+00,mindfulness,
15226,175000,175,70,o,"{""mindfulness"":""medium""}",1975-11-22 02:01:05.901+00,mindfulness,
15227,130000,130,52,o,"{""yoga"":""medium""}",1975-11-22 02:29:04.05+00,yoga,
15228,710000,710,1218,o,"{""mindfulness"":""medium""}",1996-11-22 02:30:39.199+00,mindfulness,
15229,110000,110,44,m,"{""mindfulness"":""none""}",1975-11-22 02:46:32.545+00,mindfulness,
15232,490000,490,490,m,"{""mindfulness"":""medium""}",1974-11-22 08:09:08.662+00,mindfulness,
15233,1645000,1645,9660,m,"{""mindfulness"":""medium""}",1985-11-22 09:54:27.87+00,mindfulness,
15235,930000,930,930,f,"{""mindfulness"":""medium""}",1985-11-22 11:29:48.135+00,mindfulness,
15236,1320000,1320,326,m,"{""mindfulness"":""low""}",1979-11-22 11:38:01.63+00,mindfulness,
15237,2255000,2255,3085,o,"{""mindfulness"":""medium""}",1960-11-22 11:55:51.944+00,mindfulness,
15238,125000,125,150,o,"{""mindfulness"":""low""}",1979-11-22 12:11:10.635+00,mindfulness,
15239,120000,120,48,o,"{""mindfulness"":""medium""}",1985-11-22 12:10:21.31+00,mindfulness,
15242,765000,765,675,o,"{""mindfulness"":""medium""}",1968-11-22 14:38:38.331+00,mindfulness,
15243,1270000,1270,8998,o,"{""mindfulness"":""low""}",1993-11-22 15:54:03.107+00,mindfulness,
15244,575000,575,482,o,"{""mindfulness"":""low""}",1995-08-14 15:21:24.527+00,mindfulness,
15246,1015000,1015,2472,f,"{""mindfulness"":""low""}",1976-11-22 16:58:12.797+00,mindfulness,
15247,1910000,1910,5488,o,"{""mindfulness"":""low""}",1985-11-22 17:00:39.475+00,mindfulness,
15248,440000,440,623,m,"{""mindfulness"":""none""}",1977-11-22 17:10:55.951+00,mindfulness,
15249,100000,100,20,m,"{""yoga"":""low""}",1966-11-22 17:46:41.979+00,yoga,
15253,1065000,1065,1065,o,"{""mindfulness"":""none""}",1985-11-22 20:52:33.812+00,mindfulness,
15254,1830000,1830,3504,o,"{""mindfulness"":""none""}",1983-11-22 20:56:16.995+00,mindfulness,
15260,2945000,2945,16176,o,"{""yoga"":""high""}",1990-11-23 01:32:50.112+00,yoga,
15264,890000,890,890,f,"{""mindfulness"":""low""}",1977-11-23 03:35:35.127+00,mindfulness,
15265,510000,510,408,m,"{""mindfulness"":""none""}",1988-11-23 04:17:40.188+00,mindfulness,
15268,810000,810,972,o,"{""mindfulness"":""none""}",1972-11-23 04:38:32.128+00,mindfulness,
15269,705000,705,423,f,"{""mindfulness"":""medium""}",1977-11-23 04:59:01.077+00,mindfulness,
15272,3415000,3415,13040,o,"{""mindfulness"":""medium""}",1993-06-22 02:14:33.327+00,mindfulness,
15275,745000,745,2823,o,"{""mindfulness"":""medium""}",1968-11-23 13:49:17.246+00,mindfulness,
