user_id,sec,sessions_completed,gender,experience_level,estimate_birth_day,focus,start_date
21530,2355,5181,o,"{""mindfulness"":""medium""}",,mindfulness,
21532,3015,5427,,"{""mindfulness"":""none""}",,mindfulness,
21534,2095,12285,,"{""mindfulness"":""low""}",,mindfulness,
21542,65,13,,"{""mindfulness"":""none""}",,mindfulness,
21543,655,3804,,"{""mindfulness"":""low""}",,mindfulness,
21545,390,234,,"{""mindfulness"":""medium""}",,mindfulness,
21546,7215,20152,m,"{""mindfulness"":""medium""}",1949-02-28 01:33:59.626+00,mindfulness,
21547,2875,101547,,"{""mindfulness"":""none""}",,mindfulness,
21548,1500,900,o,"{""mindfulness"":""medium""}",,mindfulness,
21549,3255,11718,m,"{""mindfulness"":""low""}",1972-03-01 03:11:37.53+00,mindfulness,2016-03-06 01:59:21.592+00
21551,915,1480,f,"{""mindfulness"":""medium""}",1994-02-28 14:48:19.817+00,mindfulness,
21552,1585,1765,o,"{""mindfulness"":""medium""}",,mindfulness,
21554,130,52,,"{""mindfulness"":""low""}",,mindfulness,
21555,1540,2772,,"{""mindfulness"":""low""}",,mindfulness,
21557,65,13,,"{""mindfulness"":""medium""}",,mindfulness,
21558,20,4,,"{""mindfulness"":""low""}",,mindfulness,
21559,3445,11024,,"{""mindfulness"":""low""}",,mindfulness,
21563,315,189,,"{""mindfulness"":""none""}",,mindfulness,
21564,7845,116856,,"{""mindfulness"":""high""}",,mindfulness,2016-03-06 13:45:33.274+00
21565,2985,8358,o,"{""yoga"":""medium""}",,yoga,
21567,3305,7932,,"{""mindfulness"":""medium""}",,mindfulness,
21569,175,70,o,"{""mindfulness"":""medium""}",,mindfulness,
21572,310,520,,"{""mindfulness"":""none""}",,mindfulness,
21574,480,288,o,"{""mindfulness"":""none""}",,mindfulness,
21575,5340,9612,,"{""yoga"":""high""}",,yoga,
21576,55,22,o,"{""mindfulness"":""low""}",,mindfulness,
21577,740,444,,"{""mindfulness"":""low""}",,mindfulness,
21578,510,1745,,"{""mindfulness"":""none""}",,mindfulness,
21581,2820,5640,o,"{""mindfulness"":""medium""}",,mindfulness,
21582,275,660,o,"{""mindfulness"":""none""}",,mindfulness,
21583,1060,636,,"{""yoga"":""high""}",,yoga,
21584,2375,476,f,"{""mindfulness"":""low""}",1970-03-15 12:44:44.525+00,mindfulness,
21587,4120,13090,,"{""yoga"":""medium""}",,yoga,
21589,335,335,,"{""mindfulness"":""medium""}",,mindfulness,
21592,415,166,o,"{""yoga"":""medium""}",,yoga,
21593,695,278,,"{""yoga"":""low""}",,yoga,
21594,130,78,,"{""mindfulness"":""low""}",,mindfulness,
21595,4565,13030,o,"{""mindfulness"":""medium""}",,mindfulness,
21597,10,2,,"{""mindfulness"":""low""}",,mindfulness,
21598,60,12,o,"{""mindfulness"":""none""}",,mindfulness,
21602,120,48,o,"{""mindfulness"":""medium""}",,mindfulness,
21604,5,1,,"{""mindfulness"":""high""}",,mindfulness,
21607,90,18,,"{""mindfulness"":""medium""}",,mindfulness,
21608,510,408,o,"{""mindfulness"":""none""}",,mindfulness,
21610,240,162,o,"{""mindfulness"":""none""}",,mindfulness,
21611,70,14,f,"{""mindfulness"":""low""}",1981-02-28 08:19:46.834+00,mindfulness,
21613,365,146,,"{""mindfulness"":""none""}",,mindfulness,
21616,60,12,,"{""mindfulness"":""medium""}",,mindfulness,
21617,2565,6156,,"{""mindfulness"":""none""}",,mindfulness,
21620,515,412,,"{""mindfulness"":""low""}",,mindfulness,
21621,570,456,o,"{""mindfulness"":""none""}",,mindfulness,
21622,125,25,,"{""mindfulness"":""high""}",,mindfulness,
21627,570,456,,"{""mindfulness"":""none""}",,mindfulness,
21630,835,835,o,"{""mindfulness"":""none""}",,mindfulness,
21631,1480,1184,,"{""mindfulness"":""low""}",,mindfulness,
21632,105,21,o,"{""mindfulness"":""low""}",,mindfulness,
21636,30,6,,"{""mindfulness"":""high""}",,mindfulness,
21640,95,19,,"{""mindfulness"":""medium""}",,mindfulness,
21641,120,48,,"{""mindfulness"":""medium""}",,mindfulness,
21644,830,996,,"{""mindfulness"":""none""}",,mindfulness,
21649,205,123,o,"{""mindfulness"":""low""}",,mindfulness,
21654,2010,2412,o,"{""mindfulness"":""low""}",,mindfulness,
21657,515,412,o,"{""mindfulness"":""none""}",,mindfulness,
21661,245,196,,"{""mindfulness"":""medium""}",,mindfulness,
21662,3575,11760,o,"{""mindfulness"":""none""}",,mindfulness,
21664,1330,17689,,"{""mindfulness"":""medium""}",,mindfulness,
21665,70,14,,"{""mindfulness"":""medium""}",,mindfulness,
21666,120,48,,"{""mindfulness"":""low""}",,mindfulness,
21669,570,456,,"{""mindfulness"":""low""}",,mindfulness,
21671,505,404,,"{""yoga"":""none""}",,yoga,
21674,180,72,o,"{""mindfulness"":""medium""}",,mindfulness,
21679,1715,5154,,"{""mindfulness"":""high""}",,mindfulness,2016-03-08 10:18:51.695+00
21682,585,468,,"{""mindfulness"":""none""}",,mindfulness,
21684,65,26,,"{""mindfulness"":""medium""}",,mindfulness,
21685,105,42,,"{""mindfulness"":""medium""}",,mindfulness,
21686,5,1,o,"{""mindfulness"":""medium""}",,mindfulness,
21687,6440,30912,,"{""mindfulness"":""none""}",,mindfulness,
21688,2670,6942,,"{""mindfulness"":""medium""}",,mindfulness,
21690,120,48,,"{""mindfulness"":""none""}",,mindfulness,
21693,7825,236640,m,"{""mindfulness"":""medium""}",1957-06-24 21:16:59.941+00,mindfulness,2016-03-08 16:16:13.604+00
21702,13115,104346,,"{""mindfulness"":""high""}",,mindfulness,
21704,15,3,,"{""mindfulness"":""low""}",,mindfulness,
21705,45,27,o,"{""mindfulness"":""none""}",,mindfulness,
21707,24440,87984,,"{""mindfulness"":""low""}",,mindfulness,
21708,90,18,,"{""mindfulness"":""medium""}",,mindfulness,
21709,130,52,,"{""mindfulness"":""medium""}",,mindfulness,
21712,120,48,o,"{""mindfulness"":""none""}",,mindfulness,
21713,570,8324,,"{""mindfulness"":""low""}",,mindfulness,2016-03-08 20:36:17.311+00
21715,5070,10140,,"{""mindfulness"":""medium""}",,mindfulness,
21717,140,162,,"{""mindfulness"":""none""}",,mindfulness,
21718,180,72,,"{""mindfulness"":""none""}",,mindfulness,
21721,1080,2376,,"{""mindfulness"":""high""}",,mindfulness,
21723,1490,2415,o,"{""yoga"":""none""}",,yoga,
21724,5,1,,"{""mindfulness"":""high""}",,mindfulness,
21732,865,865,,"{""mindfulness"":""none""}",,mindfulness,
21735,430,430,,"{""mindfulness"":""low""}",,mindfulness,
21738,220,468,o,"{""mindfulness"":""low""}",,mindfulness,
21743,2100,4635,,"{""mindfulness"":""none""}",,mindfulness,
21744,7815,23445,,"{""mindfulness"":""medium""}",,mindfulness,
21745,440,88,o,"{""mindfulness"":""high""}",,mindfulness,
21746,95,1051,,"{""mindfulness"":""low""}",,mindfulness,
21748,2670,12656,o,"{""mindfulness"":""low""}",,mindfulness,
21750,285,228,,"{""mindfulness"":""medium""}",,mindfulness,
21751,915,915,,"{""mindfulness"":""medium""}",,mindfulness,
21756,580,464,,"{""mindfulness"":""low""}",,mindfulness,
21759,195,117,o,"{""mindfulness"":""none""}",,mindfulness,
21761,585,468,,"{""yoga"":""none""}",,yoga,
21763,2200,7497,,"{""mindfulness"":""low""}",,mindfulness,
21766,630,1350,,"{""mindfulness"":""medium""}",,mindfulness,2016-03-09 17:01:17.579+00
21767,2035,5016,,"{""mindfulness"":""high""}",,mindfulness,
21768,100,162,,"{""mindfulness"":""low""}",,mindfulness,
21771,60,12,,"{""mindfulness"":""medium""}",,mindfulness,
21776,100,40,,"{""mindfulness"":""none""}",,mindfulness,
21777,85,121,o,"{""mindfulness"":""medium""}",,mindfulness,
21779,1710,2394,,"{""mindfulness"":""none""}",,mindfulness,
21781,650,695,o,"{""mindfulness"":""none""}",,mindfulness,
21782,180,72,,"{""mindfulness"":""low""}",,mindfulness,
21783,65,13,,"{""mindfulness"":""medium""}",,mindfulness,
21784,485,291,,"{""mindfulness"":""none""}",,mindfulness,
21786,80,16,o,"{""mindfulness"":""none""}",,mindfulness,
21789,260,208,,"{""mindfulness"":""medium""}",,mindfulness,
21790,605,363,,"{""mindfulness"":""high""}",,mindfulness,
21794,450,180,,"{""mindfulness"":""none""}",,mindfulness,
21796,85,346,o,"{""mindfulness"":""none""}",,mindfulness,
21797,175,70,o,"{""mindfulness"":""low""}",,mindfulness,
21798,880,880,,"{""mindfulness"":""medium""}",,mindfulness,
21800,180,72,o,"{""mindfulness"":""none""}",,mindfulness,
21803,250,200,,"{""mindfulness"":""medium""}",,mindfulness,
21805,10,2,,"{""mindfulness"":""none""}",,mindfulness,
21808,135,81,o,"{""mindfulness"":""none""}",,mindfulness,
21811,1230,10395,o,"{""mindfulness"":""high""}",,mindfulness,
21813,2310,5082,,"{""mindfulness"":""medium""}",,mindfulness,
21814,185,74,,"{""mindfulness"":""none""}",,mindfulness,
21815,65,13,,"{""yoga"":""medium""}",,yoga,
21817,5690,29588,m,"{""mindfulness"":""medium""}",1982-03-03 03:59:49.841+00,mindfulness,
21819,650,2288,o,"{""mindfulness"":""medium""}",,mindfulness,
21821,60,12,,"{""mindfulness"":""medium""}",,mindfulness,
21822,125,75,,"{""mindfulness"":""medium""}",,mindfulness,
21823,2480,12996,o,"{""mindfulness"":""none""}",,mindfulness,
21824,1505,2709,,"{""mindfulness"":""low""}",,mindfulness,
21827,670,938,,"{""mindfulness"":""low""}",,mindfulness,
21829,25,5,,"{""mindfulness"":""medium""}",,mindfulness,
21830,2645,6877,,"{""mindfulness"":""medium""}",,mindfulness,
21832,575,690,o,"{""yoga"":""medium""}",,yoga,
21833,85,17,,"{""mindfulness"":""low""}",,mindfulness,
21834,1480,16191,o,"{""mindfulness"":""low""}",,mindfulness,
21835,1545,2163,,"{""mindfulness"":""none""}",,mindfulness,
21837,1555,3110,,"{""mindfulness"":""none""}",,mindfulness,
21838,2320,44440,m,"{""mindfulness"":""medium""}",1963-06-17 13:53:24.408+00,mindfulness,
21839,1105,3536,,"{""mindfulness"":""medium""}",,mindfulness,
21840,2525,6736,m,"{""mindfulness"":""medium""}",,mindfulness,
21842,60,12,,"{""mindfulness"":""none""}",,mindfulness,
21844,95,43,o,"{""mindfulness"":""low""}",,mindfulness,
21848,155,62,,"{""mindfulness"":""medium""}",,mindfulness,
21851,90,18,o,"{""mindfulness"":""none""}",,mindfulness,
21853,490,392,,"{""mindfulness"":""none""}",,mindfulness,
21857,5230,7322,o,"{""mindfulness"":""low""}",,mindfulness,
21858,1170,1928,o,"{""mindfulness"":""low""}",,mindfulness,
21860,65,26,,"{""mindfulness"":""high""}",,mindfulness,
21865,540,810,o,"{""mindfulness"":""none""}",,mindfulness,
21871,210,2469,,"{""mindfulness"":""none""}",,mindfulness,
21872,3180,15588,,"{""mindfulness"":""low""}",,mindfulness,
21873,615,369,,"{""mindfulness"":""low""}",,mindfulness,
21874,145,58,,"{""mindfulness"":""none""}",,mindfulness,
21875,80,16,o,"{""mindfulness"":""none""}",,mindfulness,
21880,125,50,,"{""mindfulness"":""low""}",,mindfulness,
21882,1205,723,o,"{""mindfulness"":""medium""}",,mindfulness,
21884,300,120,o,"{""mindfulness"":""low""}",,mindfulness,
21885,7055,106956,,"{""mindfulness"":""medium""}",,mindfulness,
21886,205,1184,,"{""mindfulness"":""low""}",,mindfulness,
21887,1490,2086,,"{""mindfulness"":""none""}",,mindfulness,
21888,880,10248,f,"{""mindfulness"":""none""}",,mindfulness,2016-03-11 14:17:28.381+00
21890,3205,61997,m,"{""mindfulness"":""none""}",1986-06-22 03:21:02.609+00,mindfulness,2016-03-11 14:33:34.152+00
21891,180,72,,"{""mindfulness"":""none""}",,mindfulness,
21892,160,96,,"{""mindfulness"":""low""}",,mindfulness,
21895,3575,1430,o,"{""mindfulness"":""medium""}",,mindfulness,
21896,120,48,,"{""mindfulness"":""low""}",,mindfulness,
21897,130,26,,"{""mindfulness"":""medium""}",,mindfulness,
21899,1075,1075,,"{""mindfulness"":""medium""}",,mindfulness,
21901,335,134,,"{""mindfulness"":""low""}",,mindfulness,
21904,1300,520,,"{""mindfulness"":""medium""}",,mindfulness,
21905,175,140,,"{""mindfulness"":""none""}",,mindfulness,
21909,1730,2768,,"{""mindfulness"":""low""}",,mindfulness,
21913,855,342,,"{""mindfulness"":""none""}",,mindfulness,
21916,360,1246,o,"{""mindfulness"":""none""}",,mindfulness,
21921,120,48,,"{""mindfulness"":""medium""}",,mindfulness,
21922,185,74,,"{""mindfulness"":""low""}",,mindfulness,
21923,380,152,,"{""yoga"":""high""}",,yoga,
21926,105,42,o,"{""mindfulness"":""none""}",,mindfulness,
21932,6360,52602,o,"{""mindfulness"":""low""}",,mindfulness,
21933,570,692,,"{""mindfulness"":""medium""}",,mindfulness,
21934,395,158,,"{""yoga"":""none""}",,yoga,
21936,95,21,,"{""mindfulness"":""medium""}",,mindfulness,
21942,1300,3900,,"{""mindfulness"":""none""}",,mindfulness,
21944,1025,205,m,"{""yoga"":""medium""}",,yoga,
21946,310,248,,"{""mindfulness"":""medium""}",,mindfulness,
21948,260,156,m,"{""mindfulness"":""none""}",1977-03-05 04:41:43.365+00,mindfulness,
21950,195,78,,"{""mindfulness"":""medium""}",,mindfulness,
21952,825,165,,"{""yoga"":""high""}",,yoga,
21953,65,13,,"{""mindfulness"":""medium""}",,mindfulness,
21956,180,72,,"{""mindfulness"":""none""}",,mindfulness,
21957,7515,17080,,"{""yoga"":""high""}",,yoga,
21958,125,50,,"{""mindfulness"":""none""}",,mindfulness,
21959,460,276,,"{""mindfulness"":""low""}",,mindfulness,
21960,105,63,,"{""mindfulness"":""medium""}",,mindfulness,
21961,140,84,,"{""mindfulness"":""none""}",,mindfulness,
21963,180,72,,"{""mindfulness"":""low""}",,mindfulness,
21964,180,26996,,"{""mindfulness"":""medium""}",,mindfulness,2016-03-12 18:15:59.642+00
21965,125,50,,"{""mindfulness"":""medium""}",,mindfulness,
21972,2745,3843,,"{""mindfulness"":""medium""}",,mindfulness,
21973,510,648,,"{""mindfulness"":""medium""}",,mindfulness,
21975,660,660,,"{""mindfulness"":""low""}",,mindfulness,
21976,475,190,m,"{""mindfulness"":""none""}",1992-03-05 22:44:36.683+00,mindfulness,
21977,820,9205,o,"{""mindfulness"":""none""}",,mindfulness,
21979,580,464,,"{""mindfulness"":""none""}",,mindfulness,
21980,85,17,o,"{""mindfulness"":""none""}",,mindfulness,
21981,70,14,,"{""mindfulness"":""low""}",,mindfulness,
21983,15,61,,"{""mindfulness"":""medium""}",,mindfulness,
21985,120,48,,"{""mindfulness"":""low""}",,mindfulness,
21987,3920,150501,f,"{""yoga"":""none""}",1952-07-01 21:45:50.292+00,yoga,
21990,6920,21570,m,"{""mindfulness"":""medium""}",1985-03-06 20:16:53.091+00,mindfulness,
21991,590,590,o,"{""mindfulness"":""none""}",,mindfulness,
21992,8105,69072,o,"{""mindfulness"":""medium""}",,mindfulness,
21994,5,1,,"{""mindfulness"":""low""}",,mindfulness,
21995,400,320,,"{""mindfulness"":""medium""}",,mindfulness,
21996,3640,78544,f,"{""mindfulness"":""medium""}",1968-06-04 12:06:28.459+00,mindfulness,2016-03-13 14:02:29.8+00
21997,570,228,,"{""mindfulness"":""none""}",,mindfulness,
21998,665,1482,,"{""mindfulness"":""low""}",,mindfulness,
22000,1295,2050,o,"{""mindfulness"":""none""}",,mindfulness,
22002,300,1443,,"{""mindfulness"":""medium""}",,mindfulness,
22003,140,84,,"{""mindfulness"":""low""}",,mindfulness,
22004,525,420,,"{""mindfulness"":""none""}",,mindfulness,
22006,240,192,,"{""mindfulness"":""medium""}",,mindfulness,
22007,7240,30408,m,"{""mindfulness"":""high""}",1985-03-14 14:13:42.074+00,mindfulness,
22009,1510,7692,,"{""mindfulness"":""medium""}",,mindfulness,
22014,610,732,o,"{""mindfulness"":""medium""}",,mindfulness,
22015,2030,3654,,"{""mindfulness"":""medium""}",,mindfulness,
22018,100,20,,"{""mindfulness"":""none""}",,mindfulness,
22019,1100,1320,,"{""mindfulness"":""none""}",,mindfulness,
22020,970,1358,,"{""mindfulness"":""none""}",,mindfulness,
22021,2010,3432,,"{""yoga"":""none""}",,yoga,
22022,205,123,,"{""mindfulness"":""none""}",,mindfulness,
22024,170,68,o,"{""mindfulness"":""low""}",,mindfulness,
22028,95,19,,"{""yoga"":""none""}",,yoga,
22031,930,1302,,"{""mindfulness"":""none""}",,mindfulness,
22032,1630,962,,"{""yoga"":""low""}",,yoga,
22033,1130,1356,,"{""mindfulness"":""none""}",,mindfulness,
22034,4255,15318,,"{""yoga"":""medium""}",,yoga,
22038,65,13,,"{""yoga"":""medium""}",,yoga,
22040,1985,794,,"{""mindfulness"":""none""}",,mindfulness,
22042,550,2236,o,"{""mindfulness"":""none""}",,mindfulness,
22045,435,978,o,"{""mindfulness"":""low""}",,mindfulness,
22046,90,18,o,"{""yoga"":""medium""}",,yoga,
22047,975,2730,,"{""mindfulness"":""low""}",,mindfulness,
22048,1825,3285,,"{""mindfulness"":""none""}",,mindfulness,
22049,495,297,,"{""mindfulness"":""medium""}",,mindfulness,
22050,1740,2436,,"{""mindfulness"":""low""}",,mindfulness,
22051,780,624,,"{""mindfulness"":""medium""}",,mindfulness,
22052,175,70,o,"{""mindfulness"":""low""}",,mindfulness,
22054,630,630,,"{""mindfulness"":""none""}",,mindfulness,
22056,4640,13920,,"{""mindfulness"":""medium""}",,mindfulness,
22058,185,74,,"{""mindfulness"":""none""}",,mindfulness,
22059,2560,4608,,"{""yoga"":""medium""}",,yoga,
22060,180,148,o,"{""mindfulness"":""none""}",,mindfulness,
22061,540,432,,"{""mindfulness"":""none""}",,mindfulness,
22063,120,48,o,"{""mindfulness"":""none""}",,mindfulness,
22064,5630,37158,,"{""mindfulness"":""medium""}",,mindfulness,
22065,850,2296,,"{""mindfulness"":""medium""}",,mindfulness,
22067,95,19,o,"{""mindfulness"":""medium""}",,mindfulness,
22068,170,204,,"{""mindfulness"":""medium""}",,mindfulness,
22069,3045,6699,,"{""mindfulness"":""none""}",,mindfulness,
22070,835,835,,"{""mindfulness"":""none""}",,mindfulness,
22071,200,80,,"{""mindfulness"":""medium""}",,mindfulness,
22074,155,62,o,"{""mindfulness"":""none""}",,mindfulness,
22078,50,10,,"{""mindfulness"":""medium""}",,mindfulness,
22079,65,13,,"{""mindfulness"":""none""}",,mindfulness,
22082,835,11575,o,"{""mindfulness"":""low""}",,mindfulness,
22086,185,74,,"{""mindfulness"":""none""}",,mindfulness,
22087,1730,2768,,"{""mindfulness"":""low""}",,mindfulness,
22090,130,52,,"{""mindfulness"":""low""}",,mindfulness,
22091,120,48,,"{""mindfulness"":""low""}",,mindfulness,
22092,1065,10464,,"{""mindfulness"":""low""}",,mindfulness,
22098,110,44,,"{""mindfulness"":""none""}",,mindfulness,
22100,135,54,,"{""mindfulness"":""none""}",,mindfulness,
22101,460,368,,"{""mindfulness"":""low""}",,mindfulness,
22102,655,655,,"{""mindfulness"":""none""}",,mindfulness,
22103,180,72,,"{""mindfulness"":""none""}",,mindfulness,
22105,465,279,,"{""mindfulness"":""low""}",,mindfulness,
22106,1255,251,o,"{""yoga"":""medium""}",,yoga,
22109,1420,1988,,"{""mindfulness"":""high""}",,mindfulness,
22110,1650,5712,,"{""yoga"":""medium""}",,yoga,
22112,175,70,,"{""mindfulness"":""none""}",,mindfulness,
22113,185,74,,"{""mindfulness"":""low""}",,mindfulness,
22114,2605,3132,,"{""mindfulness"":""medium""}",,mindfulness,
22115,21270,469737,o,"{""mindfulness"":""none""}",,mindfulness,
22117,510,408,,"{""mindfulness"":""medium""}",,mindfulness,
22118,570,456,,"{""mindfulness"":""medium""}",,mindfulness,
22119,1655,3310,,"{""mindfulness"":""none""}",,mindfulness,
22120,125,50,,"{""mindfulness"":""none""}",,mindfulness,
22122,80,64,,"{""mindfulness"":""medium""}",,mindfulness,
22123,470,492,,"{""mindfulness"":""medium""}",,mindfulness,
22124,5235,17799,o,"{""mindfulness"":""none""}",,mindfulness,
22125,90,18,,"{""mindfulness"":""low""}",,mindfulness,
22127,1285,2992,o,"{""mindfulness"":""high""}",,mindfulness,
22129,95,19,,"{""mindfulness"":""medium""}",,mindfulness,
22130,9940,87472,,"{""yoga"":""high""}",,yoga,
22132,205,123,,"{""mindfulness"":""none""}",,mindfulness,
22133,375,150,,"{""mindfulness"":""high""}",,mindfulness,
22134,120,48,,"{""mindfulness"":""none""}",,mindfulness,
22136,135,54,,"{""mindfulness"":""low""}",,mindfulness,
22138,190,76,,"{""mindfulness"":""low""}",,mindfulness,
22141,125,40,o,"{""yoga"":""medium""}",,yoga,
22145,120,48,,"{""mindfulness"":""medium""}",,mindfulness,
22147,825,825,,"{""mindfulness"":""low""}",,mindfulness,
22151,745,745,o,"{""mindfulness"":""low""}",,mindfulness,
22155,170,102,,"{""mindfulness"":""none""}",,mindfulness,
22156,175,105,,"{""mindfulness"":""low""}",,mindfulness,
22158,1085,1302,,"{""mindfulness"":""medium""}",,mindfulness,
22159,480,288,,"{""mindfulness"":""medium""}",,mindfulness,
22160,7155,167979,o,"{""mindfulness"":""medium""}",,mindfulness,
22164,515,412,,"{""mindfulness"":""none""}",,mindfulness,
22166,185,74,,"{""mindfulness"":""none""}",,mindfulness,
22167,100,40,,"{""yoga"":""none""}",,yoga,
22170,1870,11896,,"{""mindfulness"":""none""}",,mindfulness,
22173,8290,51398,,"{""mindfulness"":""none""}",,mindfulness,
22174,770,770,,"{""mindfulness"":""none""}",,mindfulness,
22175,200,80,,"{""mindfulness"":""none""}",,mindfulness,
22179,265,159,,"{""mindfulness"":""none""}",,mindfulness,
22180,185,74,o,"{""mindfulness"":""none""}",,mindfulness,
22181,1450,2030,f,"{""mindfulness"":""medium""}",1989-03-09 02:33:02.1+00,mindfulness,
22182,125,50,o,"{""mindfulness"":""medium""}",,mindfulness,
22183,120,48,o,"{""mindfulness"":""none""}",,mindfulness,
22184,10,2,o,"{""mindfulness"":""low""}",,mindfulness,
22185,725,435,,"{""mindfulness"":""high""}",,mindfulness,
22187,755,604,,"{""mindfulness"":""low""}",,mindfulness,
22188,5900,8260,,"{""mindfulness"":""low""}",,mindfulness,
22189,495,396,o,"{""mindfulness"":""low""}",,mindfulness,
22190,120,292,,"{""yoga"":""low""}",,yoga,
22191,545,436,o,"{""mindfulness"":""low""}",,mindfulness,
22192,865,865,o,"{""mindfulness"":""none""}",,mindfulness,
22195,1710,684,m,"{""mindfulness"":""low""}",1970-03-09 05:19:10.88+00,mindfulness,
22198,120,48,o,"{""mindfulness"":""medium""}",,mindfulness,
22200,9110,21864,,"{""mindfulness"":""medium""}",,mindfulness,
22201,3855,12336,,"{""mindfulness"":""low""}",,mindfulness,
22202,550,440,,"{""mindfulness"":""medium""}",,mindfulness,
22204,885,885,,"{""mindfulness"":""low""}",,mindfulness,
22205,2480,4960,m,"{""mindfulness"":""none""}",1965-03-09 14:06:04.255+00,mindfulness,
22208,95,38,,"{""mindfulness"":""medium""}",,mindfulness,
22210,600,480,,"{""mindfulness"":""none""}",,mindfulness,
22211,185,74,,"{""mindfulness"":""none""}",,mindfulness,
22213,515,515,,"{""mindfulness"":""low""}",,mindfulness,
22214,100,20,,"{""mindfulness"":""medium""}",,mindfulness,
22215,180,36,,"{""mindfulness"":""medium""}",,mindfulness,
22216,1280,2048,,"{""mindfulness"":""medium""}",,mindfulness,
22217,2375,148713,f,"{""mindfulness"":""medium""}",,mindfulness,
22218,475,2544,o,"{""mindfulness"":""none""}",,mindfulness,
22219,180,72,,"{""mindfulness"":""medium""}",,mindfulness,
22221,635,7590,,"{""mindfulness"":""medium""}",,mindfulness,2016-03-16 16:14:40.241+00
22223,5,1,,"{""yoga"":""none""}",,yoga,
22227,2780,3336,o,"{""mindfulness"":""medium""}",,mindfulness,
22228,75,30,,"{""mindfulness"":""low""}",,mindfulness,
22230,5030,27780,,"{""yoga"":""none""}",,yoga,
22232,395,237,,"{""mindfulness"":""none""}",,mindfulness,
22234,275,165,,"{""mindfulness"":""medium""}",,mindfulness,
22235,555,444,,"{""mindfulness"":""low""}",,mindfulness,
22238,210,5916,,"{""mindfulness"":""medium""}",,mindfulness,
22239,2635,5100,,"{""mindfulness"":""high""}",,mindfulness,
22240,110,22,,"{""mindfulness"":""high""}",,mindfulness,
22244,205,123,,"{""mindfulness"":""medium""}",,mindfulness,
22245,2910,27000,o,"{""mindfulness"":""low""}",,mindfulness,
22249,9960,296968,,"{""mindfulness"":""low""}",,mindfulness,2016-03-16 21:04:34.39+00
22250,10190,114975,,"{""mindfulness"":""medium""}",,mindfulness,
22251,365,292,f,"{""mindfulness"":""low""}",1979-03-10 15:16:48.323+00,mindfulness,
22252,125,50,,"{""mindfulness"":""low""}",,mindfulness,
22253,5420,26016,,"{""mindfulness"":""low""}",,mindfulness,
22254,3135,10791,,"{""mindfulness"":""none""}",,mindfulness,
22257,105,21,,"{""mindfulness"":""low""}",,mindfulness,
22258,75,15,o,"{""mindfulness"":""medium""}",,mindfulness,
22260,765,459,,"{""mindfulness"":""medium""}",,mindfulness,
22261,755,604,,"{""mindfulness"":""low""}",,mindfulness,
22265,80,1218,o,"{""mindfulness"":""low""}",,mindfulness,
22267,1580,2528,,"{""mindfulness"":""none""}",,mindfulness,
22268,460,368,,"{""yoga"":""medium""}",,yoga,
22269,7150,88800,,"{""mindfulness"":""low""}",,mindfulness,
22270,185,74,o,"{""mindfulness"":""low""}",,mindfulness,
22271,3860,2316,o,"{""mindfulness"":""low""}",,mindfulness,
22272,3380,9441,o,"{""mindfulness"":""medium""}",,mindfulness,
22275,560,448,o,"{""mindfulness"":""none""}",,mindfulness,
22276,100,20,o,"{""mindfulness"":""none""}",,mindfulness,
22278,705,426,o,"{""mindfulness"":""none""}",,mindfulness,
22282,60,12,,"{""mindfulness"":""none""}",,mindfulness,
22283,510,306,o,"{""yoga"":""medium""}",,yoga,
22284,530,424,,"{""mindfulness"":""none""}",,mindfulness,
22285,1310,1572,,"{""mindfulness"":""none""}",,mindfulness,
22288,2065,2891,,"{""mindfulness"":""none""}",,mindfulness,
22289,120,48,,"{""mindfulness"":""medium""}",,mindfulness,
22290,160,218,o,"{""mindfulness"":""medium""}",,mindfulness,
22291,370,592,o,"{""mindfulness"":""medium""}",,mindfulness,
22296,120,48,,"{""mindfulness"":""none""}",,mindfulness,
22297,125,204,,"{""mindfulness"":""low""}",,mindfulness,
22298,465,186,,"{""yoga"":""none""}",,yoga,
22299,5400,19440,,"{""yoga"":""none""}",,yoga,
22301,350,140,,"{""mindfulness"":""low""}",,mindfulness,
22302,1860,2232,o,"{""mindfulness"":""medium""}",,mindfulness,
22305,125,50,,"{""mindfulness"":""low""}",,mindfulness,
22306,90,18,,"{""mindfulness"":""low""}",,mindfulness,
22307,825,825,,"{""mindfulness"":""none""}",,mindfulness,
22308,1230,6552,o,"{""mindfulness"":""none""}",,mindfulness,
22311,900,1080,o,"{""mindfulness"":""medium""}",,mindfulness,
22312,90,18,o,"{""mindfulness"":""medium""}",,mindfulness,
22313,190,345,o,"{""mindfulness"":""none""}",,mindfulness,
22314,90,18,o,"{""mindfulness"":""none""}",,mindfulness,
22316,60,12,o,"{""yoga"":""medium""}",,yoga,
22321,1435,2009,o,"{""mindfulness"":""none""}",,mindfulness,
22322,175,70,o,"{""mindfulness"":""none""}",,mindfulness,
22323,180,108,o,"{""mindfulness"":""medium""}",,mindfulness,
22325,160,64,o,"{""mindfulness"":""low""}",,mindfulness,
22326,60,12,,"{""mindfulness"":""none""}",,mindfulness,
22330,490,98,,"{""mindfulness"":""none""}",,mindfulness,
22333,85,17,o,"{""yoga"":""medium""}",,yoga,
22335,1135,2706,o,"{""mindfulness"":""none""}",,mindfulness,
