user_id,sec,sessions_completed,gender,experience_level,estimate_birth_day,focus,start_date
2461,695,278,f,"{""mindfulness"":""medium""}",1966-06-13 02:41:50.575+00,mindfulness,
2462,15,3,f,"{""mindfulness"":""medium""}",1958-06-13 02:54:46.613+00,mindfulness,
2466,1075,430,f,"{""mindfulness"":""none""}",1966-06-13 11:02:30.88+00,mindfulness,
2467,1690,1014,f,"{""mindfulness"":""low""}",1988-06-13 12:17:44.122+00,mindfulness,
2469,250,50,m,"{""mindfulness"":""low""}",1985-06-13 15:27:46.603+00,mindfulness,
2472,290,58,m,"{""mindfulness"":""low""}",1966-06-13 18:07:21.022+00,mindfulness,
2473,1880,1504,f,"{""mindfulness"":""medium""}",1955-06-13 18:19:49.065+00,mindfulness,
2477,315,63,m,"{""mindfulness"":""none""}",1965-06-14 01:34:45.622+00,mindfulness,
2479,2965,15540,m,"{""mindfulness"":""medium""}",1992-06-14 03:07:18.709+00,mindfulness,
2482,275,55,m,"{""mindfulness"":""none""}",1966-06-14 07:59:38.153+00,mindfulness,
2483,110,22,m,"{""mindfulness"":""medium""}",1976-06-14 11:26:00.341+00,mindfulness,
2486,260,52,m,"{""mindfulness"":""none""}",1965-06-14 12:54:16.354+00,mindfulness,
2487,700,280,f,"{""mindfulness"":""medium""}",1957-06-14 13:05:38.51+00,mindfulness,
2489,60,177,f,"{""yoga"":""medium""}",1983-06-14 14:24:25.854+00,yoga,
2490,4640,23320,f,"{""mindfulness"":""medium""}",1972-06-14 14:51:46.83+00,mindfulness,2015-08-09 18:13:02.033+00
2491,80,16,m,"{""mindfulness"":""none""}",1962-06-14 15:37:27.644+00,mindfulness,
2492,65,13,m,"{""mindfulness"":""none""}",1953-06-14 17:36:58.574+00,mindfulness,
2493,265,742,m,"{""mindfulness"":""none""}",1949-06-21 21:56:22.43+00,mindfulness,
2498,2560,3072,m,"{""mindfulness"":""none""}",1965-06-14 21:28:25.005+00,mindfulness,
2500,705,282,m,"{""mindfulness"":""medium""}",1991-06-14 21:32:43.671+00,mindfulness,
2505,595,238,f,"{""mindfulness"":""none""}",1991-06-15 02:54:35.241+00,mindfulness,
2508,1190,3332,f,"{""mindfulness"":""medium""}",1988-06-15 07:26:50.146+00,mindfulness,
2509,445,178,m,"{""mindfulness"":""none""}",1995-06-15 10:12:19.218+00,mindfulness,
2512,140,168,m,"{""mindfulness"":""low""}",1986-06-15 13:46:17.942+00,mindfulness,
2513,1290,4041,m,"{""mindfulness"":""none""}",1969-06-07 18:30:54.821+00,mindfulness,
2514,695,278,m,"{""mindfulness"":""low""}",1980-06-15 14:27:37.809+00,mindfulness,
2515,70,14,f,"{""mindfulness"":""high""}",1978-06-15 14:42:22.187+00,mindfulness,
2521,745,298,f,"{""mindfulness"":""medium""}",1985-06-15 18:36:57.021+00,mindfulness,
2523,750,300,f,"{""mindfulness"":""low""}",1970-06-15 18:52:34.065+00,mindfulness,
2524,1255,1110,f,"{""mindfulness"":""medium""}",1973-06-15 19:06:09.772+00,mindfulness,
2528,65,13,f,"{""mindfulness"":""medium""}",1970-06-15 19:47:37.571+00,mindfulness,
2530,1790,1074,m,"{""mindfulness"":""none""}",1962-06-15 20:10:07.182+00,mindfulness,
2535,1365,1092,m,"{""mindfulness"":""low""}",1967-06-15 22:59:21.253+00,mindfulness,
2537,55,11,f,"{""mindfulness"":""none""}",1970-06-15 23:10:34.525+00,mindfulness,
2539,5,1,m,"{""mindfulness"":""low""}",1983-06-15 23:25:56.081+00,mindfulness,
2540,165,33,m,"{""mindfulness"":""none""}",1985-06-15 23:37:53.601+00,mindfulness,
2544,2065,1652,f,"{""mindfulness"":""low""}",1978-06-16 02:06:31.813+00,mindfulness,
2545,1855,1484,f,"{""mindfulness"":""none""}",1953-06-16 02:10:49.314+00,mindfulness,
2548,235,47,f,"{""mindfulness"":""low""}",1968-06-16 12:16:13.298+00,mindfulness,
2549,4345,24489,f,"{""mindfulness"":""none""}",1950-06-16 12:43:55.994+00,mindfulness,
2550,760,816,f,"{""mindfulness"":""low""}",1965-06-16 13:12:31.312+00,mindfulness,
2552,185,37,f,"{""mindfulness"":""low""}",1985-06-16 14:01:07.601+00,mindfulness,
2555,310,62,f,"{""mindfulness"":""none""}",1988-06-16 14:57:57.216+00,mindfulness,
2556,65,13,f,"{""mindfulness"":""none""}",1966-06-16 15:19:50.603+00,mindfulness,
2558,1010,606,f,"{""mindfulness"":""none""}",1975-06-16 16:01:17.58+00,mindfulness,
2560,5,1,f,"{""mindfulness"":""none""}",1971-06-16 16:40:47.471+00,mindfulness,
2561,210,44,f,"{""mindfulness"":""none""}",1985-06-16 16:58:21.911+00,mindfulness,
2563,650,260,f,"{""mindfulness"":""medium""}",1969-06-16 18:33:19.011+00,mindfulness,
2564,135,54,m,"{""mindfulness"":""none""}",1985-06-16 18:43:18.794+00,mindfulness,
2567,5,1,f,"{""mindfulness"":""none""}",1955-06-16 19:20:22.765+00,mindfulness,
2574,120,24,f,"{""mindfulness"":""low""}",1969-06-16 21:35:37.228+00,mindfulness,
2576,1280,768,f,"{""mindfulness"":""none""}",1960-06-16 21:54:05.163+00,mindfulness,
2577,65,13,m,"{""mindfulness"":""medium""}",1961-06-16 21:56:07.837+00,mindfulness,
2579,655,262,f,"{""mindfulness"":""medium""}",1962-06-16 21:59:20.636+00,mindfulness,
2582,115,115,f,"{""mindfulness"":""medium""}",1993-06-16 22:13:10.717+00,mindfulness,
2586,1855,1113,f,"{""mindfulness"":""medium""}",1985-06-16 23:14:35.007+00,mindfulness,
2587,595,549,m,"{""mindfulness"":""low""}",1963-06-16 23:25:08.61+00,mindfulness,
2588,695,540,f,"{""yoga"":""high""}",1992-06-16 23:27:09.134+00,yoga,
2590,640,256,m,"{""mindfulness"":""medium""}",1984-06-16 23:31:36.272+00,mindfulness,
2595,10,2,m,"{""mindfulness"":""none""}",1959-06-17 00:04:14.905+00,mindfulness,
2596,200,80,f,"{""mindfulness"":""medium""}",1985-06-17 00:09:14.01+00,mindfulness,
2597,25,5,f,"{""mindfulness"":""medium""}",1991-06-17 00:29:14.327+00,mindfulness,
2598,100,40,f,"{""mindfulness"":""none""}",1965-06-17 01:02:29.036+00,mindfulness,
2599,115,23,m,"{""mindfulness"":""none""}",1975-06-17 01:03:02.31+00,mindfulness,
2603,655,262,m,"{""mindfulness"":""none""}",1968-06-17 01:35:28.286+00,mindfulness,
2605,655,262,f,"{""mindfulness"":""low""}",1975-06-17 01:47:19.912+00,mindfulness,
2612,690,276,f,"{""mindfulness"":""low""}",1967-06-17 02:36:14.584+00,mindfulness,
2613,1565,939,f,"{""mindfulness"":""none""}",2000-06-17 02:42:56.172+00,mindfulness,
2614,1875,1500,m,"{""mindfulness"":""low""}",1991-06-17 02:47:54.178+00,mindfulness,
2615,1005,1407,m,"{""mindfulness"":""none""}",1998-06-17 02:55:24.75+00,mindfulness,
2622,695,278,f,"{""mindfulness"":""low""}",1945-06-17 03:50:46.878+00,mindfulness,
2625,300,60,f,"{""mindfulness"":""medium""}",1982-06-17 04:40:02.305+00,mindfulness,
2627,660,264,f,"{""mindfulness"":""none""}",1991-06-17 04:54:56.734+00,mindfulness,
2633,1000,600,f,"{""mindfulness"":""none""}",1998-06-17 06:26:50.929+00,mindfulness,
2635,1190,489,f,"{""yoga"":""medium""}",1982-06-17 07:06:45.614+00,yoga,
2636,100,142,m,"{""mindfulness"":""low""}",1978-06-17 07:11:15.774+00,mindfulness,
2637,1150,690,f,"{""mindfulness"":""low""}",1958-06-17 07:48:21.423+00,mindfulness,
2640,120,24,m,"{""mindfulness"":""low""}",1978-06-17 08:23:26.247+00,mindfulness,
2642,150,30,f,"{""mindfulness"":""low""}",1947-06-17 09:45:56.448+00,mindfulness,
2643,1315,6748,m,"{""mindfulness"":""medium""}",1978-03-07 13:32:34.397+00,mindfulness,
2645,670,268,m,"{""mindfulness"":""medium""}",1984-06-17 10:12:49.458+00,mindfulness,
2648,435,174,f,"{""mindfulness"":""none""}",1958-06-17 10:46:58.321+00,mindfulness,
2649,1295,3668,f,"{""mindfulness"":""low""}",1950-06-17 10:50:11.905+00,mindfulness,
2652,3065,10476,f,"{""mindfulness"":""none""}",1946-06-17 11:09:38.122+00,mindfulness,
2653,420,1290,m,"{""mindfulness"":""none""}",1971-06-17 11:11:54.934+00,mindfulness,
2657,5,1,f,"{""yoga"":""none""}",1951-06-17 12:45:24.921+00,yoga,
2659,705,141,f,"{""mindfulness"":""medium""}",1971-06-17 12:50:49.408+00,mindfulness,
2661,1555,990,m,"{""mindfulness"":""medium""}",1950-06-17 13:18:20.426+00,mindfulness,
2663,1850,1480,f,"{""yoga"":""medium""}",1961-06-17 13:47:48.505+00,yoga,
2664,5,1,m,"{""mindfulness"":""medium""}",1977-06-17 13:48:54.379+00,mindfulness,
2665,25,10,m,"{""mindfulness"":""low""}",1966-06-17 13:57:19.402+00,mindfulness,
2666,4375,258183,f,"{""mindfulness"":""high""}",1975-06-21 22:40:14.9+00,mindfulness,2015-10-14 12:59:04.802+00
2667,3785,6139,f,"{""mindfulness"":""medium""}",1968-06-17 14:33:40.305+00,mindfulness,
2671,385,77,f,"{""mindfulness"":""medium""}",1954-06-17 15:28:38.404+00,mindfulness,
2674,170,1019,m,"{""mindfulness"":""low""}",1967-06-17 15:36:16.574+00,mindfulness,
2681,1310,786,f,"{""mindfulness"":""none""}",1991-06-17 17:14:11.395+00,mindfulness,
2682,650,260,f,"{""mindfulness"":""medium""}",1962-06-17 16:19:01.125+00,mindfulness,
2683,1165,741,m,"{""mindfulness"":""none""}",1980-06-17 16:27:13.44+00,mindfulness,
2684,860,1080,f,"{""mindfulness"":""low""}",1989-06-17 16:26:59.818+00,mindfulness,
2686,225,135,f,"{""mindfulness"":""none""}",1956-06-17 16:59:13.069+00,mindfulness,
2690,550,220,f,"{""mindfulness"":""none""}",1982-06-17 17:33:21.877+00,mindfulness,
2693,2500,4665,f,"{""mindfulness"":""medium""}",1961-06-21 13:47:37.949+00,mindfulness,
2700,1970,1182,f,"{""mindfulness"":""low""}",1972-06-17 19:06:33.329+00,mindfulness,
2702,1950,2036,f,"{""mindfulness"":""low""}",1986-06-17 19:36:09.594+00,mindfulness,
2704,825,330,f,"{""mindfulness"":""high""}",1971-06-17 20:14:22.941+00,mindfulness,
2709,165,33,m,"{""yoga"":""medium""}",1986-06-17 21:21:14.104+00,yoga,
2716,6395,99075,m,"{""mindfulness"":""none""}",1990-06-17 23:16:52.414+00,mindfulness,
2719,1630,978,f,"{""mindfulness"":""none""}",1980-06-18 00:08:52.768+00,mindfulness,
2721,50,10,f,"{""yoga"":""medium""}",1963-06-18 01:01:26.291+00,yoga,
2723,645,258,f,"{""mindfulness"":""low""}",1973-06-18 01:03:52.45+00,mindfulness,
2725,6195,467544,m,"{""mindfulness"":""medium""}",1970-12-12 03:44:32.577+00,mindfulness,
2726,1865,1492,f,"{""mindfulness"":""low""}",1974-06-18 01:45:17.95+00,mindfulness,
2730,745,298,f,"{""mindfulness"":""low""}",1978-06-18 02:12:34.164+00,mindfulness,
2732,65,13,f,"{""mindfulness"":""high""}",1986-06-18 03:26:58.405+00,mindfulness,
2734,1265,759,f,"{""mindfulness"":""none""}",1959-06-18 02:40:23.87+00,mindfulness,
2738,225,45,f,"{""yoga"":""high""}",1959-06-18 03:18:20.742+00,yoga,
2741,15,3,f,"{""mindfulness"":""medium""}",1965-06-18 03:53:04.261+00,mindfulness,
2744,3785,6056,f,"{""mindfulness"":""none""}",1963-06-18 04:53:09.612+00,mindfulness,
2746,315,126,f,"{""mindfulness"":""none""}",1968-06-18 05:08:21.656+00,mindfulness,
2748,85,17,f,"{""mindfulness"":""low""}",1958-06-18 05:13:30.557+00,mindfulness,
2752,870,522,f,"{""mindfulness"":""none""}",1951-06-18 05:32:31.884+00,mindfulness,
2754,670,268,m,"{""mindfulness"":""medium""}",1985-06-18 05:47:14.736+00,mindfulness,
2761,410,82,f,"{""mindfulness"":""medium""}",1969-06-18 07:06:57.189+00,mindfulness,
2763,5,1,m,"{""mindfulness"":""low""}",1975-06-18 07:33:15.529+00,mindfulness,
2766,8165,21229,m,"{""mindfulness"":""low""}",1983-06-18 08:59:28.09+00,mindfulness,
2767,355,284,f,"{""mindfulness"":""medium""}",1978-06-18 09:29:10.356+00,mindfulness,
2771,1515,303,m,"{""yoga"":""medium""}",1985-06-18 13:51:17.139+00,yoga,
2772,23385,330000,f,"{""yoga"":""low""}",1963-06-18 11:19:25.579+00,yoga,
2773,1745,2580,m,"{""mindfulness"":""low""}",1989-06-18 11:40:24.794+00,mindfulness,
2774,700,280,f,"{""mindfulness"":""none""}",1941-06-18 12:19:27.637+00,mindfulness,
2775,125,25,m,"{""mindfulness"":""medium""}",1952-06-18 12:25:57.93+00,mindfulness,
2776,110,22,f,"{""mindfulness"":""low""}",1978-06-18 12:54:45.059+00,mindfulness,
2777,60,12,m,"{""mindfulness"":""low""}",1986-06-18 12:57:39.647+00,mindfulness,
2778,635,390,f,"{""mindfulness"":""medium""}",1956-06-18 13:18:28.531+00,mindfulness,
2779,1290,774,f,"{""mindfulness"":""none""}",1985-06-18 13:19:33.149+00,mindfulness,
2781,165,33,f,"{""mindfulness"":""high""}",1959-06-18 13:29:30.593+00,mindfulness,
2782,695,278,f,"{""mindfulness"":""low""}",1973-06-18 13:48:59.41+00,mindfulness,
2785,1350,1080,f,"{""mindfulness"":""none""}",1963-06-18 14:06:54.221+00,mindfulness,
2791,640,256,f,"{""mindfulness"":""none""}",1958-06-18 14:40:35.393+00,mindfulness,
2793,50,10,m,"{""mindfulness"":""low""}",1985-06-18 15:10:37.157+00,mindfulness,
2797,115,23,f,"{""mindfulness"":""low""}",1958-06-18 16:36:20.559+00,mindfulness,
2798,565,120,m,"{""mindfulness"":""low""}",1961-06-18 16:57:56.45+00,mindfulness,
2799,635,254,f,"{""mindfulness"":""medium""}",1990-06-18 17:04:48.772+00,mindfulness,
2800,75,15,m,"{""mindfulness"":""medium""}",1963-06-18 17:14:21.366+00,mindfulness,
2803,60,12,f,"{""mindfulness"":""none""}",1968-06-18 17:58:13.724+00,mindfulness,
2804,5,1,f,"{""mindfulness"":""low""}",1973-06-18 18:25:43.922+00,mindfulness,
2822,1015,1450,m,"{""mindfulness"":""medium""}",1985-06-18 21:27:26.153+00,mindfulness,2015-07-12 18:18:05.033+00
2823,20,4,f,"{""mindfulness"":""low""}",1989-06-18 21:36:58.304+00,mindfulness,
2824,105,21,m,"{""mindfulness"":""none""}",1992-06-18 21:36:45.584+00,mindfulness,
2825,2645,3120,m,"{""mindfulness"":""low""}",1975-06-18 21:50:38.653+00,mindfulness,
2831,25,5,f,"{""mindfulness"":""low""}",1968-06-18 23:05:22.351+00,mindfulness,
2832,660,264,f,"{""mindfulness"":""low""}",1981-06-18 23:47:30.407+00,mindfulness,
2836,1490,2919,f,"{""mindfulness"":""medium""}",1975-06-19 01:22:04.013+00,mindfulness,
2837,220,28025,m,"{""mindfulness"":""low""}",1990-06-03 04:21:33.676+00,mindfulness,2016-06-19 01:36:37.433+00
2838,130,26,f,"{""mindfulness"":""medium""}",1969-06-19 01:51:18.477+00,mindfulness,
2839,1410,846,f,"{""mindfulness"":""low""}",1980-06-19 01:53:57.754+00,mindfulness,
2840,655,262,f,"{""mindfulness"":""low""}",1978-06-19 01:56:53.515+00,mindfulness,
2841,1190,1190,f,"{""mindfulness"":""none""}",1981-06-19 02:44:01.387+00,mindfulness,
2842,110,22,f,"{""mindfulness"":""low""}",1973-06-19 03:14:43.744+00,mindfulness,
2843,660,264,f,"{""mindfulness"":""medium""}",1969-06-19 03:29:16.722+00,mindfulness,
2845,1880,8772,m,"{""mindfulness"":""none""}",1978-06-19 04:09:47.371+00,mindfulness,
2847,955,382,m,"{""mindfulness"":""none""}",1985-06-19 04:26:11.286+00,mindfulness,
2850,1270,762,f,"{""mindfulness"":""low""}",1985-06-19 04:39:01.673+00,mindfulness,
2851,700,368,m,"{""mindfulness"":""medium""}",1960-06-19 04:41:36.334+00,mindfulness,
2852,395,454,m,"{""mindfulness"":""low""}",1994-06-19 05:10:14.561+00,mindfulness,
2853,1270,762,f,"{""mindfulness"":""none""}",1985-06-19 05:51:02.431+00,mindfulness,
2855,10,2,f,"{""mindfulness"":""low""}",1976-06-19 07:14:02.158+00,mindfulness,
2856,140,28,m,"{""mindfulness"":""low""}",1987-06-19 10:07:32.357+00,mindfulness,
2859,1995,1596,f,"{""mindfulness"":""medium""}",1948-06-19 08:07:15.639+00,mindfulness,
2860,715,3656,m,"{""mindfulness"":""none""}",1982-06-19 08:20:43.69+00,mindfulness,
2863,60,12,f,"{""mindfulness"":""medium""}",1975-06-19 11:05:17.29+00,mindfulness,
2868,5,1,f,"{""mindfulness"":""medium""}",1982-06-19 12:41:00.777+00,mindfulness,
2869,885,354,f,"{""mindfulness"":""none""}",1985-06-19 13:19:02.58+00,mindfulness,
2870,15,3,f,"{""mindfulness"":""none""}",1978-06-19 13:31:12.253+00,mindfulness,
2872,5,1,m,"{""mindfulness"":""low""}",1957-06-19 14:25:10.169+00,mindfulness,
2876,125,50,m,"{""mindfulness"":""medium""}",1979-06-19 15:55:27.51+00,mindfulness,
2880,645,516,f,"{""mindfulness"":""medium""}",1971-06-19 16:51:43.404+00,mindfulness,
2884,5310,5310,f,"{""yoga"":""none""}",1977-06-19 18:07:08.193+00,yoga,
2889,190,38,f,"{""mindfulness"":""none""}",1976-06-19 19:57:28.768+00,mindfulness,
2890,65,13,f,"{""mindfulness"":""none""}",1968-06-19 20:01:40.619+00,mindfulness,
2892,1315,1052,f,"{""mindfulness"":""low""}",1953-06-19 20:41:07.299+00,mindfulness,
2894,45,9,f,"{""mindfulness"":""none""}",1949-06-19 20:54:18.862+00,mindfulness,
2895,300,60,f,"{""mindfulness"":""medium""}",1987-06-19 20:58:59.616+00,mindfulness,
2896,665,266,f,"{""mindfulness"":""none""}",1957-06-19 21:08:38.105+00,mindfulness,
2898,220,44,f,"{""mindfulness"":""none""}",1954-06-19 22:20:32.56+00,mindfulness,
2903,695,3616,f,"{""yoga"":""medium""}",1982-06-19 23:35:45.33+00,yoga,
2907,60,12,f,"{""yoga"":""medium""}",1976-06-20 01:10:42.105+00,yoga,
2909,2280,2736,m,"{""mindfulness"":""medium""}",1994-06-20 02:07:51.093+00,mindfulness,
2910,2185,2622,m,"{""mindfulness"":""none""}",1988-06-20 02:10:33.604+00,mindfulness,
2912,705,282,f,"{""mindfulness"":""low""}",1952-06-20 02:49:14.808+00,mindfulness,
2913,2625,4823,m,"{""mindfulness"":""none""}",1975-06-20 02:59:08.898+00,mindfulness,
2920,135,201,m,"{""mindfulness"":""medium""}",1970-06-20 04:13:48.566+00,mindfulness,
2921,415,166,m,"{""mindfulness"":""none""}",1992-06-20 04:20:01.64+00,mindfulness,
2922,140,56,f,"{""mindfulness"":""none""}",1953-06-20 04:40:38.343+00,mindfulness,
2926,405,81,f,"{""mindfulness"":""none""}",1985-06-20 05:56:28.561+00,mindfulness,
2929,645,258,m,"{""mindfulness"":""none""}",1990-06-20 08:31:36.225+00,mindfulness,
2930,2230,13005,f,"{""mindfulness"":""medium""}",1979-06-26 12:04:56.953+00,mindfulness,2015-08-21 10:13:07.033+00
2931,660,264,m,"{""mindfulness"":""medium""}",1963-06-20 09:22:47.693+00,mindfulness,
2934,2670,3908,f,"{""mindfulness"":""none""}",1987-06-20 11:05:19.661+00,mindfulness,
2936,810,1458,f,"{""mindfulness"":""none""}",1973-06-20 12:18:16.345+00,mindfulness,
2937,10,2,f,"{""mindfulness"":""high""}",1955-06-20 12:23:53.078+00,mindfulness,
2938,445,89,m,"{""mindfulness"":""low""}",1982-06-20 12:38:29.033+00,mindfulness,
2942,2445,44895,f,"{""mindfulness"":""none""}",1959-06-20 13:27:13.625+00,mindfulness,
2947,540,108,f,"{""mindfulness"":""low""}",1956-06-20 15:34:12.394+00,mindfulness,
2949,90,18,m,"{""mindfulness"":""medium""}",1957-06-20 16:12:08.016+00,mindfulness,
2952,5,1,f,"{""mindfulness"":""medium""}",1971-06-20 16:54:31.989+00,mindfulness,
2954,990,594,f,"{""mindfulness"":""none""}",1968-06-20 17:33:47.322+00,mindfulness,
2955,65,13,m,"{""yoga"":""medium""}",1948-06-20 17:47:00.837+00,yoga,
2957,700,280,m,"{""mindfulness"":""medium""}",1953-06-20 18:04:03.907+00,mindfulness,
2960,410,164,f,"{""mindfulness"":""low""}",1972-06-20 18:34:36.191+00,mindfulness,
2961,1585,951,f,"{""mindfulness"":""none""}",1962-06-20 18:37:22.432+00,mindfulness,
2962,3730,8351,f,"{""mindfulness"":""low""}",1996-06-20 18:37:36.981+00,mindfulness,
2964,425,85,f,"{""mindfulness"":""none""}",1994-06-20 19:29:22.031+00,mindfulness,
2969,670,268,f,"{""mindfulness"":""none""}",1982-06-20 20:44:12.992+00,mindfulness,
2971,425,170,f,"{""mindfulness"":""medium""}",1985-06-20 21:45:42.529+00,mindfulness,
2976,200,40,f,"{""mindfulness"":""low""}",1980-06-20 23:11:16.126+00,mindfulness,
2977,140,28,m,"{""mindfulness"":""medium""}",1958-06-20 23:24:26.803+00,mindfulness,
2979,2170,1736,m,"{""mindfulness"":""none""}",2001-06-20 23:37:28.916+00,mindfulness,
2985,20,4,f,"{""mindfulness"":""low""}",1968-06-21 01:38:14.066+00,mindfulness,
2988,2505,1503,f,"{""mindfulness"":""medium""}",1950-06-21 02:27:00.077+00,mindfulness,
2989,690,864,f,"{""mindfulness"":""none""}",1991-06-21 02:41:44.651+00,mindfulness,
2990,395,158,f,"{""mindfulness"":""medium""}",1958-06-21 03:06:44.779+00,mindfulness,
2993,440,108,m,"{""mindfulness"":""none""}",1965-06-21 04:56:40.828+00,mindfulness,
2997,1210,1452,f,"{""mindfulness"":""none""}",1952-06-21 05:37:17.481+00,mindfulness,
2998,875,525,m,"{""mindfulness"":""medium""}",1987-06-21 06:23:47.833+00,mindfulness,
2999,195,39,m,"{""mindfulness"":""medium""}",1955-06-21 08:36:12.565+00,mindfulness,
3001,4555,6618,f,"{""mindfulness"":""medium""}",1968-06-21 10:05:25.925+00,mindfulness,
3002,715,429,f,"{""mindfulness"":""medium""}",1985-06-21 10:31:58.961+00,mindfulness,
3003,1005,603,f,"{""mindfulness"":""low""}",1961-06-21 10:45:00.052+00,mindfulness,
3010,5595,22908,m,"{""yoga"":""medium""}",1964-06-21 13:51:55.138+00,yoga,
3013,810,486,m,"{""mindfulness"":""low""}",1982-06-21 15:38:39.209+00,mindfulness,
3016,5,1,f,"{""mindfulness"":""medium""}",1968-06-21 16:04:59.24+00,mindfulness,
3018,660,592,f,"{""mindfulness"":""none""}",1947-06-21 16:32:11.059+00,mindfulness,
3020,785,314,m,"{""mindfulness"":""low""}",1989-06-21 16:47:35.733+00,mindfulness,
3023,40,8,f,"{""mindfulness"":""low""}",1971-06-21 17:20:53.401+00,mindfulness,
3024,165,33,m,"{""mindfulness"":""low""}",1978-06-21 17:37:56.229+00,mindfulness,
3028,30,6,f,"{""mindfulness"":""none""}",1985-06-21 18:28:15.272+00,mindfulness,
3032,1265,1265,f,"{""mindfulness"":""low""}",1992-06-21 19:34:26.399+00,mindfulness,
3033,1910,1528,m,"{""mindfulness"":""medium""}",1940-06-21 19:37:30.553+00,mindfulness,
3038,55,11,m,"{""mindfulness"":""low""}",1987-06-21 21:18:46.633+00,mindfulness,
3049,165,33,f,"{""mindfulness"":""none""}",1965-06-21 23:40:46.177+00,mindfulness,
3051,495,99,f,"{""mindfulness"":""none""}",1985-06-21 23:52:34.476+00,mindfulness,
3052,100,20,f,"{""mindfulness"":""medium""}",1967-06-22 00:21:31.47+00,mindfulness,
3053,105,21,m,"{""mindfulness"":""none""}",1984-06-22 00:31:14.055+00,mindfulness,
3055,2105,1684,f,"{""mindfulness"":""high""}",1951-06-22 01:19:49.402+00,mindfulness,
3057,7645,85620,m,"{""mindfulness"":""low""}",1993-06-22 01:56:29.56+00,mindfulness,
3063,985,591,f,"{""mindfulness"":""none""}",1952-06-22 02:58:20.824+00,mindfulness,
3064,665,266,m,"{""mindfulness"":""none""}",1965-06-22 03:09:28.252+00,mindfulness,
3066,295,177,f,"{""mindfulness"":""medium""}",1949-06-22 03:14:53.13+00,mindfulness,
3068,710,284,m,"{""mindfulness"":""none""}",1985-06-22 03:45:14.602+00,mindfulness,
3069,615,861,f,"{""mindfulness"":""medium""}",1959-06-22 03:56:15.201+00,mindfulness,
3070,1075,860,f,"{""mindfulness"":""low""}",1960-06-22 04:41:42.333+00,mindfulness,
3071,360,72,f,"{""mindfulness"":""low""}",1979-06-22 05:30:24.117+00,mindfulness,
3073,200,80,f,"{""mindfulness"":""low""}",1957-06-22 06:17:44.803+00,mindfulness,
3074,665,266,m,"{""mindfulness"":""none""}",1978-06-22 06:20:39.125+00,mindfulness,
3075,415,83,m,"{""mindfulness"":""low""}",1985-06-22 08:57:58.444+00,mindfulness,
3079,1285,771,m,"{""mindfulness"":""low""}",1955-06-22 11:11:13.205+00,mindfulness,
3084,135,54,f,"{""mindfulness"":""low""}",1960-06-22 12:35:36.366+00,mindfulness,
3089,65,13,f,"{""mindfulness"":""none""}",1959-06-22 14:15:15.23+00,mindfulness,
3092,2925,2925,f,"{""mindfulness"":""none""}",1984-06-22 14:44:41.669+00,mindfulness,
3097,1325,795,m,"{""mindfulness"":""none""}",1980-06-22 15:44:59.668+00,mindfulness,
3100,5,1,f,"{""mindfulness"":""low""}",1991-06-22 16:42:14.399+00,mindfulness,
3102,375,150,m,"{""mindfulness"":""medium""}",1946-06-22 16:50:36.101+00,mindfulness,
3103,220,44,m,"{""mindfulness"":""medium""}",1979-06-22 16:54:47.801+00,mindfulness,
3104,700,280,f,"{""mindfulness"":""none""}",1985-06-22 17:03:03.179+00,mindfulness,
3105,65,13,f,"{""mindfulness"":""none""}",1957-06-22 17:15:48.783+00,mindfulness,
3106,1300,780,f,"{""mindfulness"":""medium""}",1975-06-22 17:41:10.457+00,mindfulness,2015-08-12 17:15:02.036+00
3107,20,4,f,"{""mindfulness"":""medium""}",1977-06-22 17:44:51.832+00,mindfulness,
3110,25,5,f,"{""yoga"":""medium""}",1983-06-22 18:07:05.077+00,yoga,
3113,745,1788,f,"{""mindfulness"":""low""}",1977-06-22 18:34:48.195+00,mindfulness,
3114,135,27,f,"{""mindfulness"":""none""}",1992-06-22 18:33:24.402+00,mindfulness,
3120,15,3,m,"{""mindfulness"":""low""}",1986-06-22 19:45:43.66+00,mindfulness,
3121,65,1656,f,"{""mindfulness"":""medium""}",1973-06-22 19:49:03.449+00,mindfulness,
3122,30,6,m,"{""mindfulness"":""medium""}",1973-06-22 20:06:00.002+00,mindfulness,
3126,950,380,f,"{""mindfulness"":""medium""}",1980-06-22 21:50:38.338+00,mindfulness,
3132,2465,2465,f,"{""mindfulness"":""medium""}",1976-06-22 21:51:51.898+00,mindfulness,
3135,60,12,f,"{""mindfulness"":""low""}",1953-06-22 22:04:47.086+00,mindfulness,
3137,1925,5800,f,"{""mindfulness"":""medium""}",1967-06-22 22:10:35.89+00,mindfulness,
3139,1120,672,f,"{""mindfulness"":""medium""}",1961-06-22 22:24:11.808+00,mindfulness,
3144,1115,446,f,"{""mindfulness"":""medium""}",1958-06-23 00:11:47.877+00,mindfulness,
3147,760,780,o,"{""mindfulness"":""low""}",1985-06-24 06:26:31.474+00,mindfulness,
3151,4700,57817,f,"{""mindfulness"":""medium""}",1962-06-23 00:34:18.565+00,mindfulness,
3152,710,284,f,"{""mindfulness"":""medium""}",1985-06-23 00:51:00.357+00,mindfulness,
3153,130,52,f,"{""mindfulness"":""medium""}",1970-06-23 01:30:39.581+00,mindfulness,
