ID,subscribedYN,sec,sessions_completed,series_completed,experience,focus_n,gender_n,dob_given
14686,0,120,2,0,3,0,0,0
14687,0,1205,6,0,3,0,1,0
14688,0,1685,7,0,2,0,0,0
14689,0,375,3,0,1,0,1,0
14690,0,70,2,0,2,0,0,0
14691,0,195,1,0,1,0,1,0
14692,0,205,3,0,1,0,0,0
14693,0,130,2,0,1,0,0,0
14694,0,340,3,0,1,0,0,0
14695,0,180,2,0,3,0,0,0
14696,0,525,4,0,3,0,0,0
14697,0,190,2,0,2,0,0,0
14698,0,605,3,0,3,0,1,0
14699,0,125,2,0,1,0,0,0
14700,0,180,2,0,3,0,0,0
14701,0,155,2,0,1,0,1,0
14702,0,70,2,0,2,0,1,0
14703,0,780,5,0,3,0,0,0
14704,0,130,2,0,1,0,0,0
14705,0,60,1,0,2,0,0,0
14706,0,180,2,0,2,0,0,0
14707,0,190,2,0,2,0,0,0
14708,0,145,3,0,1,0,0,0
14709,0,4610,12,2,2,0,0,0
14710,0,515,4,0,2,0,0,0
14711,0,120,2,0,3,0,0,0
14712,0,205,2,0,3,1,0,0
14713,0,270,3,0,1,0,0,0
14714,0,535,2,0,1,0,0,0
14715,0,645,3,0,3,0,0,0
14716,1,26565,61,1,3,0,0,0
14717,0,515,4,0,3,0,1,0
14718,0,95,1,0,3,0,0,0
14719,0,180,2,0,2,0,0,0
14720,0,65,1,0,1,0,0,0
14721,0,110,1,0,3,0,0,0
14722,0,90,1,0,3,0,1,0
14723,0,90,1,0,3,1,0,0
14724,0,1155,7,0,2,0,0,0
14725,0,180,2,0,1,0,0,0
14726,0,210,1,0,4,1,0,0
14727,0,60,1,0,2,1,0,0
14728,0,480,1,0,1,0,1,0
14729,1,6930,25,3,3,0,1,1
14730,0,115,2,0,1,0,0,0
14731,0,115,2,0,1,0,1,0
14732,0,90,1,0,1,1,0,0
14733,0,130,6,0,2,0,1,0
14734,0,1130,3,0,2,0,1,0
14735,0,8205,30,0,2,0,0,0
14736,0,1115,7,0,1,0,1,0
14737,0,1770,3,0,2,0,1,0
14738,0,515,4,0,2,0,0,0
14739,0,90,1,0,3,0,0,0
14740,0,60,1,0,1,0,0,0
14741,0,160,1,0,2,0,0,0
14742,0,845,2,0,2,0,1,0
14743,1,3610,8,0,4,1,0,0
14744,0,180,2,0,1,1,0,0
14745,0,425,2,0,4,1,0,0
14746,0,735,3,0,2,0,0,0
14747,0,720,1,0,4,1,0,0
14748,0,235,5,0,2,0,0,0
14749,0,235,3,0,4,1,0,0
14750,0,1040,6,0,1,1,1,0
14751,0,90,1,0,1,0,0,0
14752,0,100,1,0,3,0,1,0
14753,0,580,4,0,2,0,0,0
14754,0,120,2,0,3,0,0,0
14755,0,300,3,0,1,0,1,0
14756,0,180,2,0,3,1,0,0
14757,0,695,3,0,1,0,0,0
14758,0,520,10,0,1,0,1,0
14759,0,120,2,0,3,0,0,0
14760,0,100,1,0,3,0,0,1
14761,0,1385,7,0,1,0,1,0
14762,0,240,4,0,2,0,0,0
14763,0,340,4,0,3,0,0,0
14764,0,175,2,0,1,0,1,0
14765,0,180,2,0,3,1,0,0
14766,0,180,2,0,3,0,0,0
14767,0,185,3,0,3,0,1,1
14768,1,1125,4,0,4,0,0,0
14769,0,75,1,0,3,0,0,0
14770,1,4035,8,0,2,0,1,0
14771,0,895,2,0,3,0,1,0
14772,0,320,2,0,2,0,0,0
14773,1,3265,10,0,2,0,1,1
14774,0,90,1,0,3,0,1,0
14775,0,60,1,0,1,1,0,0
14776,0,125,2,0,1,0,0,0
14777,0,120,2,0,2,0,0,0
14778,0,825,4,0,2,0,1,0
14779,0,185,2,0,2,1,1,0
14780,0,650,6,0,1,0,0,0
14781,0,125,2,0,1,0,1,0
14782,0,60,1,0,1,0,0,0
14783,0,690,2,0,4,0,0,0
14784,1,19890,42,6,4,0,0,0
14785,0,45,1,0,1,1,0,0
14786,0,65,2,0,1,0,0,0
14787,0,115,1,0,2,0,1,0
14788,0,2260,12,0,2,0,0,1
14789,0,280,4,0,2,0,0,0
14790,0,175,2,0,1,1,1,0
14791,0,65,1,0,1,0,0,0
14792,0,275,1,0,3,1,0,0
14793,0,210,3,0,2,0,1,0
14794,0,315,3,0,2,0,0,0
14795,0,120,2,0,3,0,1,0
14796,0,2125,9,0,3,1,0,0
14797,0,220,3,0,2,0,0,0
14798,0,80,1,0,2,0,0,0
14799,1,10405,22,0,3,1,0,1
14800,0,1680,8,0,2,0,0,0
14801,0,1445,4,0,3,0,0,0
14802,0,2400,18,0,2,0,0,1
14803,0,60,1,0,3,1,1,0
14804,0,210,1,0,1,0,0,0
14805,0,120,2,0,1,0,1,0
14806,0,95,1,0,1,0,0,0
14807,0,380,5,0,2,0,0,1
14808,0,235,3,0,2,0,1,0
14809,0,540,2,0,3,0,1,0
14810,0,135,1,0,2,0,1,0
14811,0,45,1,0,1,1,0,0
14812,0,120,2,0,2,0,0,0
14813,0,2190,8,0,3,0,1,0
14814,0,280,2,0,1,0,0,0
14815,0,120,2,0,2,0,0,0
14816,0,340,2,0,2,0,0,0
14817,0,3780,11,0,3,0,0,0
14818,0,150,1,0,1,0,0,0
14819,0,270,2,0,3,0,0,0
14820,0,45,1,0,3,1,0,0
14821,0,125,2,0,1,0,0,0
14822,0,3830,11,0,3,0,1,0
14823,0,125,3,0,1,0,1,0
14824,0,120,2,0,1,0,0,0
14825,0,11590,23,0,2,0,0,0
14826,0,65,1,0,2,0,0,0
14827,0,615,4,0,1,0,0,0
14828,0,75,1,0,3,1,0,1
14829,0,885,8,0,2,0,0,0
14830,0,495,3,0,3,0,0,0
14831,0,185,2,0,2,0,1,1
14832,0,105,1,0,2,0,0,0
14833,0,235,4,0,1,0,0,0
14834,0,125,2,0,3,0,0,0
14835,0,290,1,0,2,0,0,0
14836,0,4130,19,0,2,0,0,0
14837,0,350,3,0,3,1,0,0
14838,0,1225,6,0,3,0,0,0
14839,0,240,3,0,3,0,0,0
14840,0,40,1,0,2,0,1,0
14841,0,90,1,0,3,0,0,0
14842,0,230,2,0,2,0,1,0
14843,0,125,2,0,1,0,0,0
14844,0,185,2,0,2,0,0,0
14845,0,15,1,0,1,1,0,0
14846,1,5850,14,1,4,0,1,0
14847,0,3485,9,0,2,0,1,0
14848,0,90,1,0,1,1,1,0
14849,0,120,2,0,2,0,0,0
14850,0,550,4,0,1,0,1,0
14851,0,175,2,0,3,0,1,0
14852,0,2730,7,0,2,0,1,1
14853,0,60,1,0,1,0,0,0
14854,0,30,1,0,1,0,0,0
14855,0,730,6,0,3,0,1,0
14856,0,180,2,0,1,0,0,0
14857,0,530,4,0,2,0,0,0
14858,0,80,2,0,1,0,1,0
14859,1,3465,15,1,3,0,0,0
14860,0,185,3,0,2,0,1,0
14861,0,120,2,0,2,0,0,0
14862,0,375,3,0,1,0,0,0
14863,0,180,2,0,3,0,0,0
14864,1,24055,42,9,3,0,0,0
14865,0,4005,19,0,3,0,0,0
14866,0,315,5,0,2,0,1,0
14867,0,835,2,0,2,0,0,0
14868,0,180,2,0,3,0,0,0
14869,0,580,2,0,1,1,0,0
14870,0,95,2,0,3,0,1,0
14871,0,515,4,0,2,0,0,0
14872,0,5970,12,2,3,0,1,0
14873,0,545,5,0,3,1,1,0
14874,0,185,2,0,2,0,0,0
14875,0,1285,5,0,3,0,1,0
14876,0,65,1,0,2,0,0,0
14877,0,20,1,0,2,1,1,0
14878,0,275,3,0,3,0,0,0
14879,0,260,2,0,2,0,0,0
14880,0,3190,16,0,1,1,1,0
14881,0,90,1,0,2,0,0,0
14882,0,180,2,0,2,0,0,1
14883,0,345,3,0,2,1,0,0
14884,0,1950,14,0,2,0,0,0
14885,0,515,4,0,3,0,0,0
14886,0,90,2,0,2,0,1,0
14887,0,850,5,0,2,0,0,0
14888,0,180,2,0,2,0,0,0
14889,1,26415,89,12,4,0,0,0
14890,0,110,2,0,2,0,0,0
14891,0,2445,20,0,2,0,0,0
14892,0,100,1,0,3,1,0,0
14893,0,705,3,0,2,0,0,0
14894,0,180,2,0,3,1,0,0
14895,0,180,2,0,2,0,0,0
14896,0,115,2,0,1,0,1,0
14897,0,915,9,0,2,0,0,0
14898,0,75,1,0,1,0,0,0
14899,0,120,2,0,3,0,0,0
14900,0,120,2,0,2,0,0,0
14901,0,2500,12,0,2,0,0,0
14902,0,355,5,0,1,0,0,0
14903,0,180,2,0,2,0,0,0
14904,0,280,2,0,1,0,1,0
14905,0,120,2,0,2,0,0,0
14906,0,2530,15,0,1,0,1,0
14907,0,120,2,0,2,0,1,0
14908,0,350,2,0,3,0,1,0
14909,0,120,2,0,2,1,1,0
14910,0,240,1,0,4,0,0,0
14911,0,1190,6,0,2,0,0,0
14912,0,95,1,0,1,0,0,0
14913,0,120,2,0,3,1,1,0
14914,0,100,1,0,3,0,1,0
14915,0,2105,9,0,3,0,0,0
14916,0,405,1,0,3,0,0,0
14917,1,1880,8,0,3,0,0,0
14918,0,2015,11,0,1,1,0,0
14919,0,135,4,0,1,0,1,0
14920,0,335,2,0,1,0,1,0
14921,0,115,5,0,2,0,0,0
14922,1,10840,40,8,2,0,0,0
14923,0,2820,9,0,1,0,1,0
14924,0,105,1,0,2,0,0,0
14925,0,500,6,0,1,0,0,0
14926,0,125,2,0,1,1,0,1
14927,0,1310,7,0,2,0,0,0
14928,0,580,4,0,3,1,0,0
14929,0,600,9,0,3,0,0,0
14930,0,905,8,0,2,0,0,1
14931,0,45,1,0,2,0,0,0
14932,0,300,2,0,3,0,0,0
14933,0,120,2,0,3,0,0,0
14934,1,1195,2,0,3,1,0,0
14935,0,995,6,0,1,0,0,0
14936,0,115,2,0,3,0,0,0
14937,0,230,2,0,3,0,1,0
14938,0,345,2,0,1,0,0,1
14939,0,90,1,0,2,0,1,0
14940,0,140,2,0,1,0,0,0
14941,0,180,2,0,2,1,0,0
14942,0,180,2,0,2,0,1,1
14943,0,1100,3,0,3,1,1,0
14944,0,165,2,0,4,1,0,0
14945,0,70,1,0,3,0,1,0
14946,0,120,2,0,2,0,0,0
14947,0,4160,11,0,3,0,1,0
14948,0,130,5,0,2,0,1,0
14949,0,180,2,0,2,0,0,0
14950,0,605,4,0,2,0,0,0
14951,0,1740,2,0,3,0,0,0
14952,0,2110,6,0,3,0,1,0
14953,0,125,2,0,4,1,0,0
14954,0,165,3,0,4,0,1,0
14955,0,350,4,0,4,0,0,0
14956,0,175,3,0,2,0,0,0
14957,1,10245,17,0,4,0,0,0
14958,0,1980,11,0,3,0,0,0
14959,0,505,3,0,4,0,1,0
14960,0,415,3,0,1,0,1,0
14961,0,850,4,0,3,0,0,0
14962,0,2165,8,0,2,0,0,0
14963,0,2925,14,0,3,0,1,0
14964,0,1900,7,0,3,0,0,0
14965,0,150,12,0,4,0,1,0
14966,0,580,3,0,4,0,0,0
14967,0,85,1,0,3,0,1,0
14968,0,560,3,0,3,0,0,0
14969,0,200,3,0,2,0,1,0
14970,0,420,4,0,2,0,0,0
14971,0,3005,2,0,4,1,0,0
14972,0,125,2,0,3,0,0,0
14973,0,535,12,0,2,0,1,0
14974,0,700,4,0,3,0,0,0
14975,0,180,2,0,3,0,0,0
14976,0,590,6,0,3,0,0,0
14977,0,45,1,0,2,0,0,0
14978,0,490,2,0,2,0,1,1
14979,0,2950,27,5,2,1,0,0
14980,0,90,1,0,1,0,0,0
14981,0,2310,10,0,3,0,0,0
14982,0,285,1,0,3,0,0,0
14983,0,205,2,0,1,1,0,0
14984,0,180,2,0,2,0,0,0
14985,0,1045,5,0,2,0,0,0
14986,0,155,2,0,4,1,0,0
14987,0,570,4,0,2,0,0,0
14988,0,225,3,0,3,1,0,0
14989,0,2590,15,2,2,0,0,0
14990,0,2925,8,0,2,0,1,0
14991,0,865,4,0,3,0,0,0
14992,0,875,5,0,3,0,0,0
14993,0,1220,4,0,3,0,0,0
14994,0,480,3,0,1,0,0,0
14995,0,60,1,0,1,0,1,0
14996,0,270,3,0,1,0,0,0
14997,0,1485,7,0,1,0,0,0
14998,0,295,2,0,1,0,0,0
14999,0,240,3,0,3,0,1,0
15000,0,180,2,0,3,0,0,0
15001,0,3760,18,0,1,0,0,0
15002,0,180,2,0,2,0,0,0
15003,0,215,3,0,1,0,0,0
15004,0,1405,7,0,2,0,0,0
15005,0,100,1,0,3,0,0,0
15006,0,435,4,0,1,0,0,0
15007,0,2260,9,0,3,1,0,0
15008,0,100,2,0,1,0,0,0
15009,1,6105,33,2,3,0,0,0
15010,0,1660,9,0,1,0,0,0
15011,0,200,4,0,1,0,0,0
15012,0,9350,19,2,1,0,1,0
15013,0,2570,3,0,2,0,0,0
15014,0,120,2,0,2,0,0,0
15015,0,1065,2,0,3,1,1,0
15016,0,1575,9,0,2,0,0,0
15017,0,1805,8,0,1,0,1,0
15018,0,200,3,0,3,0,0,0
15019,0,420,4,0,1,0,0,0
15020,0,1630,3,0,3,0,1,0
15021,0,400,4,0,4,0,0,0
15022,0,430,3,0,1,0,0,0
15023,0,150,1,0,3,1,0,0
15024,0,2775,12,0,3,0,0,0
15025,0,3630,5,0,1,1,0,0
15026,0,115,1,0,3,0,0,0
15027,0,115,2,0,1,0,1,0
15028,0,185,2,0,3,0,0,0
15029,0,125,2,0,1,0,0,0
15030,0,1110,9,0,1,0,0,0
15031,0,6870,24,2,1,0,0,0
15032,0,2770,3,0,1,0,0,0
15033,0,100,1,0,1,0,0,0
15034,0,3615,5,0,1,0,0,0
15035,0,555,5,0,1,0,0,0
15036,0,130,2,0,2,0,0,0
15037,0,125,2,0,2,0,0,0
15038,0,2020,5,0,1,0,0,0
15039,0,210,3,0,3,1,0,0
15040,0,775,7,0,2,0,0,0
15041,0,5845,15,0,3,0,0,0
15042,0,310,2,0,3,0,1,0
15043,0,285,5,0,2,0,0,0
15044,0,2710,7,0,4,0,0,0
15045,0,1645,5,0,1,0,0,0
15046,0,130,3,0,3,0,0,0
15047,0,180,2,0,1,0,0,0
15048,0,185,2,0,2,0,1,0
15049,0,580,2,0,3,1,0,0
15050,1,9315,17,0,3,0,0,0
15051,0,730,10,1,1,0,0,0
15052,0,900,5,0,1,0,0,0
15053,0,630,2,0,1,0,0,0
15054,0,9060,17,1,4,0,1,0
15055,0,1860,5,0,2,0,1,0
15056,0,210,1,0,1,0,0,0
15057,0,1965,9,0,3,0,0,0
15058,0,1315,10,0,3,0,0,0
15059,0,815,5,0,3,0,0,0
15060,0,1705,3,0,3,0,1,0
15061,0,20,2,0,3,0,0,0
15062,0,590,6,0,1,0,0,0
15063,0,120,2,0,1,0,0,0
15064,0,640,7,1,2,0,0,0
15065,0,95,1,0,3,0,0,0
15066,0,390,2,0,4,0,0,0
15067,0,135,1,0,3,1,0,0
15068,0,125,3,0,3,0,1,0
15069,0,120,2,0,1,0,0,0
15070,0,150,2,0,1,0,0,0
15071,0,60,1,0,2,0,0,0
15072,0,290,1,0,3,0,0,0
15073,0,375,2,0,2,0,1,0
15074,0,620,5,0,3,1,0,0
15075,0,515,4,0,1,1,1,0
15076,0,125,2,0,2,0,0,0
15077,0,205,2,0,4,0,0,0
15078,0,150,2,0,3,0,0,0
15079,0,70,1,0,3,0,1,0
15080,0,1860,8,0,2,0,0,0
15081,1,2925,13,1,3,0,0,0
15082,0,120,1,0,1,0,1,0
15083,0,600,5,0,3,0,1,0
15084,0,660,3,0,3,0,0,0
15085,0,465,2,0,3,0,0,0
15086,0,125,2,0,1,0,0,0
15087,0,1485,4,0,3,0,0,0
15088,1,1275,2,0,4,0,0,0
15089,0,2550,7,0,3,0,1,0
15090,1,1255,7,0,3,0,0,0
15091,0,240,4,0,1,0,0,0
15092,0,250,5,0,1,0,1,0
15093,0,1970,6,0,3,0,0,0
15094,0,90,1,0,3,0,0,0
15095,0,150,1,0,1,0,0,0
15096,0,615,4,0,1,0,0,0
15097,0,155,3,0,2,0,1,0
15098,0,120,1,0,1,1,1,0
15099,0,180,2,0,3,0,0,0
15100,0,95,1,0,2,0,0,0
15101,0,575,4,0,1,0,0,0
15102,0,185,2,0,2,0,0,0
15103,0,230,4,0,2,0,0,0
15104,0,490,6,1,3,0,0,0
15105,0,610,6,0,3,0,0,0
15106,0,2120,6,0,1,0,0,0
15107,0,90,1,0,3,0,0,0
15108,0,775,7,0,1,0,0,0
15109,0,180,2,0,2,0,0,0
15110,0,3070,18,0,2,0,0,0
15111,0,2180,14,0,1,0,0,0
15112,0,65,1,0,3,0,1,0
15113,0,1930,4,0,2,0,0,0
15114,0,750,4,0,2,0,1,0
15115,1,3495,6,0,3,0,1,0
15116,0,170,2,0,3,1,0,0
15117,1,7575,20,0,3,1,1,0
15118,0,220,2,0,1,0,1,1
15119,0,1250,6,0,2,0,1,0
15120,0,1045,8,0,1,0,0,0
15121,0,575,4,0,3,0,0,0
15122,0,55,1,0,2,0,0,0
15123,0,695,4,0,2,0,0,0
15124,0,100,1,0,4,1,1,0
15125,0,500,4,0,2,0,1,0
15126,0,180,2,0,2,0,0,0
15127,1,11645,25,1,3,1,1,0
15128,0,125,2,0,1,0,0,0
15129,0,100,2,0,1,0,0,0
15130,0,85,1,0,1,0,0,0
15131,0,65,1,0,3,1,0,0
15132,0,120,2,0,1,0,0,0
15133,0,575,4,0,1,0,0,0
15134,0,105,1,0,2,0,0,0
15135,0,2380,13,2,3,0,0,0
15136,0,180,2,0,2,0,1,0
15137,0,180,2,0,1,0,0,0
15138,0,125,2,0,2,0,0,0
15139,0,180,2,0,1,0,0,0
15140,0,125,2,0,4,1,0,0
15141,0,2115,7,0,3,0,1,1
15142,0,120,2,0,2,0,0,0
15143,0,120,2,0,3,1,0,0
15144,1,1780,9,0,3,0,0,0
15145,0,220,3,0,3,0,1,0
15146,0,90,1,0,4,1,0,0
15147,1,6580,16,0,3,0,1,0
15148,0,570,4,0,3,0,0,0
15149,0,90,1,0,3,0,0,0
15150,1,3005,5,0,4,0,0,0
15151,1,310,2,0,3,0,0,0
15152,0,500,4,0,3,0,0,0
15153,0,2390,11,2,1,0,0,0
15154,0,3040,13,4,1,0,0,0
15155,0,125,2,0,3,1,1,0
15156,0,220,3,0,2,0,0,0
15157,0,1430,7,0,3,0,1,0
15158,0,3380,17,0,2,0,0,0
15159,0,60,1,0,1,0,1,0
15160,0,1550,4,0,4,0,1,0
15161,1,6130,13,0,4,0,1,0
15162,0,250,3,0,3,1,0,0
15163,0,110,1,0,2,0,1,0
15164,0,440,3,0,3,0,1,0
15165,0,90,1,0,1,0,0,0
15166,1,5015,11,0,3,0,1,0
15167,0,3760,9,0,2,0,1,0
15168,0,105,1,0,1,0,1,0
15169,0,945,3,0,1,0,0,0
15170,0,305,3,0,2,0,0,0
15171,0,255,2,0,3,1,0,0
15172,0,1005,9,0,1,0,1,0
15173,0,2870,8,0,1,0,0,0
15174,0,90,1,0,1,1,1,0
15175,1,17345,26,0,3,0,0,0
15176,0,2080,7,0,2,0,0,0
15177,0,7295,9,0,2,0,1,0
15178,0,2590,7,0,3,0,0,0
15179,0,1420,3,0,3,0,1,0
15180,0,120,2,0,3,1,1,0
15181,0,1555,6,0,2,0,0,0
15182,0,185,2,0,1,0,0,0
15183,0,130,2,0,3,0,1,0
15184,0,95,1,0,2,0,1,0
15185,0,1245,5,0,1,0,0,0
15186,0,2770,19,0,1,0,0,0
15187,0,190,4,0,2,0,1,0
15188,0,575,4,0,2,0,0,0
15189,0,110,1,0,1,0,1,0
15190,1,10825,49,0,3,0,1,0
15191,0,3935,14,0,3,0,1,0
15192,0,150,2,0,3,0,1,0
15193,0,90,1,0,2,0,0,0
15194,0,155,1,0,3,0,0,0
15195,0,120,2,0,2,0,0,0
15196,0,900,5,0,1,0,0,0
15197,1,7185,13,0,4,0,0,0
15198,0,515,4,0,2,0,0,0
15199,0,2125,5,0,2,0,0,0
15200,0,1220,6,0,2,0,0,0
15201,0,345,3,0,1,0,0,0
15202,0,1250,6,0,4,1,0,0
15203,0,555,5,0,1,0,0,0
15204,0,395,3,0,1,0,1,0
15205,0,75,1,0,1,0,0,0
15206,0,255,4,0,3,0,0,0
15207,0,545,5,0,3,0,0,0
15208,0,335,5,0,3,0,0,0
15209,0,170,2,0,2,0,1,0
15210,0,65,1,0,4,1,0,0
15211,0,230,3,0,2,0,0,0
15212,0,2055,6,0,2,0,0,0
15213,0,95,1,0,1,0,0,0
15214,0,130,2,0,1,1,0,0
15215,0,125,2,0,1,0,0,0
15216,0,190,3,0,3,1,1,0
15217,0,180,2,0,3,0,0,0
15218,0,100,1,0,4,1,0,0
15219,0,15,1,0,1,0,0,0
15220,0,65,1,0,3,0,0,0
15221,0,1655,3,0,2,0,1,0
15222,1,2755,10,0,3,0,0,0
15223,0,180,2,0,2,0,0,0
15224,0,180,2,0,2,0,0,0
15225,0,335,6,0,1,0,0,0
15226,0,500,8,1,2,0,0,0
15227,0,85,2,0,4,0,1,0
15228,0,655,2,0,2,0,1,0
15229,0,460,4,0,2,0,0,0
15230,0,580,4,0,1,0,0,0
15231,0,60,1,0,1,0,0,0
15232,0,845,9,0,2,0,0,0
15233,0,90,1,0,1,0,0,0
15234,0,5650,9,0,2,0,1,0
15235,0,60,1,0,2,0,1,0
15236,0,65,1,0,2,0,0,0
15237,0,820,5,0,2,0,0,0
15238,0,345,3,0,3,0,0,0
15239,0,1070,4,0,1,0,0,0
15240,1,3430,13,0,3,1,0,0
15241,0,105,1,0,1,0,1,0
15242,0,1310,6,0,3,0,1,0
15243,1,7615,36,14,3,0,0,0
15244,1,2680,1,0,4,1,0,0
15245,0,275,4,0,2,0,0,0
15246,0,505,7,0,3,0,0,0
15247,0,190,3,0,1,1,0,0
15248,0,255,4,0,2,0,0,0
15249,0,180,2,0,2,0,0,0
15250,0,555,4,0,1,0,0,0
15251,0,105,1,0,1,0,0,0
15252,0,805,3,0,3,0,0,0
15253,0,2030,6,0,3,0,0,0
15254,0,180,2,0,3,0,0,0
15255,0,180,3,0,4,0,0,0
15256,0,1985,6,0,3,0,0,1
15257,0,120,2,0,2,0,0,0
15258,0,570,4,0,3,0,1,1
15259,0,400,2,0,3,0,0,0
15260,0,625,6,0,3,0,0,0
15261,0,2200,20,0,1,0,0,0
15262,0,590,4,0,2,0,0,0
15263,0,1795,5,0,2,0,1,0
15264,0,685,12,0,1,0,0,0
15265,0,1545,6,0,2,0,1,0
15266,0,135,3,0,2,0,1,0
15267,0,90,1,0,1,0,0,0
15268,0,130,2,0,1,0,0,0
15269,0,170,2,0,3,0,1,0
15270,0,525,4,0,1,0,0,0
15271,0,115,2,0,2,0,1,0
15272,0,10365,24,0,4,0,1,0
15273,0,380,3,0,2,0,0,0
15274,0,680,4,0,1,0,0,0
15275,0,525,4,0,1,0,0,0
15276,1,2465,8,0,4,1,0,0
15277,0,1845,7,0,1,0,0,0
15278,0,65,2,0,2,0,0,0
15279,0,25,1,0,2,0,0,0
15280,0,2250,9,0,3,0,0,0
15281,0,340,2,0,1,0,0,0
15282,0,965,7,0,2,0,1,0
15283,0,2435,17,0,2,0,0,0
15284,0,850,4,0,2,0,0,0
15285,0,185,2,0,1,0,0,0
15286,0,5460,19,0,2,0,0,0
15287,0,75,2,0,3,0,0,0
15288,0,835,7,1,2,0,0,0
15289,0,1850,8,0,3,0,0,0
15290,0,295,7,0,1,0,1,0
15291,0,405,2,0,3,1,0,0
15292,0,285,3,0,2,0,0,0
15293,0,570,5,0,3,0,0,0
15294,0,400,3,0,1,1,0,0
15295,1,7070,13,0,3,0,0,1
15296,1,2560,6,0,2,0,0,0
15297,0,345,2,0,3,0,0,0
15298,0,1720,7,0,3,1,0,0
15299,0,1765,6,0,3,0,0,0
15300,0,60,1,0,4,1,0,0
15301,0,125,2,0,2,0,0,0
15302,0,620,5,0,3,0,0,0
15303,0,120,4,0,3,0,0,0
15304,0,80,2,0,1,0,0,0
15305,0,120,1,0,1,0,0,0
15306,0,1620,9,0,2,0,0,0
15307,0,635,4,0,3,1,1,0
15308,0,60,1,0,1,0,1,0
15309,0,560,4,0,1,1,0,0
15310,0,2265,9,0,1,0,1,1
15311,0,1000,4,0,2,0,1,0
15312,0,130,3,0,3,1,0,0
15313,0,60,1,0,2,0,1,0
15314,0,125,2,0,1,0,0,0
15315,0,250,3,0,1,0,1,0
15316,0,720,4,0,2,0,0,0
15317,0,2380,6,0,3,0,1,0
15318,0,310,3,0,1,0,0,0
15319,0,120,2,0,3,0,0,0
15320,0,145,3,0,1,1,0,0
15321,0,235,12,0,3,0,0,0
15322,0,130,2,0,2,0,0,0
15323,0,280,3,0,2,0,0,0
15324,0,185,3,0,1,0,0,0
15325,0,175,3,0,3,0,1,0
15326,0,815,5,0,2,0,0,0
15327,0,80,2,0,2,0,0,0
15328,0,1500,4,0,2,0,0,0
15329,0,240,1,0,1,0,0,0
15330,0,2760,13,0,1,0,0,1
15331,0,60,1,0,2,0,1,0
15332,0,800,5,0,3,0,1,0
15333,0,20,1,0,1,1,0,0
15334,0,125,2,0,2,0,0,0
15335,0,655,1,0,3,0,1,0
15336,0,1605,3,0,3,0,0,0
15337,0,240,2,0,2,0,0,0
15338,0,1885,12,0,2,0,0,0
15339,0,700,2,0,3,0,0,0
15340,0,580,4,0,3,0,0,0
15341,0,1115,5,0,3,0,1,0
15342,0,4250,16,0,2,0,0,1
15343,0,120,2,0,2,0,1,0
15344,0,405,4,0,3,0,0,0
15345,0,90,1,0,3,1,0,0
15346,0,1590,10,0,1,0,0,0
15347,0,1200,13,0,3,1,1,0
15348,0,60,1,0,4,1,1,1
15349,0,540,4,0,3,0,0,0
15350,0,350,2,0,3,0,0,0
15351,0,20,1,0,2,1,1,0
15352,0,4505,17,0,2,0,0,0
15353,0,120,2,0,2,0,1,0
15354,0,2840,18,2,2,0,0,0
15355,0,50,1,0,2,0,0,0
15356,0,725,4,0,3,0,0,0
15357,0,4795,11,0,2,0,0,1
15358,0,710,7,0,2,0,0,0
15359,1,2100,12,0,3,0,0,0
15360,0,505,3,0,3,0,0,0
15361,0,175,2,0,2,0,0,0
15362,0,110,4,0,3,0,0,1
15363,0,60,1,0,2,0,0,0
15364,0,125,2,0,2,0,1,0
15365,0,65,1,0,1,0,0,0
15366,0,695,2,0,1,0,0,0
15367,0,130,3,0,1,0,0,0
15368,0,2125,5,0,1,0,1,0
15369,0,120,2,0,2,0,0,0
15370,0,120,2,0,3,0,0,0
15371,0,625,5,0,1,0,0,0
15372,1,1490,9,0,4,0,1,0
15373,0,135,3,0,1,1,0,0
15374,0,60,1,0,1,0,0,0
15375,0,115,2,0,3,0,1,0
15376,1,3295,13,0,4,1,0,0
15377,0,410,2,0,2,0,0,0
15378,0,460,3,0,3,1,0,0
15379,0,155,2,0,2,0,0,0
15380,1,8825,21,1,3,0,0,0
15381,0,120,2,0,3,0,1,1
15382,0,1690,8,0,1,0,0,0
15383,0,270,3,0,3,0,0,0
15384,0,5445,28,1,1,0,0,0
15385,0,175,4,0,2,0,0,0
15386,0,2390,10,0,3,0,0,0
15387,0,1105,6,0,3,0,1,0
15388,0,1140,5,0,2,0,1,0
15389,0,330,2,0,3,0,1,0
15390,0,3590,13,0,2,0,0,0
15391,1,8330,28,2,4,0,0,0
15392,0,75,1,0,1,0,0,0
15393,0,270,4,0,2,0,1,0
15394,0,3215,10,1,1,0,1,0
15395,1,4470,12,0,3,0,1,0
15396,0,3120,13,0,2,0,1,0
15397,0,1135,7,0,2,0,1,0
15398,0,555,5,0,3,0,0,0
15399,0,130,2,0,2,0,0,0
15400,0,120,2,0,2,0,1,0
15401,0,65,2,0,2,0,0,0
15402,0,60,1,0,2,0,0,0
15403,0,120,2,0,3,0,0,0
15404,0,590,4,0,2,0,0,0
15405,1,2440,9,0,3,0,0,0
15406,0,510,4,0,3,0,0,0
15407,0,155,2,0,2,1,1,0
15408,0,665,10,0,3,0,1,0
15409,0,635,7,0,3,0,0,0
