ID,subscribedYN,sec,sessions_completed,series_completed,experience,focus_n,gender_n,dob_given
5294,1,1330,6,0,4,0,1,1
5295,0,1320,13,0,2,0,0,1
5296,0,1295,3,0,3,0,0,1
5297,0,6000,17,2,3,0,0,1
5298,0,110,3,0,1,0,1,1
5299,0,65,1,0,3,1,1,1
5300,0,1220,3,0,2,0,0,1
5301,0,1935,1,0,1,1,0,1
5302,0,2960,6,0,1,0,1,1
5303,1,6850,4,0,3,1,0,1
5304,0,95,2,0,3,0,1,1
5305,0,1035,4,0,1,1,1,1
5306,0,940,5,0,3,0,0,1
5307,0,245,3,0,1,0,1,1
5308,0,700,2,0,2,0,1,1
5309,0,80,1,0,3,0,0,1
5310,0,960,2,0,3,0,1,1
5311,0,390,1,0,2,0,0,1
5312,0,1665,6,0,2,0,1,1
5313,0,1100,3,0,3,0,0,1
5314,0,185,1,0,2,0,1,1
5315,0,1655,6,0,2,0,1,1
5316,0,3085,5,0,1,0,0,1
5317,0,1790,4,0,2,0,1,1
5318,0,65,1,0,2,0,0,1
5319,0,90,1,0,2,0,1,1
5320,0,20,1,0,1,0,0,1
5321,0,4465,13,2,1,0,1,1
5322,0,60,1,0,2,0,0,1
5323,0,700,2,0,2,0,0,1
5324,0,40,1,0,2,0,0,1
5325,0,230,1,0,3,0,0,1
5326,0,1240,1,0,1,1,1,1
5327,0,865,5,0,2,0,0,1
5328,0,3355,9,0,1,0,1,1
5329,0,155,1,0,1,0,1,1
5330,0,2845,6,0,4,0,0,1
5331,1,10420,19,0,3,0,0,1
5332,0,680,2,0,1,0,1,1
5333,0,2565,20,0,2,0,0,1
5334,0,855,3,0,1,0,0,1
5335,0,1605,3,0,2,0,1,1
5336,0,60,1,0,1,0,1,1
5337,0,800,5,0,3,1,0,1
5338,0,20,1,0,1,0,0,1
5339,0,4925,4,0,3,1,0,1
5340,0,1305,2,0,2,0,0,1
5341,0,1285,4,0,2,0,1,1
5342,0,1330,3,0,3,0,1,1
5343,0,1530,3,0,2,0,1,1
5344,0,300,2,0,3,0,0,1
5345,0,225,1,0,1,0,0,1
5346,0,1000,2,0,2,0,0,1
5347,1,700,1,0,3,0,1,1
5348,0,15,1,0,2,0,1,1
5349,0,3335,8,0,1,0,1,1
5350,1,4125,9,0,3,0,1,1
5351,0,700,2,0,2,0,0,1
5352,0,915,2,0,3,0,1,1
5353,0,75,1,0,1,0,1,1
5354,0,700,2,0,3,0,0,1
5355,0,95,2,0,3,0,0,1
5356,0,2510,9,0,1,0,1,1
5357,0,140,2,0,3,0,1,1
5358,0,2465,7,0,2,0,1,1
5359,0,2015,3,0,3,0,0,1
5360,0,1510,3,0,1,0,1,1
5361,0,690,2,0,2,0,1,1
5362,1,3560,7,0,3,0,0,1
5363,0,1335,4,0,3,0,0,1
5364,0,90,1,0,2,0,0,1
5365,0,2045,6,0,4,0,0,1
5366,0,2770,4,0,2,0,1,1
5367,0,75,1,0,3,1,1,1
5368,0,1220,2,0,1,0,1,1
5369,0,660,2,0,2,0,1,1
5370,0,20,1,0,1,0,1,1
5371,0,160,1,0,3,0,0,1
5372,0,1520,6,0,3,0,1,1
5373,0,90,1,0,3,0,0,1
5374,0,340,1,0,3,0,1,1
5375,0,830,2,0,1,0,1,1
5376,0,110,3,0,3,0,0,1
5377,0,870,3,0,3,0,1,1
5378,1,1915,4,0,4,0,0,1
5379,0,1265,1,0,3,1,0,1
5380,0,20,1,0,2,0,1,1
5381,0,420,1,0,1,0,1,1
5382,0,90,1,0,1,0,0,1
5383,0,1130,4,0,3,0,0,1
5384,0,1275,3,0,3,0,0,1
5385,0,4620,13,0,3,0,1,1
5386,1,4055,8,0,4,0,1,1
5387,0,310,1,0,1,0,1,1
5388,0,610,3,0,2,0,0,1
5389,0,4935,11,0,2,0,1,1
5390,0,930,2,0,3,0,1,1
5391,0,75,1,0,3,0,1,1
5392,0,780,2,0,2,0,1,1
5393,0,2375,6,0,2,0,1,1
5394,0,1320,4,0,3,0,1,1
5395,0,15,1,0,1,0,1,1
5396,0,945,2,0,3,1,1,1
5397,0,40,1,0,1,0,1,1
5398,0,2455,6,0,1,0,0,1
5399,0,285,1,0,2,0,0,1
5400,0,670,2,0,2,0,0,1
5401,0,620,2,0,1,0,0,1
5402,1,890,1,0,4,1,0,1
5403,1,4990,8,0,3,0,0,1
5404,0,30,1,0,2,0,0,1
5405,0,165,1,0,1,0,0,1
5406,0,1475,9,0,4,0,1,1
5407,0,15,1,0,2,0,1,1
5408,0,665,3,0,3,0,0,1
5409,0,125,1,0,2,0,1,1
5410,0,620,2,0,2,0,1,1
5411,0,665,2,0,2,0,0,1
5412,0,555,9,0,1,0,0,1
5413,0,40,1,0,2,0,1,1
5414,0,4880,3,0,3,1,0,1
5415,0,20,1,0,3,1,1,1
5416,0,2755,5,0,3,0,0,1
5417,0,1725,1,0,1,1,0,1
5418,0,455,3,0,2,0,1,1
5419,1,6370,8,0,3,0,0,1
5420,0,1450,3,0,1,0,0,1
5421,0,3670,9,0,3,0,0,1
5422,0,105,1,0,3,0,0,1
5423,0,1190,3,0,2,0,1,1
5424,0,1955,4,0,2,0,1,1
5425,1,205,1,0,4,0,1,1
5426,0,975,3,0,2,0,0,1
5427,0,235,1,0,2,0,1,1
5428,0,3275,6,0,3,0,1,1
5429,1,5225,8,0,3,0,1,1
5430,0,1270,3,0,3,0,1,1
5431,0,6825,13,0,2,0,0,1
5432,0,230,4,0,3,0,0,1
5433,0,695,2,0,3,0,1,1
5434,0,105,1,0,1,0,1,1
5435,0,1140,3,0,3,0,1,1
5436,0,1020,2,0,2,0,0,1
5437,0,170,1,0,1,0,1,1
5438,0,2385,5,0,1,0,1,1
5439,0,3015,11,0,1,0,1,1
5440,0,695,2,0,1,0,0,1
5441,0,120,3,0,3,0,1,1
5442,0,715,3,0,3,0,1,1
5443,1,4395,11,0,3,0,0,1
5444,0,605,2,0,4,1,0,1
5445,0,760,2,0,1,0,1,1
5446,0,1040,3,0,1,0,0,1
5447,0,95,1,0,3,0,0,1
5448,0,380,3,0,2,0,0,1
5449,0,120,2,0,3,0,0,1
5450,0,2670,6,0,1,0,1,1
5451,0,4655,16,0,2,0,1,1
5452,0,4505,11,0,3,0,0,1
5453,0,3300,13,0,3,0,1,1
5454,0,2885,17,0,2,0,1,1
5455,0,40,1,0,2,0,0,1
5456,0,685,1,0,2,1,1,1
5457,0,710,3,0,2,0,0,1
5458,0,3435,13,0,1,0,0,1
5459,0,50,1,0,2,0,1,1
5460,0,660,2,0,4,0,0,1
5461,0,415,3,0,3,1,1,1
5462,0,1360,3,0,1,0,1,1
5463,0,210,1,0,1,0,1,1
5464,0,330,2,0,2,0,1,1
5465,0,150,1,0,2,0,0,1
5466,0,1195,3,0,2,0,1,1
5467,0,420,2,0,2,0,0,1
5468,0,455,2,0,1,1,0,1
5469,0,125,2,0,4,1,0,1
5470,0,60,1,0,2,0,0,1
5471,0,1265,3,0,3,0,0,1
5472,0,220,1,0,1,0,0,1
5473,0,3630,11,0,3,0,1,1
5474,0,1165,4,0,3,0,0,1
5475,0,140,2,0,1,0,1,1
5476,0,320,6,0,3,0,1,1
5477,0,730,2,0,3,0,0,1
5478,0,1815,6,0,2,0,1,1
5479,0,215,3,0,1,0,1,1
5480,0,180,2,0,3,0,1,1
5481,0,525,4,0,2,0,1,1
5482,0,310,4,0,2,0,0,1
5483,0,155,3,0,1,0,1,1
5484,0,940,3,0,3,1,0,1
5485,0,3305,12,0,3,0,1,1
5486,0,480,2,0,3,0,0,1
5487,0,65,1,0,4,1,1,1
5488,0,555,2,0,3,0,1,1
5489,1,6325,7,0,3,0,1,1
5490,0,15,1,0,1,0,1,1
5491,1,1210,3,0,2,0,0,1
5492,0,2230,9,0,3,0,0,1
5493,0,3770,21,4,2,0,0,1
5494,0,870,5,0,3,0,1,1
5495,0,765,4,0,3,0,1,1
5496,0,160,3,0,2,0,0,1
5497,0,825,5,0,1,0,0,1
5498,0,40,1,0,2,0,1,1
5499,0,2440,1,0,3,1,0,1
5500,0,135,3,0,2,0,1,1
5501,0,95,1,0,3,1,1,1
5502,0,645,3,0,3,0,0,1
5503,0,875,7,0,3,0,1,1
5504,0,695,2,0,3,0,1,1
5505,0,1345,3,0,3,0,0,1
5506,0,95,1,0,1,0,1,1
5507,0,1045,4,0,3,0,1,1
5508,0,565,13,0,3,0,0,1
5509,0,20,1,0,1,0,1,1
5510,0,520,4,0,3,0,0,1
5511,0,535,6,1,3,0,1,1
5512,0,510,4,0,2,0,0,1
5513,0,730,4,0,2,0,1,1
5514,0,285,1,0,4,1,0,1
5515,0,170,2,0,1,1,0,1
5516,0,5580,19,0,3,1,0,1
5517,0,170,2,0,1,0,0,1
5518,0,815,15,0,2,0,1,1
5519,0,985,6,0,2,0,0,1
5520,0,580,4,0,2,0,0,1
5521,0,95,1,0,3,0,1,1
5522,0,125,1,0,3,0,0,1
5523,0,1645,4,0,3,0,0,1
5524,0,1085,5,0,3,0,1,1
5525,0,1200,6,0,3,0,0,1
5526,0,190,2,0,2,0,0,1
5527,0,1400,2,0,3,1,1,1
5528,0,780,5,0,2,0,1,1
5529,0,180,2,0,2,0,1,1
5530,0,10185,27,0,4,1,0,1
5531,0,725,4,0,4,0,1,1
5532,0,625,4,0,2,0,1,1
5533,0,65,1,0,2,0,0,1
5534,0,200,11,0,2,0,1,1
5535,0,830,4,0,2,0,0,1
5536,0,355,4,0,1,1,1,1
5537,0,4460,19,0,1,1,0,1
5538,0,290,4,0,3,0,1,1
5539,0,245,2,0,3,0,1,1
5540,0,915,6,0,2,0,0,1
5541,0,65,1,0,3,0,0,1
5542,0,540,9,0,4,0,0,1
5543,0,60,1,0,3,0,1,1
5544,0,510,5,0,2,0,1,1
5545,0,255,4,0,1,0,1,1
5546,0,125,2,0,2,0,0,1
5547,0,155,7,0,3,0,0,1
5548,0,35,1,0,2,0,1,1
5549,0,405,2,0,2,0,0,1
5550,0,240,2,0,2,0,1,1
5551,0,130,1,0,3,0,0,1
5552,0,40,1,0,1,0,0,1
5553,1,6415,18,0,3,0,0,1
5554,0,415,6,0,2,0,1,1
5555,0,820,5,0,3,0,1,1
5556,0,120,2,0,2,0,1,1
5557,0,480,6,0,4,0,0,1
5558,0,2255,9,0,2,0,0,1
5559,0,280,1,0,3,0,1,1
5560,0,1255,7,0,2,0,1,1
5561,0,805,4,0,3,0,1,1
5562,0,185,2,0,2,0,0,1
5563,0,95,1,0,2,0,1,1
5564,0,600,6,0,3,0,1,1
5565,0,125,2,0,2,0,1,1
5566,0,1615,9,0,2,0,0,1
5567,0,95,1,0,2,0,1,1
5568,0,570,4,0,2,0,0,1
5569,0,2155,4,0,3,0,0,1
5570,0,520,4,0,3,0,0,1
5571,0,180,4,0,3,0,1,1
5572,0,630,5,0,3,0,0,1
5573,0,1075,5,0,3,1,0,1
5574,0,970,3,0,1,0,0,1
5575,0,50,1,0,1,0,0,1
5576,0,135,2,0,2,0,0,1
5577,0,100,1,0,3,0,0,1
5578,0,185,3,0,3,0,0,1
5579,0,225,1,0,3,1,0,1
5580,0,60,1,0,3,0,1,1
5581,0,170,1,0,3,0,1,1
5582,0,120,2,0,3,0,1,1
5583,0,80,1,0,4,0,0,1
5584,0,175,2,0,1,0,1,1
5585,0,580,4,0,3,0,0,1
5586,0,305,4,0,2,1,0,1
5587,0,520,4,0,3,0,0,1
5588,0,2130,11,0,2,0,0,1
5589,0,175,3,0,1,0,0,1
5590,0,280,2,0,3,0,1,1
5591,0,425,3,0,1,0,1,1
5592,0,420,4,0,1,0,1,1
5593,0,125,2,0,2,0,0,1
5594,0,350,9,0,1,0,1,1
5595,0,5540,15,0,3,0,0,1
5596,0,125,2,0,2,0,1,1
5597,0,945,6,0,1,0,1,1
5598,1,3110,9,0,4,0,0,1
5599,0,1725,8,0,3,0,1,1
5600,0,780,4,0,3,0,0,1
5601,0,9280,36,3,3,0,0,1
5602,0,120,2,0,2,0,1,1
5603,0,370,1,0,3,0,1,1
5604,0,2020,9,0,3,1,1,1
5605,0,65,1,0,2,0,1,1
5606,0,60,1,0,3,0,1,1
5607,0,1780,8,0,1,0,1,1
5608,0,120,2,0,3,0,1,1
5609,0,300,2,0,3,0,0,1
5610,0,2020,13,0,3,0,0,1
5611,0,235,4,0,3,0,0,1
5612,0,90,1,0,2,0,0,1
5613,0,830,3,0,3,0,0,1
5614,0,750,8,0,3,0,1,1
5615,0,205,2,0,1,0,0,1
5616,0,685,6,0,3,0,0,1
5617,0,90,1,0,3,0,1,1
5618,0,720,4,0,3,0,1,1
5619,0,265,3,0,3,0,1,1
5620,0,60,1,0,1,0,0,1
5621,0,70,2,0,3,1,0,1
5622,0,90,1,0,3,0,1,1
5623,0,75,1,0,3,1,1,1
5624,0,4055,22,0,3,1,0,1
5625,0,610,5,0,2,0,0,1
5626,0,690,2,0,3,0,0,1
5627,0,110,1,0,1,0,1,1
5628,0,130,3,0,2,0,1,1
5629,0,185,2,0,2,0,0,1
5630,0,90,2,0,3,0,1,1
5631,0,765,13,2,4,0,0,1
5632,0,475,3,0,2,0,1,1
5633,0,890,5,0,2,0,0,1
5634,0,65,1,0,3,1,1,1
5635,1,6620,27,1,3,0,0,1
5636,0,825,4,0,3,0,0,1
5637,0,150,3,0,3,0,0,1
5638,0,100,1,0,1,0,0,1
5639,0,60,1,0,2,0,1,1
5640,0,180,2,0,1,0,0,1
5641,1,3405,11,0,4,0,0,1
5642,0,435,5,0,3,0,1,1
5643,1,1485,3,0,3,0,1,1
5644,0,125,2,0,3,0,0,1
5645,0,180,2,0,3,0,0,1
5646,0,180,2,0,2,0,0,1
5647,0,120,3,0,3,0,0,1
5648,0,1775,4,0,2,0,0,1
5649,0,1160,4,0,4,0,0,1
5650,0,1390,5,0,2,0,1,1
5651,0,1150,3,0,1,0,0,1
5652,0,8040,20,2,1,0,1,1
5653,0,445,2,0,1,0,1,1
5654,0,370,1,0,2,0,1,1
5655,0,4310,13,0,2,0,0,1
5656,0,3185,14,1,3,0,1,1
5657,0,1525,5,0,3,0,1,1
5658,0,960,4,0,2,0,0,1
5659,0,805,5,0,1,0,1,1
5660,0,925,7,0,2,0,1,1
5661,0,1850,8,0,3,1,0,1
5662,0,580,8,0,1,0,0,1
5663,0,115,2,0,4,1,0,1
5664,0,480,4,0,3,0,1,1
5665,0,85,1,0,3,1,1,1
5666,0,120,2,0,3,0,1,1
5667,0,11480,22,0,3,0,0,1
5668,0,1300,6,0,2,0,1,1
5669,0,1005,6,0,2,1,0,1
5670,0,2000,33,0,3,0,1,1
5671,0,570,2,0,4,0,1,1
5672,0,265,6,0,4,1,0,1
5673,0,225,5,0,3,0,1,1
5674,0,4680,11,3,1,1,1,1
5675,0,200,2,0,3,0,0,1
5676,0,1130,5,0,3,0,0,1
5677,0,4170,31,0,1,0,0,1
5678,0,140,2,0,1,0,0,1
5679,0,560,4,0,2,0,1,1
5680,0,800,4,0,2,0,0,1
5681,0,1130,6,0,3,0,0,1
5682,0,590,4,0,2,0,1,1
5683,0,165,2,0,3,0,1,1
5684,1,3685,11,0,2,0,1,1
5685,0,570,4,0,1,0,1,1
5686,0,1415,7,0,2,0,1,1
5687,0,1435,14,0,3,0,0,1
5688,0,135,2,0,3,0,1,1
5689,0,650,2,0,4,0,0,1
5690,0,260,3,0,1,0,1,1
5691,0,1620,7,0,2,0,0,1
5692,0,130,2,0,1,1,0,1
5693,0,2475,12,2,2,0,0,1
5694,0,745,4,0,2,0,1,1
5695,0,110,1,0,2,0,1,1
5696,0,135,1,0,3,0,1,1
5697,1,2805,6,0,3,0,1,1
5698,0,1455,7,0,1,0,1,1
5699,0,1395,4,0,3,0,1,1
5700,0,175,2,0,1,0,1,1
5701,0,60,1,0,1,0,0,1
5702,0,405,2,0,3,0,1,1
5703,0,395,2,0,1,0,1,1
5704,0,7665,25,0,3,0,1,1
5705,0,3100,7,0,2,0,1,1
5706,0,90,1,0,3,0,1,1
5707,0,2345,13,0,3,0,1,1
5708,0,4455,11,0,1,0,0,1
5709,0,1530,7,0,1,0,0,1
5710,0,3405,7,0,3,0,0,1
5711,0,1065,5,0,3,0,1,1
5712,0,1040,4,0,3,0,1,1
5713,0,1155,3,0,2,0,0,1
5714,0,125,2,0,1,0,0,1
5715,0,2490,5,0,4,0,1,1
5716,0,20,7,0,1,0,0,1
5717,0,135,2,0,3,0,0,1
5718,1,4805,8,0,3,0,0,1
5719,0,1790,3,0,2,0,1,1
5720,0,130,2,0,3,0,1,1
5721,0,2395,5,0,3,0,1,1
5722,0,95,2,0,1,0,0,1
5723,0,1985,10,0,3,0,1,1
5724,0,60,1,0,2,0,1,1
5725,0,355,2,0,3,1,0,1
5726,0,3920,13,1,3,0,1,1
5727,0,745,3,0,2,0,1,1
5728,0,3890,15,2,4,1,0,1
5729,0,1245,4,0,1,0,1,1
5730,0,845,5,0,2,0,0,1
5731,0,1040,5,0,3,0,1,1
5732,0,100,2,0,3,0,1,1
5733,1,30,1,0,4,0,0,1
5734,1,1870,4,0,4,0,0,1
5735,0,7970,21,0,3,0,0,1
5736,0,785,4,0,2,0,0,1
5737,0,150,3,0,1,0,0,1
5738,0,810,6,0,1,0,0,1
5739,1,11345,6,0,4,1,0,1
5740,0,645,4,0,4,0,1,1
5741,0,95,1,0,3,0,0,1
5742,0,95,3,0,1,1,1,1
5743,0,3045,5,0,1,0,1,1
5744,0,70,1,0,2,0,1,1
5745,0,325,2,0,1,0,0,1
5746,0,140,2,0,3,0,0,1
5747,1,2445,7,0,4,0,0,1
5748,0,100,1,0,4,1,1,1
5749,0,850,3,0,2,0,1,1
5750,1,22815,22,2,4,1,0,1
5751,0,1690,5,0,1,0,1,1
5752,0,375,2,0,3,0,1,1
5753,1,14875,18,2,3,0,1,1
5754,0,520,4,0,1,0,1,1
5755,0,755,8,0,1,0,0,1
5756,0,910,5,0,2,0,1,1
5757,0,2465,7,0,2,0,1,1
5758,0,8345,21,0,3,0,0,1
5759,0,375,3,0,2,0,1,1
5760,0,85,2,0,1,0,0,1
5761,0,125,2,0,3,0,0,1
5762,0,1355,9,0,1,0,0,1
5763,0,130,2,0,1,0,0,1
5764,0,5115,6,0,1,0,0,1
5765,0,885,5,0,2,0,1,1
5766,1,5135,6,0,4,0,0,1
5767,0,1585,4,0,3,0,1,1
5768,0,385,2,0,2,0,1,1
5769,0,115,1,0,3,1,1,1
5770,0,4540,11,0,1,0,1,1
5771,0,810,6,0,2,0,0,1
5772,0,95,1,0,4,1,0,1
5773,0,120,2,0,3,0,0,1
5774,0,125,2,0,2,0,0,1
5775,0,180,2,0,3,0,0,1
5776,0,500,4,0,3,0,0,1
5777,0,120,2,0,2,0,1,1
5778,0,115,2,0,3,0,0,1
5779,0,3350,9,0,3,0,0,1
5780,0,60,1,0,1,0,1,1
5781,0,140,2,0,2,0,1,1
5782,0,165,2,0,1,0,1,1
5783,0,10105,14,0,4,1,1,1
5784,0,7755,13,0,2,0,1,1
5785,0,310,3,0,3,0,0,1
5786,0,1365,8,0,3,0,0,1
5787,0,2875,8,0,2,0,1,1
5788,0,130,2,0,2,0,1,1
5789,0,1810,10,0,3,0,0,1
5790,0,1210,4,0,1,0,1,1
5791,0,175,3,0,1,0,0,1
5792,0,820,5,0,3,0,0,1
5793,0,545,5,0,2,0,1,1
5794,1,120,2,0,4,1,0,1
5795,0,3140,13,0,1,0,1,1
5796,0,2030,9,0,1,0,1,1
5797,0,130,2,0,3,1,1,1
5798,1,17375,35,0,1,0,1,1
5799,0,75,2,0,4,0,1,1
5800,0,530,4,0,3,0,1,1
5801,0,3230,7,0,1,0,1,1
5802,0,120,2,0,2,0,1,1
5803,0,3815,9,0,3,0,1,1
5804,0,1220,6,0,2,0,1,1
5805,0,165,2,0,3,0,0,1
5806,0,60,1,0,2,0,1,1
5807,0,430,2,0,2,0,1,1
5808,0,1165,35,0,3,0,0,1
5809,0,2300,7,0,3,0,0,1
5810,0,400,2,0,3,0,0,1
5811,0,3820,11,0,3,1,1,1
5812,0,1755,5,0,1,0,1,1
5813,0,90,1,0,2,0,0,1
5814,0,65,1,0,3,0,0,1
5815,0,175,2,0,3,0,1,1
5816,0,130,2,0,3,1,1,1
5817,0,710,2,0,3,0,1,1
5818,0,110,2,0,1,0,1,1
5819,0,490,5,0,3,0,1,1
5820,0,1645,20,0,3,0,1,1
5821,0,930,5,0,3,0,0,1
5822,0,1320,1,0,2,0,1,1
5823,0,2255,5,0,3,0,1,1
5824,0,125,6,0,2,0,1,1
5825,0,120,2,0,3,0,1,1
5826,0,765,3,0,3,0,1,1
5827,0,1270,11,0,2,0,1,1
5828,0,575,2,0,2,0,1,1
5829,0,1015,4,0,2,0,0,1
5830,0,1910,8,0,2,0,1,1
5831,0,440,7,0,1,0,1,1
5832,0,100,1,0,2,1,1,1
5833,0,1065,5,0,1,0,1,1
5834,0,1830,6,0,1,0,1,1
5835,0,2945,6,0,4,1,1,1
5836,0,890,5,0,2,0,0,1
5837,0,510,4,0,1,0,1,1
5838,0,810,6,0,1,0,1,1
5839,0,705,3,0,3,0,0,1
5840,0,3415,4,0,3,0,1,1
5841,0,745,3,0,3,0,1,1
5842,0,1055,6,0,1,0,1,1
5843,0,1165,3,0,1,0,1,1
5844,0,1200,3,0,3,0,1,1
5845,0,15,1,0,1,0,1,1
5846,0,40,1,0,4,0,1,1
5847,0,20,1,0,1,0,1,1
5848,0,5120,7,0,2,0,1,1
5849,0,760,3,0,3,0,1,1
5850,0,695,2,0,3,0,0,1
5851,0,1040,5,0,2,0,1,1
5852,0,1895,10,0,2,0,0,1
5853,0,855,3,0,3,1,1,1
5854,0,2780,17,0,2,0,1,1
5855,0,1230,6,0,2,0,1,1
5856,0,90,1,0,3,0,1,1
5857,0,2965,7,0,3,0,1,1
5858,1,3850,10,0,3,0,0,1
5859,0,95,2,0,3,1,1,1
5860,0,560,2,0,2,0,1,1
5861,1,3625,4,0,2,0,1,1
5862,0,875,4,0,2,0,0,1
5863,1,710,4,0,4,0,1,1
5864,0,1035,3,0,3,0,1,1
5865,0,1130,4,0,2,0,1,1
5866,0,180,2,0,2,0,1,1
5867,0,1855,6,0,2,0,0,1
5868,0,1540,5,0,3,1,1,1
5869,0,1015,3,0,2,0,0,1
5870,0,925,2,0,3,0,1,1
5871,0,90,1,0,2,0,1,1
5872,0,40,2,0,1,0,1,1
5873,0,3195,12,0,3,0,1,1
5874,0,920,2,0,2,0,1,1
5875,0,3070,7,0,1,0,0,1
5876,0,20,1,0,1,0,1,1
5877,0,1485,5,0,2,0,0,1
5878,0,15,1,0,3,0,1,1
5879,0,110,1,0,3,1,1,1
5880,0,2290,2,0,3,1,0,1
5881,0,1845,4,0,3,0,0,1
5882,0,325,4,0,3,0,0,1
5883,0,105,2,0,1,0,0,1
5884,0,50,1,0,1,0,0,1
5885,0,8250,18,0,2,0,0,1
5886,0,65,1,0,2,0,0,1
5887,0,1260,2,0,3,1,1,1
5888,0,120,2,0,2,0,1,1
5889,1,5415,2,0,4,1,0,1
5890,0,585,4,0,2,0,1,1
5891,0,150,2,0,2,0,1,1
5892,0,465,3,0,3,0,1,1
5893,0,925,4,0,1,1,1,1
5894,0,200,3,0,1,0,1,1
5895,0,120,2,0,3,1,1,1
5896,0,275,1,0,1,0,1,1
5897,0,465,3,0,1,0,0,1
5898,0,90,1,0,1,0,1,1
5899,0,4260,16,2,1,0,1,1
5900,0,135,2,0,1,0,1,1
5901,1,5350,11,0,4,0,1,1
5902,0,895,5,0,2,0,0,1
5903,0,1210,6,0,2,0,0,1
5904,0,165,2,0,3,1,0,1
5905,0,125,2,0,3,0,1,1
5906,0,105,2,0,4,0,0,1
5907,0,60,1,0,3,0,0,1
5908,0,3070,7,1,3,0,1,1
5909,1,12710,37,0,3,0,0,1
5910,0,15,1,0,1,0,1,1
5911,0,180,5,0,1,0,1,1
5912,0,4300,16,2,1,0,1,1
5913,0,1855,7,0,3,0,1,1
5914,0,90,1,0,1,1,0,1
5915,0,645,2,0,2,0,1,1
5916,1,1125,4,0,2,0,0,1
5917,0,155,3,0,3,0,0,1
5918,0,1945,8,0,1,0,1,1
5919,0,90,1,0,1,0,1,1
5920,1,8335,18,0,1,0,1,1
5921,0,3230,8,0,3,0,0,1
5922,0,825,2,0,3,0,1,1
5923,0,700,3,0,3,0,0,1
5924,0,615,2,0,3,0,1,1
5925,1,6505,24,0,3,0,0,1
5926,0,30,1,0,1,0,0,1
5927,0,435,2,0,3,1,0,1
5928,0,90,1,0,2,0,1,1
5929,0,180,2,0,3,1,0,1
5930,0,180,2,0,1,0,0,1
5931,0,1200,5,0,3,0,1,1
5932,0,2000,5,0,3,0,0,1
5933,0,920,3,0,1,0,1,1
5934,0,45,1,0,1,0,0,1
5935,0,1180,6,0,3,0,0,1
5936,0,90,1,0,3,0,0,1
5937,0,600,2,0,4,0,1,1
5938,0,245,3,0,3,0,0,1
5939,0,1440,3,0,4,0,0,1
5940,0,290,3,0,3,0,1,1
5941,0,65,1,0,2,0,1,1
5942,0,470,2,0,3,0,0,1
5943,0,45,1,0,1,0,0,1
5944,0,540,2,0,3,0,1,1
5945,0,180,2,0,2,0,0,1
5946,0,810,3,0,4,0,1,1
5947,0,1310,7,0,2,0,0,1
5948,1,4935,21,0,3,0,0,1
5949,0,65,1,0,4,0,0,1
5950,0,90,1,0,3,0,0,1
5951,1,1225,6,0,3,0,1,1
5952,0,105,1,0,3,0,0,1
5953,0,580,4,0,3,0,1,1
5954,0,115,2,0,4,0,0,1
5955,0,195,3,0,3,0,0,1
5956,0,120,2,0,3,0,0,1
5957,0,760,4,0,2,0,0,1
5958,0,6215,11,0,2,0,0,1
5959,0,70,2,0,3,1,1,1
5960,0,190,2,0,3,0,0,1
5961,1,3500,8,0,3,0,1,1
5962,0,105,1,0,3,0,0,1
5963,0,35,1,0,1,0,1,1
5964,0,125,2,0,2,0,0,1
5965,1,1755,5,0,4,1,0,1
5966,0,35,1,0,1,0,0,1
5967,0,630,3,0,3,0,0,1
5968,0,140,2,0,3,0,0,1
5969,0,595,4,0,3,0,0,1
5970,0,100,1,0,3,0,0,1
5971,0,100,1,0,3,0,0,1
5972,0,490,3,0,2,0,0,1
5973,0,990,4,0,3,0,1,1
5974,0,3950,11,0,3,0,0,1
5975,0,460,4,0,3,0,0,1
5976,0,125,2,0,3,0,0,1
5977,0,2345,6,0,3,0,0,1
5978,0,180,2,0,2,0,0,1
5979,0,690,7,0,3,0,0,1
5980,0,9415,22,0,3,0,0,1
5981,0,7645,17,0,3,0,0,1
5982,0,80,1,0,2,0,0,1
5983,0,180,2,0,1,0,0,1
5984,0,520,4,0,3,0,1,1
5985,0,415,8,0,3,0,0,1
5986,1,5705,10,0,3,0,1,1
5987,0,865,5,0,3,0,1,1
5988,0,90,1,0,3,0,0,1
5989,0,150,3,0,3,0,0,1
5990,0,140,1,0,3,1,0,1
5991,0,180,2,0,2,0,0,1
5992,0,820,5,0,3,0,1,1
5993,0,60,1,0,3,0,1,1
5994,0,155,2,0,3,0,0,1
5995,0,60,1,0,2,0,0,1
5996,0,1760,8,0,1,0,1,1
5997,1,2815,10,0,4,1,1,1
5998,0,635,1,0,4,0,1,1
5999,0,120,2,0,2,0,1,1
6000,0,195,3,0,2,0,1,1
6001,0,190,2,0,3,0,1,1
6002,0,65,1,0,1,0,0,1
6003,0,110,1,0,2,0,0,1
6004,0,30,2,0,2,0,1,1
6005,0,645,2,0,3,0,0,1
6006,0,730,3,0,1,0,1,1
6007,0,3245,9,0,2,0,1,1
6008,0,555,2,0,3,1,1,1
6009,0,1690,10,0,2,0,1,1
6010,0,1865,4,0,2,0,0,1
6011,0,9600,27,0,3,0,1,1
6012,0,275,2,0,3,0,0,1
6013,0,1405,19,0,3,0,0,1
6014,0,815,4,0,1,0,1,1
