user_id,sec,sessions_completed,series_completed,gender,experience_level,estimate_birth_day,focus,subscribed
9604,280,2,0,m,none,1975-08-10 01:52:30.045+00,mindfulness,
9605,35,1,0,f,low,1968-08-10 01:52:59.781+00,mindfulness,
9607,700,2,0,f,low,1973-08-10 02:08:19.226+00,yoga,
9616,70,1,0,f,none,1951-08-10 02:49:30.174+00,mindfulness,
9617,30,1,0,f,none,1966-08-10 02:48:24.441+00,mindfulness,
9618,20,1,0,f,none,1958-08-10 02:53:43.49+00,mindfulness,
9621,1170,3,0,f,low,1968-08-10 03:06:59.826+00,mindfulness,
9625,4635,14,0,f,medium,1974-08-10 03:20:03.357+00,mindfulness,1
9626,210,2,0,f,none,1970-08-10 03:21:27.081+00,mindfulness,
9627,895,3,0,f,low,1987-08-10 03:20:44.301+00,mindfulness,
9631,395,7,0,f,high,1964-08-10 03:32:46.755+00,mindfulness,
9635,120,3,0,f,low,1961-08-10 03:42:44.125+00,mindfulness,
9636,715,3,0,f,none,1972-08-10 03:53:22.835+00,mindfulness,
9637,1210,3,0,f,high,1985-08-10 03:56:07.165+00,yoga,
9638,645,2,0,f,medium,1965-08-10 03:55:36.467+00,mindfulness,
9639,4830,10,0,f,low,1987-08-18 01:42:51.862+00,mindfulness,
9640,305,2,0,f,low,1966-08-10 04:11:35.901+00,mindfulness,
9642,4745,10,0,m,low,1986-08-10 04:49:41.861+00,mindfulness,
9643,8170,15,0,m,medium,1977-08-10 04:51:18.777+00,mindfulness,1
9648,2800,5,0,f,none,1959-08-10 05:19:02.135+00,mindfulness,
9651,675,3,0,f,none,1972-08-10 07:56:20.303+00,mindfulness,
9662,1365,3,0,f,low,1973-08-10 10:09:16.544+00,mindfulness,
9666,1275,4,0,f,low,1965-08-10 11:04:54.98+00,mindfulness,
9668,815,4,0,f,low,1970-08-10 11:09:56.124+00,mindfulness,
9670,2260,8,0,f,low,1964-08-10 11:21:26.776+00,mindfulness,
9674,365,1,0,f,low,1964-08-10 12:02:08.112+00,mindfulness,
9677,630,3,0,f,none,1985-08-10 12:17:18.271+00,mindfulness,
9678,1305,4,0,f,none,1969-08-10 12:20:28.634+00,mindfulness,
9679,660,2,0,f,low,1980-08-10 12:29:57.315+00,mindfulness,
9683,425,2,0,f,low,1969-08-10 12:52:19.542+00,mindfulness,
9684,165,1,0,f,low,1958-08-10 13:09:16.092+00,mindfulness,
9685,50,1,0,f,low,1955-08-10 13:27:30.627+00,mindfulness,
9688,340,1,0,f,none,1985-08-10 13:48:10.05+00,mindfulness,
9691,650,2,0,f,medium,1969-08-10 13:57:09.842+00,mindfulness,
9693,2845,6,0,f,medium,1979-08-11 09:12:08.945+00,mindfulness,1
9694,355,2,0,f,none,1964-08-10 14:12:08.798+00,mindfulness,
9695,280,5,0,f,medium,1958-08-10 14:15:45.982+00,mindfulness,
9697,560,2,0,f,medium,1960-08-10 14:29:11.527+00,mindfulness,
9698,570,2,0,f,low,1969-08-10 14:30:10.815+00,mindfulness,
9700,645,2,0,f,medium,1977-08-10 15:00:08.041+00,yoga,
9704,865,5,0,f,none,1970-08-10 15:06:02.961+00,mindfulness,
9706,25,1,0,f,low,1975-08-10 15:19:29.445+00,mindfulness,
9707,1150,7,0,f,medium,1968-08-10 15:21:06.481+00,yoga,
9708,1005,2,0,f,medium,1971-08-10 15:23:43.061+00,mindfulness,
9709,1630,2,0,f,none,1955-08-10 15:29:44.545+00,mindfulness,
9710,700,2,0,f,low,1968-08-10 15:40:32.093+00,mindfulness,
9713,40,1,0,m,none,1975-08-10 15:59:49.301+00,mindfulness,
9714,630,2,0,f,none,1982-08-10 16:10:46.654+00,mindfulness,
9720,1370,3,0,f,none,1974-08-10 17:22:11.059+00,mindfulness,
9721,15,1,0,f,low,1961-08-10 17:24:32.535+00,mindfulness,
9723,35,1,0,f,none,1968-08-10 17:56:10.357+00,mindfulness,
9724,1720,4,0,m,low,1985-08-10 18:01:29.702+00,mindfulness,
9725,45,1,0,f,none,1985-08-10 18:12:39.263+00,mindfulness,
9729,15,1,0,f,none,1965-08-10 18:29:41.71+00,mindfulness,
9733,20,1,0,f,low,1975-08-10 18:38:01.786+00,mindfulness,
9734,100,1,0,f,medium,1975-08-10 18:40:07.138+00,mindfulness,
9737,640,2,0,f,none,1989-08-10 19:02:48.018+00,mindfulness,
9749,130,2,0,f,low,1970-08-10 21:15:21.219+00,mindfulness,
9751,185,1,0,f,medium,1960-08-10 21:33:21.427+00,mindfulness,
9752,205,3,0,f,low,1985-08-10 21:38:17.989+00,mindfulness,
9756,1730,6,0,f,medium,1994-08-10 21:59:12.659+00,mindfulness,
9758,4020,5,0,f,medium,1973-08-10 22:03:09.669+00,mindfulness,1
9760,25,1,0,m,low,1972-08-10 22:34:29.671+00,mindfulness,
9762,2210,7,0,f,low,1962-08-10 22:43:28.17+00,mindfulness,
9764,250,1,0,f,none,1970-08-10 22:58:40.111+00,mindfulness,
9767,965,2,0,f,low,1989-08-10 23:14:08.623+00,mindfulness,
9768,620,2,0,f,none,1987-08-10 23:15:06.502+00,mindfulness,
9769,1275,5,0,f,low,1971-08-10 23:19:11.835+00,mindfulness,
9770,1410,4,0,m,none,1985-08-10 23:22:26.971+00,mindfulness,
9774,310,1,0,f,none,2001-08-10 23:55:05.102+00,mindfulness,
9775,240,7,0,m,none,1985-08-11 16:50:26.569+00,mindfulness,
9777,2590,4,0,f,medium,1962-08-11 00:02:09.067+00,mindfulness,1
9778,70,1,0,f,low,1968-08-11 00:04:25.221+00,mindfulness,
9781,1705,4,0,f,medium,1971-08-11 00:32:21.834+00,mindfulness,
9783,90,2,0,f,low,1977-08-11 00:41:04.806+00,mindfulness,
9784,175,3,0,f,low,1978-08-11 00:43:20.884+00,mindfulness,
9785,600,2,0,f,none,1963-08-11 01:15:34.597+00,mindfulness,
9786,375,1,0,f,medium,1987-08-11 00:52:34.607+00,mindfulness,
9792,840,1,0,f,medium,1965-08-11 01:20:16.802+00,yoga,
9793,175,1,0,f,none,1984-08-11 01:31:14.452+00,mindfulness,
9796,295,1,0,f,low,1965-08-11 01:54:20.99+00,mindfulness,
9797,1830,1,0,f,low,1990-08-11 01:56:20.889+00,mindfulness,
9798,660,2,0,f,low,1966-08-11 01:58:20.732+00,mindfulness,
9800,70,1,0,f,high,1973-08-11 02:03:44.92+00,mindfulness,
9801,1555,3,0,f,low,1971-08-11 02:08:59.58+00,mindfulness,1
9802,620,1,0,f,low,1970-08-11 02:21:40.988+00,mindfulness,
9805,785,5,0,m,medium,1968-08-11 02:28:10.159+00,mindfulness,
9806,4215,27,0,m,none,1977-08-11 02:31:55.549+00,mindfulness,1
9807,2050,4,0,f,medium,1970-08-11 02:36:14.232+00,mindfulness,1
9809,2325,5,0,f,low,1975-08-11 02:41:03.996+00,mindfulness,
9810,135,2,0,f,none,1974-08-11 02:42:21.581+00,mindfulness,
9812,85,1,0,m,none,1997-08-11 02:54:26.091+00,mindfulness,
9814,740,4,0,f,low,1969-08-11 02:54:41.319+00,mindfulness,
9815,485,2,0,f,none,1972-08-11 03:00:18.357+00,mindfulness,
9816,95,1,0,f,medium,1963-08-11 03:04:35.83+00,mindfulness,
9817,2680,17,0,f,none,1974-08-11 03:05:30.399+00,mindfulness,
9820,4175,6,0,f,low,1968-08-11 03:20:55.302+00,mindfulness,1
9821,1315,3,0,f,none,1985-08-11 03:22:21.199+00,mindfulness,
9822,4465,20,2,f,none,1985-08-11 03:24:04.882+00,mindfulness,
9827,160,3,0,f,none,1969-08-11 04:01:13.678+00,mindfulness,
9831,430,1,0,f,none,1967-08-11 04:16:20.291+00,mindfulness,
9833,15,1,0,f,none,1970-08-11 04:35:02.417+00,mindfulness,
9836,230,1,0,f,medium,1968-08-11 04:45:25.905+00,mindfulness,
9838,210,2,0,f,low,1967-08-11 04:57:28.241+00,mindfulness,
9851,565,2,0,f,low,1989-08-11 06:58:12.424+00,mindfulness,
9856,910,2,0,f,low,1973-08-11 08:19:12.883+00,mindfulness,
9858,70,1,0,f,low,1962-08-11 09:48:36.834+00,mindfulness,
9859,3275,7,0,m,medium,1982-08-11 09:48:43.858+00,mindfulness,
9860,840,2,0,f,medium,1971-08-11 09:55:49.993+00,mindfulness,
9867,1960,4,0,f,none,1969-07-09 11:47:34.776+00,yoga,1
9868,120,1,0,f,low,1973-08-11 11:37:02.241+00,mindfulness,
9871,1925,4,0,f,medium,1960-08-11 11:49:48.585+00,mindfulness,
9873,1195,4,0,f,medium,1983-08-11 12:02:42.63+00,mindfulness,
9876,535,1,0,f,low,1969-08-11 12:16:25.033+00,mindfulness,
9877,2730,12,0,f,low,1968-08-11 12:24:40.657+00,mindfulness,
9878,650,2,0,f,medium,1958-08-11 12:25:00.167+00,mindfulness,
9880,645,2,0,f,none,1959-08-11 12:42:29.409+00,mindfulness,
9882,6800,14,0,f,medium,1958-08-11 12:55:15.125+00,mindfulness,1
9883,1310,4,0,f,low,1947-06-19 23:45:04.264+00,mindfulness,1
9884,60,1,0,f,low,1966-08-11 13:10:56.206+00,mindfulness,
9885,1375,5,0,f,low,1988-08-11 13:14:05.754+00,mindfulness,
9887,65,1,0,f,low,1975-08-11 13:22:55.974+00,mindfulness,
9888,2005,2,0,f,medium,1955-08-11 13:30:02.095+00,mindfulness,
9892,655,2,0,f,medium,1962-08-11 13:40:34.902+00,mindfulness,
9893,5760,11,0,f,medium,1969-08-11 13:55:31.974+00,mindfulness,1
9894,2460,3,0,f,medium,1962-08-11 13:59:42.566+00,mindfulness,
9896,1185,5,0,f,medium,1957-08-11 14:02:21.758+00,mindfulness,
9901,1120,2,0,f,medium,1962-08-11 14:38:52.701+00,mindfulness,
9902,685,2,0,f,low,1972-08-11 14:41:18.369+00,mindfulness,
9904,15,1,0,m,none,1983-08-11 14:45:20.289+00,mindfulness,
9905,1495,3,0,f,low,1971-08-11 15:20:33.421+00,mindfulness,
9908,3775,8,2,f,low,1965-08-11 15:49:48.138+00,mindfulness,
9916,800,1,0,f,medium,1984-08-11 16:31:03.498+00,mindfulness,
9919,220,1,0,f,medium,2000-08-11 16:54:50.685+00,mindfulness,
9920,1335,16,0,m,high,1980-08-15 15:15:58.038+00,mindfulness,1
9922,25,1,0,f,none,1974-08-11 17:10:40.065+00,mindfulness,
9924,15,1,0,f,none,1985-08-11 17:39:40.547+00,mindfulness,
9925,2635,6,0,f,medium,1962-08-11 18:44:12.126+00,mindfulness,
9928,1730,4,0,m,low,1982-12-21 11:19:11.343+00,mindfulness,
9929,650,2,0,f,medium,1959-08-11 19:15:06.91+00,mindfulness,
9933,57180,125,29,m,high,2001-08-11 20:06:05.764+00,mindfulness,1
9935,1000,2,0,f,medium,1960-08-11 20:25:21.375+00,mindfulness,
9936,95,1,0,f,medium,1970-08-11 20:44:17.583+00,mindfulness,
9939,600,2,0,f,low,1964-08-11 21:12:49.707+00,mindfulness,
9940,3910,19,0,f,low,1974-08-19 05:12:26.953+00,mindfulness,
9942,115,1,0,f,low,1969-08-11 22:04:29.617+00,mindfulness,
9949,755,3,0,f,none,1952-08-11 23:17:10.192+00,mindfulness,
9951,290,2,0,f,none,1964-08-11 23:39:13.227+00,mindfulness,
9953,695,2,0,f,none,1958-08-12 00:06:36.535+00,mindfulness,
9956,80,1,0,f,none,1971-08-12 00:15:20.908+00,mindfulness,
9957,25,1,0,f,none,1964-08-12 00:22:48.989+00,mindfulness,
9958,110,1,0,f,medium,1963-08-12 00:28:43.353+00,mindfulness,
9959,40,1,0,f,low,1962-08-12 00:30:03.5+00,mindfulness,
9961,685,3,0,f,medium,1957-08-12 00:33:45.581+00,yoga,
9973,4525,11,0,f,medium,1966-08-12 01:25:52.845+00,mindfulness,
9974,640,11,0,f,medium,1961-08-12 01:49:33.357+00,yoga,
9975,325,1,0,f,low,1974-08-12 01:35:20.798+00,mindfulness,
9976,905,15,0,m,low,1966-08-12 01:38:26.328+00,mindfulness,
9978,140,1,0,f,low,1968-08-12 01:41:43.132+00,yoga,
9979,35,1,0,f,low,1970-08-12 01:42:41.61+00,mindfulness,
9982,140,1,0,f,low,1989-08-12 02:06:34.765+00,mindfulness,
9983,3130,9,0,m,high,1985-08-12 02:06:26.301+00,yoga,1
9984,1040,4,0,f,none,1963-08-12 02:11:44.97+00,mindfulness,
9985,50,1,0,f,none,1973-08-12 02:15:19.614+00,mindfulness,
9989,660,2,0,f,low,1972-08-12 02:45:38.688+00,mindfulness,
9991,320,1,0,f,low,1973-08-12 03:00:42.691+00,mindfulness,
9992,340,3,0,f,medium,1971-08-12 03:06:39.995+00,yoga,
9993,700,2,0,f,low,1957-08-12 03:10:21.667+00,mindfulness,
9998,280,7,0,f,medium,1983-08-12 03:31:47.755+00,mindfulness,
10001,1770,4,0,f,none,1972-08-12 03:42:40.46+00,mindfulness,
10003,100,1,0,f,low,1973-08-12 03:55:12.643+00,mindfulness,
10007,605,2,0,f,medium,1996-08-12 04:15:58.536+00,mindfulness,
10008,3605,8,0,f,low,1975-08-12 04:59:53.733+00,mindfulness,1
10016,6010,8,0,f,low,1965-08-12 04:58:32.534+00,mindfulness,
10019,325,1,0,f,low,1974-08-12 05:14:31.546+00,mindfulness,
10021,1255,3,0,f,none,1965-08-12 05:22:51.834+00,mindfulness,
10022,15,1,0,f,none,1972-08-12 05:25:59.629+00,mindfulness,
10027,640,2,0,f,low,1979-08-12 07:50:01.177+00,mindfulness,
10028,455,3,0,f,none,1996-08-12 09:28:58.976+00,mindfulness,
10029,3010,7,0,f,none,1973-08-12 10:59:08.436+00,mindfulness,
10033,365,1,0,f,low,1975-08-12 11:12:30.424+00,mindfulness,
10034,470,1,0,f,none,1970-08-12 11:35:12.204+00,mindfulness,
10036,690,2,0,m,none,1971-08-12 11:58:47.592+00,mindfulness,
10037,155,3,0,f,none,1956-08-12 12:14:21.496+00,mindfulness,
10041,1315,3,0,f,none,1956-08-12 12:47:55.716+00,mindfulness,
10044,635,2,0,f,medium,1964-08-12 12:49:56.981+00,mindfulness,
10046,1080,3,0,f,medium,1962-08-12 12:55:51.258+00,mindfulness,
10047,65,1,0,f,none,1967-08-12 12:56:49.746+00,mindfulness,
10048,295,1,0,f,none,1961-08-12 13:06:57.412+00,mindfulness,
10053,160,1,0,f,medium,1974-08-12 13:51:03.308+00,mindfulness,
10054,250,2,0,f,medium,1981-08-12 13:51:57.632+00,mindfulness,
10055,375,1,0,f,medium,1966-08-12 13:53:21.99+00,mindfulness,
10059,805,3,0,f,medium,1959-08-12 18:06:29.326+00,mindfulness,
10063,235,4,0,f,medium,1969-08-12 14:50:19.344+00,mindfulness,
10065,7200,4,0,f,medium,1957-04-22 17:56:46.792+00,yoga,1
10069,15,1,0,f,none,1975-08-12 15:34:08.754+00,mindfulness,
10070,105,1,0,f,none,1960-08-12 15:46:28.164+00,mindfulness,
10078,125,2,0,f,low,1968-08-12 16:26:00.399+00,mindfulness,
10081,2180,6,0,f,low,1967-08-12 17:26:16.082+00,mindfulness,
10083,60,1,0,f,low,1969-08-12 17:32:51.245+00,mindfulness,
10085,340,2,0,f,medium,1960-08-12 18:03:00.253+00,mindfulness,
10094,1225,2,0,f,low,1968-08-12 19:22:50.635+00,mindfulness,
10098,335,2,0,f,medium,1970-08-12 19:41:17.434+00,mindfulness,
10099,90,1,0,f,medium,1966-08-12 19:41:48.859+00,mindfulness,
10101,1085,4,0,f,low,1972-08-12 20:19:58.669+00,mindfulness,
10103,5760,5,1,f,low,1984-08-12 21:13:53.102+00,yoga,
10104,3475,11,0,f,medium,1956-08-12 21:38:44.665+00,mindfulness,
10109,575,2,0,f,medium,1991-08-12 21:59:43.857+00,mindfulness,
10116,2130,5,0,f,medium,1972-08-12 22:35:54.073+00,mindfulness,
10118,640,2,0,f,none,1974-08-12 22:48:06.497+00,mindfulness,
10120,25,1,0,m,none,1978-08-12 23:08:50.622+00,mindfulness,
10124,295,7,0,f,low,1973-08-12 23:29:38.724+00,mindfulness,
10125,15,1,0,f,none,1974-08-12 23:31:21.089+00,mindfulness,
10127,1145,4,0,f,low,1974-08-13 00:08:23.031+00,mindfulness,
10129,385,2,0,f,low,1970-08-13 00:27:22.542+00,mindfulness,
10131,2405,4,0,f,medium,1975-08-13 00:46:02.265+00,yoga,1
10133,865,2,0,f,none,1968-08-13 00:48:26.674+00,mindfulness,
10134,1920,6,0,f,low,1965-08-13 00:52:43.405+00,mindfulness,
10137,535,4,0,f,none,1961-08-13 01:08:38.303+00,mindfulness,
10138,725,2,0,f,none,1958-08-13 01:07:25.359+00,mindfulness,
10141,30,1,0,f,none,1969-08-13 01:21:34.25+00,mindfulness,
10142,345,2,0,f,none,1959-08-13 01:33:21.851+00,mindfulness,
10143,100,2,0,f,none,1969-08-13 01:37:20.443+00,mindfulness,
10146,1820,4,0,f,low,1987-08-13 01:49:26.759+00,mindfulness,
10152,115,2,0,f,none,1967-08-13 02:35:02.703+00,mindfulness,
10153,2575,6,0,f,medium,1959-08-13 02:36:06.867+00,mindfulness,
10155,1395,10,0,f,medium,1979-08-13 02:49:01.351+00,mindfulness,
10157,4215,4,0,f,medium,1975-08-13 03:05:17.75+00,mindfulness,1
10158,660,2,0,f,medium,1984-08-13 03:10:32.262+00,mindfulness,
10161,1300,4,0,f,medium,1975-08-13 03:29:38.895+00,mindfulness,
10162,115,2,0,f,none,1973-08-13 03:29:59.459+00,mindfulness,
10164,650,2,0,f,medium,1956-08-13 03:32:58.514+00,mindfulness,
10165,20,1,0,f,none,1973-08-13 03:38:54.573+00,mindfulness,
10166,175,3,0,f,low,1971-08-13 03:41:09.007+00,mindfulness,
10167,50,1,0,f,low,1971-08-13 03:56:35.666+00,mindfulness,
10169,680,2,0,f,medium,1974-08-13 04:08:07.635+00,mindfulness,
10171,760,4,0,f,low,1968-08-13 04:34:17.725+00,mindfulness,
10173,1895,3,0,f,none,1969-08-13 04:43:36.393+00,mindfulness,
10178,675,2,0,f,low,1973-08-13 05:09:40.548+00,mindfulness,
10180,365,4,0,f,medium,1971-08-13 05:39:15.351+00,mindfulness,
10182,630,2,0,m,low,1985-08-13 07:44:30.995+00,mindfulness,
10183,4630,8,0,f,medium,1972-01-05 05:02:23.465+00,mindfulness,
10184,700,2,0,f,low,1968-08-13 10:27:31.87+00,mindfulness,
10185,285,1,0,f,none,1974-08-13 10:46:16.422+00,mindfulness,
10187,950,2,0,f,none,1953-08-13 10:52:40.07+00,mindfulness,
10192,3280,9,0,f,none,1955-08-13 11:29:06.166+00,mindfulness,
10193,15,1,0,f,low,1959-08-13 11:26:16.123+00,mindfulness,
10197,4135,5,0,f,medium,1963-08-13 11:33:59.004+00,mindfulness,1
10199,5265,11,0,f,medium,1965-08-13 12:13:35.049+00,mindfulness,
10201,605,2,0,f,low,1972-08-13 12:14:59.301+00,mindfulness,
10203,115,2,0,f,low,1967-08-13 12:49:39.714+00,mindfulness,
10207,665,2,0,f,none,1969-08-13 13:10:33.374+00,mindfulness,
10211,165,1,0,f,none,1961-08-13 14:22:15.117+00,mindfulness,
10213,90,1,0,f,none,1959-08-13 14:49:12.869+00,mindfulness,
10214,6425,9,0,f,none,1956-08-13 15:11:22.728+00,mindfulness,1
10215,905,2,0,f,low,1969-08-13 15:22:57.059+00,mindfulness,
10218,960,5,0,f,low,1964-08-13 15:50:16.762+00,mindfulness,
10219,1140,3,0,f,low,1963-08-13 21:43:58.903+00,mindfulness,
10220,140,1,0,f,none,1973-08-13 16:26:08.491+00,mindfulness,
10224,495,1,0,f,low,1965-08-13 17:20:37.781+00,mindfulness,
10231,10350,20,0,f,medium,1962-08-13 18:10:07.377+00,mindfulness,1
10232,820,9,0,f,none,1959-08-13 18:19:55.61+00,mindfulness,
10233,75,1,0,m,medium,1967-08-13 18:19:47.53+00,yoga,
10236,695,2,0,f,low,1973-08-13 18:40:04.915+00,mindfulness,
10245,45,1,0,f,low,1963-08-13 20:35:38.893+00,mindfulness,
10249,120,1,0,f,none,1963-08-13 20:47:08.656+00,mindfulness,
10253,150,1,0,m,low,1978-08-13 21:44:55.715+00,yoga,
10254,2815,6,0,f,low,1961-08-13 21:54:09.807+00,mindfulness,
10255,330,12,0,m,low,1992-08-13 21:56:15.27+00,mindfulness,
10256,1910,6,0,f,medium,1991-08-13 22:07:22.703+00,mindfulness,
10258,215,1,0,f,medium,1970-08-13 22:29:49.986+00,yoga,
10260,695,2,0,f,medium,1971-08-13 22:44:34.313+00,mindfulness,
10261,770,2,0,f,low,1961-08-13 22:57:38.523+00,mindfulness,
10262,425,2,0,f,none,1968-08-13 22:57:03.339+00,mindfulness,
10263,30,1,0,f,none,1965-08-13 23:06:52.187+00,mindfulness,
10266,525,2,0,f,none,1956-08-13 23:11:35.671+00,mindfulness,
10268,95,1,0,f,medium,1956-08-13 23:15:38.647+00,mindfulness,
10270,675,2,0,f,none,1957-08-13 23:33:31.72+00,mindfulness,
10272,1180,1,0,f,medium,1958-08-13 23:51:01.618+00,yoga,1
10273,990,2,0,f,low,1962-08-13 23:56:49.783+00,mindfulness,
10274,2930,4,0,f,none,1974-08-14 00:06:10.859+00,mindfulness,
10276,3210,7,0,f,medium,1966-08-24 10:29:42.464+00,mindfulness,1
10288,530,1,0,f,medium,1974-08-14 01:26:35.756+00,mindfulness,
10290,860,4,0,m,low,1978-08-14 01:46:07.994+00,mindfulness,
10291,19325,21,0,f,medium,1986-07-18 03:45:17.781+00,mindfulness,1
10296,990,2,0,f,low,1971-08-14 02:07:18.894+00,mindfulness,
10299,670,2,0,f,medium,1978-08-14 02:19:33.083+00,mindfulness,
10300,940,2,0,f,low,1966-08-14 02:21:26.512+00,mindfulness,
10301,70,1,0,f,none,1963-08-14 02:26:41.087+00,mindfulness,
10304,690,2,0,f,low,1968-08-14 02:40:33.852+00,mindfulness,
10305,1310,4,0,f,low,1990-08-14 02:46:10.373+00,mindfulness,
10306,1650,3,0,f,none,1959-08-14 02:47:10.01+00,mindfulness,
10307,2340,12,0,f,none,1972-08-14 02:46:24.915+00,mindfulness,
10311,3065,5,0,f,none,1967-08-14 02:52:56.185+00,mindfulness,
10312,625,2,0,f,low,1968-08-14 02:57:31.692+00,mindfulness,
10314,55,1,0,f,none,1972-08-14 03:12:14.481+00,mindfulness,
10320,3830,7,0,m,none,1974-08-14 03:49:02.666+00,mindfulness,
10321,1225,3,0,f,medium,1975-08-14 03:52:03.052+00,mindfulness,
10324,2800,11,0,f,low,1995-08-14 04:32:53.451+00,mindfulness,
10327,665,2,0,f,low,1975-08-14 04:57:02.342+00,mindfulness,
10329,365,1,0,f,low,1969-08-14 05:21:58.946+00,mindfulness,
10331,440,1,0,f,none,1960-08-14 06:10:36.055+00,mindfulness,
10332,4110,9,0,f,medium,1970-08-14 07:08:38.417+00,mindfulness,1
10333,950,2,0,f,none,1964-08-14 07:56:56.202+00,mindfulness,
10335,1180,3,0,f,low,1959-08-14 08:33:26.018+00,mindfulness,
10337,30,1,0,f,none,1961-08-14 09:09:43.077+00,mindfulness,
10338,65,1,0,f,none,1974-08-14 09:18:20.545+00,mindfulness,
10341,550,2,0,f,low,1972-08-14 10:27:37.3+00,mindfulness,
10344,2680,6,0,f,none,1969-08-14 11:04:08.148+00,mindfulness,
10345,225,2,0,f,low,1962-08-14 11:10:40.899+00,mindfulness,
10348,715,3,0,f,none,1972-08-14 11:27:33.604+00,mindfulness,
10349,255,2,0,f,low,1972-08-14 11:32:06.814+00,mindfulness,
10351,35,1,0,f,low,1955-08-14 11:51:19.321+00,mindfulness,
10353,130,2,0,f,medium,1972-08-14 11:53:49.872+00,yoga,
10354,100,2,0,f,none,1957-08-14 11:54:54.065+00,mindfulness,
10356,405,2,0,f,low,1968-08-14 11:56:44.621+00,mindfulness,
10360,1970,5,0,f,none,1975-08-14 12:13:03.609+00,mindfulness,
10362,710,1,0,f,none,1957-08-14 12:15:12.589+00,mindfulness,
10363,640,2,0,f,low,1955-08-14 12:16:01.894+00,mindfulness,
10364,125,1,0,f,none,1975-08-14 12:19:03.493+00,mindfulness,
10365,240,2,0,f,none,1962-08-14 12:32:18.78+00,mindfulness,
10366,1140,2,0,f,medium,1961-08-14 12:44:12.237+00,mindfulness,
10367,630,2,0,f,none,1975-08-14 12:45:27.536+00,mindfulness,
10368,40,1,0,f,low,1969-08-14 12:45:55.057+00,mindfulness,
10369,120,1,0,f,none,1959-08-14 12:46:57.649+00,mindfulness,
10373,760,2,0,f,none,1972-08-14 13:00:28.321+00,mindfulness,
10374,6630,10,0,f,high,1972-08-14 13:05:27.033+00,mindfulness,1
10375,575,2,0,f,none,1968-08-14 13:16:53.472+00,mindfulness,
10378,700,2,0,f,low,1972-08-14 13:34:20.969+00,mindfulness,
10379,100,2,0,f,medium,1963-08-14 13:37:15.915+00,mindfulness,
10380,1855,3,0,f,medium,1988-08-14 13:37:28.377+00,mindfulness,
10382,310,2,0,f,low,1972-08-14 14:01:39.486+00,mindfulness,
10384,230,2,0,f,low,1973-08-14 14:40:44.328+00,mindfulness,
10391,660,2,0,f,medium,1966-08-14 15:36:50.338+00,mindfulness,
10395,1320,4,0,f,high,1962-08-14 16:14:42.403+00,mindfulness,
10399,215,1,0,f,low,1988-08-16 22:13:49.788+00,mindfulness,
10400,50,1,0,f,low,1964-08-14 16:28:38.109+00,mindfulness,
10403,540,2,0,f,high,1974-08-14 16:56:40.865+00,mindfulness,
10411,280,2,0,f,low,1969-08-14 18:17:05.213+00,mindfulness,
10414,240,1,0,f,none,1957-08-14 19:07:30.785+00,mindfulness,
10420,3620,11,0,f,medium,1969-08-14 19:49:41.088+00,yoga,
10422,50,1,0,f,none,1986-08-14 20:18:06.158+00,mindfulness,
10423,4280,8,0,f,low,1986-06-10 03:37:18.578+00,mindfulness,1
10427,620,2,0,f,medium,1962-08-14 21:14:09.283+00,mindfulness,1
10429,165,1,0,f,low,1973-08-14 21:38:09.204+00,mindfulness,
10432,90,1,0,f,none,1958-08-15 01:01:06.353+00,mindfulness,
10433,345,1,0,f,low,1973-08-14 22:21:50.798+00,mindfulness,
10434,25,2,0,f,low,1985-08-14 22:26:52.639+00,mindfulness,
10435,640,2,0,f,medium,1973-08-14 22:42:14.066+00,mindfulness,
10438,275,1,0,f,low,1971-08-14 23:10:04.094+00,mindfulness,
10440,2330,4,0,f,low,1960-08-14 23:20:08.684+00,mindfulness,
10441,3475,11,0,f,medium,1996-08-21 02:53:22.986+00,mindfulness,
10442,30,1,0,f,medium,1972-08-14 23:35:16.804+00,mindfulness,
10443,835,2,0,f,low,1959-08-19 03:39:27.19+00,mindfulness,
10445,645,3,0,f,none,1964-08-14 23:55:58.801+00,mindfulness,
10446,685,2,0,f,none,1957-08-14 23:56:49.073+00,mindfulness,
10447,35,1,0,f,none,1964-08-15 00:00:29.226+00,mindfulness,
10448,460,2,0,f,medium,1968-08-15 00:15:13.181+00,yoga,
10449,40,1,0,f,low,1972-08-15 00:35:40.142+00,mindfulness,
10450,2035,3,0,f,medium,1966-08-15 00:48:42.738+00,mindfulness,
10453,200,2,0,f,low,1969-08-15 01:41:33.437+00,mindfulness,
10454,1335,2,0,m,low,1962-08-15 01:41:55.053+00,mindfulness,
10456,60,1,0,f,low,1972-08-15 01:48:31.893+00,mindfulness,
10463,660,2,0,f,none,1975-08-15 02:29:27.933+00,mindfulness,
10468,1845,3,0,f,medium,1970-08-15 03:18:19.204+00,mindfulness,
10469,930,2,0,f,medium,1971-08-15 03:23:05.133+00,mindfulness,
10470,645,2,0,f,low,1957-08-15 03:33:51.817+00,mindfulness,
10474,1565,3,0,f,medium,1962-08-15 03:46:36.623+00,mindfulness,
10479,175,2,0,f,none,1975-08-15 04:02:27.145+00,mindfulness,
10484,125,3,0,f,none,1975-08-15 04:49:30.901+00,mindfulness,
10485,135,1,0,f,none,1958-08-15 04:53:03.032+00,mindfulness,
